J,K,N,seed,avg_runtime,prop_identifiable,prop_non_identifiable,total_time,count_direct_flag,prop_direct_flag,count_brute_flag,prop_brute_flag,count_generator_empty,prop_generator_empty
20,4,10,146,1.4275030136108398,1.0,0.0,14.275030136108398,4,0.4,6,0.6,10,1.0
20,4,10,161,0.005808448791503907,0.9,0.1,0.05808448791503906,5,0.5,4,0.4,9,0.9,1,0.1
20,4,10,158,0.01985013484954834,0.9,0.1,0.1985013484954834,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,162,0.012308692932128907,0.9,0.1,0.12308692932128906,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,155,0.022129344940185546,1.0,0.0,0.22129344940185547,2,0.2,8,0.8,10,1.0
20,4,10,159,0.03150146007537842,1.0,0.0,0.3150146007537842,2,0.2,8,0.8,10,1.0
20,4,10,164,0.010773015022277833,1.0,0.0,0.10773015022277832,3,0.3,7,0.7,10,1.0
20,4,10,156,0.17992243766784669,1.0,0.0,1.7992243766784668,3,0.3,7,0.7,10,1.0
20,4,10,160,0.27049038410186765,1.0,0.0,2.7049038410186768,2,0.2,8,0.8,10,1.0
20,4,10,157,1.042821741104126,0.9,0.1,10.42821741104126,1,0.1,8,0.8,9,0.9,1,0.1
20,4,10,163,1.198369812965393,1.0,0.0,11.98369812965393,3,0.3,7,0.7,10,1.0
20,4,10,167,0.010416460037231446,1.0,0.0,0.10416460037231445,2,0.2,8,0.8,10,1.0
20,4,10,169,0.01774928569793701,0.9,0.1,0.17749285697937012,4,0.4,5,0.5,9,0.9,1,0.1
20,4,10,175,0.010840225219726562,0.9,0.1,0.10840225219726562,1,0.1,8,0.8,9,0.9,1,0.1
20,4,10,170,0.022140145301818848,0.9,0.1,0.22140145301818848,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,171,0.01091160774230957,1.0,0.0,0.1091160774230957,5,0.5,5,0.5,10,1.0
20,4,10,172,0.0230377197265625,1.0,0.0,0.230377197265625,3,0.3,7,0.7,10,1.0
20,4,10,174,0.023909473419189455,1.0,0.0,0.23909473419189453,2,0.2,8,0.8,10,1.0
20,4,10,168,0.03526711463928223,1.0,0.0,0.35267114639282227,0,0.0,10,1.0,10,1.0
20,4,10,173,0.050091886520385744,1.0,0.0,0.5009188652038574,1,0.1,9,0.9,10,1.0
20,4,10,165,0.4900542736053467,1.0,0.0,4.900542736053467,2,0.2,8,0.8,10,1.0
20,4,10,166,1.3077439308166503,0.9,0.1,13.077439308166504,1,0.1,8,0.8,9,0.9,1,0.1
20,4,10,180,0.007616281509399414,1.0,0.0,0.07616281509399414,5,0.5,5,0.5,10,1.0
20,4,10,177,0.034603333473205565,0.9,0.1,0.34603333473205566,2,0.2,7,0.7,9,0.9,1,0.1
20,4,10,181,0.01968245506286621,1.0,0.0,0.1968245506286621,1,0.1,9,0.9,10,1.0
20,4,10,179,0.027710342407226564,1.0,0.0,0.2771034240722656,4,0.4,6,0.6,10,1.0
20,4,10,182,0.025062870979309083,1.0,0.0,0.2506287097930908,4,0.4,6,0.6,10,1.0
20,4,10,183,0.2395695686340332,0.9,0.1,2.395695686340332,3,0.3,6,0.6,9,0.9,1,0.1
20,4,10,178,0.4057250738143921,1.0,0.0,4.057250738143921,2,0.2,8,0.8,10,1.0
20,4,10,184,1.1188389301300048,1.0,0.0,11.188389301300049,3,0.3,7,0.7,10,1.0
20,4,10,185,1.4630689382553101,1.0,0.0,14.6306893825531,1,0.1,9,0.9,10,1.0
20,4,10,176,1.513075304031372,0.9,0.1,15.13075304031372,1,0.1,8,0.8,9,0.9,1,0.1
20,4,10,195,0.013455033302307129,0.9,0.1,0.1345503330230713,2,0.2,7,0.7,1,0.1,9,0.9
20,4,10,188,0.023701977729797364,1.0,0.0,0.23701977729797363,3,0.3,7,0.7,10,1.0
20,4,10,194,0.01524944305419922,0.8,0.2,0.1524944305419922,5,0.5,3,0.3,2,0.2,8,0.8
