schema_version,J,K,N,seed,sim,operator,solver_name,rng_engine,generation_time,q_bitstring,q_sha256,design,design_id,p,zero_row_policy,basis_time,identity_check_time,two_col_check_time,three_col_check_time,sat_time,algorithm_time,preprocess_time,J_basis,M_basis,identifiable,branch,branch_label,sat_called,sat_formulation,sat_cardinality_encoding,cardinality_encoding_requested,maximal_candidate_requested,sat_variables,sat_clauses,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,has_zero_row_original,two_col_violation_original,three_col_violation_original,two_column_pass_original,both_necessary_checks_pass_original,I_3c,identity_basis,two_col_violation_basis,diagnostics_time
4,100,5,100,639317310,0,conj,glucose42,MT19937-RandomState,0.0001402711495757103,11111111111111111101111111111001011101111110111111111111111101111111111110111111111111101111101111101111111111111111111111111111111111111011111111111111111011100111011111111111101011111111111111111111111110011111111111111111111111111111111101011111111111111111110101111111111111111111111111110111111111111111011111110110111110111111111111101111111111111110111111111111111111101011110111111110111001011111111111111111101011111111111100111111111111111101111111111111111111111101111111111111111110101111,91124d39dff8fc1b162b1c87456bcd45d11a02577f34517f96f9984a183c4c91,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.0003307536244392395,6.268825381994247e-05,0.00013150926679372787,0.00013750512152910233,0.014607864432036877,0.016084466129541397,0.0006624562665820122,7,14,0,5,SAT_found_counterexample,1,boolean_factorization,exclude_x,exclude_x,0,188,460,0,1,0,1,0,0,0,1,1,1,0,0,0.00148686021566391
4,100,5,100,639317310,1,conj,glucose42,MT19937-RandomState,4.740618169307709e-05,11111111111111111101111101111101111111111111111011111111111111011111111111111010110111011011101101111111111111111111001111111111111111111111111110111111111111111111101111110011111110111111111111001111110101111011101111111111111111111110111011101111111001111111111011011111110011110111111111111101111111111111111111110111111111111111111111111111111111101111111111111111111110111011011111111101111001111101011111111111111011111111111011111111111111101111111111111111111111000111101111111111110101111010,f630f64ad3accd7d85b89792bdbd577fbe1b230ade2081a933fd9f72a6d4c894,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.0003704773262143135,4.645995795726776e-05,0.00013567786663770676,0.00010966509580612183,0.0011082226410508156,0.0025534266605973244,0.0006622802466154099,9,15,0,5,SAT_found_counterexample,1,boolean_factorization,exclude_x,exclude_x,0,241,602,0,1,0,1,0,0,0,1,1,1,0,0,0.0015247296541929245
4,100,5,100,639317310,2,conj,glucose42,MT19937-RandomState,3.9089471101760864e-05,11110101101111111111111111110111111111111111111011111111111111111111111011110011111011111110111111001101010111100111111111111111011111111101111111110111110101011111111111101110011110111011111111111111111111011111011111011111111111111111111010101111010011111111111111111111111111111101111111110111111111111111111011111111011111111111111111111111111111111111110111111111111111111111001110111110111110111001110111101111011011111111111110111110111011110111111110111111111111111111111111111111111111111111,8a7a1263f782afc2e12db3d42015f49f1eda6b0cb2df4dcc9d550d5e913e5f26,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.0002975175157189369,3.669131547212601e-05,0.00012218207120895386,5.487259477376938e-05,0.0,0.0005186805501580238,0.0005112634971737862,7,13,0,3,three_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.001378484070301056
4,100,5,100,639317310,3,conj,glucose42,MT19937-RandomState,3.309827297925949e-05,11111101111101111101111111110111110101111111111011011111111111110111111111101111111111101111111111111111111111011111111001111111001111101111111111111111101111111111111111111110111111111111101111110111111010111111101111101111111011111111111110111111111111110111011111111111111011111111110111111111111111110110111111111111101111111111101111111111111111111111111111111111101111111111111111111111111111011111101111111111111111111111011111111100011111111111111111101101111111111111111111111111111111111111,5fca7a77efd0cdeebcff105457f0e2668c8ff940f51a81ccb9b0f22a1ed56c3a,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.0002501523122191429,3.3488497138023376e-05,0.00012008380144834518,2.6844441890716553e-05,0.0,0.00043603871017694473,0.00043056905269622803,6,8,0,3,three_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.0013241777196526527
4,100,5,100,639317310,4,conj,glucose42,MT19937-RandomState,3.279000520706177e-05,11111110111111111111111110101011111111111111111111110111111111101111010111110111111111111111111111101011101110111111111111111111111111111111111111111101011111111111111101111111111011111111111111110111010111111111111111111111111111101111111111111111111001111110111111011011111111111111111111111111110111111111111111111111111111111111110011101111111111111111111111111111111111111111111111111110111111111111111111111111110110110111111111101111111111111110101101111111111111111111011111011111111111111011,bdfe77f78f3ea2067a70e2efbaf30d28460da61677210f28914f333359c178b2,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00028161052614450455,3.443378955125809e-05,0.0001227855682373047,0.000100686214864254,0.0008769482374191284,0.0021738680079579353,0.0005395160987973213,7,13,0,5,SAT_found_counterexample,1,boolean_factorization,exclude_x,exclude_x,0,193,466,0,1,0,1,0,0,0,1,1,1,0,0,0.0014155851677060127
4,100,5,100,639317310,5,conj,glucose42,MT19937-RandomState,3.319047391414642e-05,11111111101111111011111111111111110011111111111111111111111111110111110111111111110101111111111111111110111111111111011101111111110111111111111111111111111111111111111111111101101111111111011111011111111111110111011111110111011001111111111111111111111110101111001111111111111111111111111111111111111111111110111101111111111110101111111111111111111111111111111111111111111111101111111111111111111111111111111110111111110111111111111111111111111111111111111011111111111111011111011110111111111111111111,8b8d37366ea18d1e9722d62343c6d8af02d1b4627158f99079468b746679251f,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00027863960713148117,3.5383738577365875e-05,0.00011430401355028152,9.242258965969086e-05,0.0,0.00052610132843256,0.0005207499489188194,7,12,0,3,three_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.0013895248994231224
4,100,5,100,639317310,6,conj,glucose42,MT19937-RandomState,3.366731107234955e-05,11111011111111110111111111101111111101111111111110111111111111111111111111101111111111111111111111111111111111111111101111111111111111111111101111011111111111101111111111111110101111111110111111111011111111111111010111111111111111011111011111111111111111111100111111111101101111111011110111111110111111011111111111011111111101011111101111110111011111111111010111111111111101011111110111111111111111111111111011111111101111111111101111111111110110111111110111001111101111111111111101110101101111111101,df7391dc6c731f1edaa048093d5c05086ac244abde42587f0883549b0c21b90a,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00028324779123067856,3.520771861076355e-05,0.00013184081763029099,0.00010227318853139877,0.0009598517790436745,0.002274296246469021,0.0005525695160031319,7,14,0,5,SAT_found_counterexample,1,boolean_factorization,exclude_x,exclude_x,0,193,466,0,1,0,1,0,0,0,1,1,1,0,0,0.0014147041365504265
4,100,5,100,639317310,7,conj,glucose42,MT19937-RandomState,3.792624920606613e-05,11111111111110111111111111110111101111111111011111111111111111111111111111110111101001111111111111101111111110110111101111111110110011111111111111011101111111111111101111111111111111111101111111101111111111111111110111111110111101011111111111111111111110111111111101000111101111110101111101111111111111011111111010011111111111111110111011111111111111110111111101101110111111111111111111011111111111111111110111111111011010111111111111111111111111011011111111111111101101111111110111111111111110110111,d91d18a17e780fe2d1a3d5092f842505eb6ab122ae361be2bcbc60997193e15f,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00028466153889894485,3.5760924220085144e-05,0.00011491868644952774,0.00010955147445201874,0.0007961373776197433,0.0013462984934449196,0.0005448926240205765,7,14,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,188,460,0,1,0,1,0,0,0,1,1,1,0,0,0.0014510704204440117
4,100,5,100,639317310,8,conj,glucose42,MT19937-RandomState,3.3585354685783386e-05,11111111111110111111111110111011111011111111111111111111011101111111111111011111111011111111111101111111111111111111111111111111111111111111111011011111111111111111101111110111111111011111111111111011111111000101111111111011111111111111110111111111111111111011101111111101011111101011111111111111001111111111110111111011110011100111011111111111111011111011111111111111111111111111111111111100111111111111111111110111111111111111110111111111111111111110111111111111111111011110101111111111111111111111,dc5ee2f09d018911b951b685fccff54645f577c0d4ca4d6ee096effe6935d396,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00028730928897857666,3.638118505477905e-05,0.0001226477324962616,0.00010674446821212769,0.0010046111419796944,0.0023247720673680305,0.000553082674741745,8,13,0,5,SAT_found_counterexample,1,boolean_factorization,exclude_x,exclude_x,0,222,540,0,1,0,1,0,0,0,1,1,1,0,0,0.0014456342905759811
4,100,5,100,639317310,9,conj,glucose42,MT19937-RandomState,3.213435411453247e-05,01111110111111101111111111011111111111111111111111101111111110111111111111111111111111101111101011111111111111101101111111111111011111111111111111111101111111110111111111111011100011101111111010111111111111111111111111111111111111001110111011111111111111111111111111101011011111111101111111111111110111111111111111111111111011111111110111001111110110111111111111111010111110101111111111111111111111111101111111111111111111111111111111111111111111101111111110110111101110111111111011111111111111111111,bebfd85d0d8141cae4fdf818e594ef8f008e78529b97312da3e5a903bf506f87,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.0002996809780597687,3.6492012441158295e-05,0.00012312456965446472,0.00010737031698226929,0.0009726975113153458,0.0023081600666046143,0.000566667877137661,8,15,0,5,SAT_found_counterexample,1,boolean_factorization,exclude_x,exclude_x,0,212,528,0,1,0,1,0,0,0,1,1,1,0,0,0.0014444561675190926
