J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
20,6,10,0.3,13,21.490146424993874,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,36,0.5149135706946254,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,48,0.09982388624921441,0.8,0,0,0,2,0,4,0,4
20,6,10,0.3,54,0.983647038397612,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,44,8.671260097716004,0.7,0,0,0,3,0,0,0,7
20,6,10,0.3,55,1.6538472041487693,0.8,0,0,0,2,0,0,0,8
20,6,10,0.3,34,21.381579887121916,0.8,0,1,0,1,0,1,0,7
20,6,10,0.3,60,0.11245097974315285,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,65,0.0288397187134251,0.6,0,0,0,4,0,0,0,6
20,6,10,0.3,42,20.586682905163617,0.7,0,0,0,3,0,0,0,7
