J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
15,7,10,0.1,0,0.0001505887135863304,0.0,7,2,0,1,0,0,0,0
15,7,10,0.1,1,0.00014715883880853653,0.0,7,2,0,1,0,0,0,0
15,7,10,0.1,4,0.00020249811932444574,0.0,6,1,0,3,0,0,0,0
15,7,10,0.1,3,0.0001703232526779175,0.0,7,1,0,2,0,0,0,0
15,7,10,0.1,2,0.00019406620413064957,0.0,8,0,0,2,0,0,0,0
15,7,10,0.1,7,0.00014228038489818572,0.0,9,0,0,1,0,0,0,0
15,7,10,0.1,5,0.00014088843017816542,0.0,9,1,0,0,0,0,0,0
15,7,10,0.1,6,0.00017595645040273665,0.0,8,1,0,1,0,0,0,0
15,7,10,0.1,9,0.00018272348679602147,0.0,8,0,0,2,0,0,0,0
15,7,10,0.1,8,0.00021217195317149162,0.0,7,1,0,2,0,0,0,0
15,7,10,0.1,11,0.00017838506028056145,0.0,7,0,0,3,0,0,0,0
15,7,10,0.1,12,0.00021040881983935833,0.0,7,0,0,3,0,0,0,0
15,7,10,0.1,14,0.0003308807499706745,0.1,8,0,0,1,0,1,0,0
15,7,10,0.1,10,0.00011363038793206215,0.0,10,0,0,0,0,0,0,0
15,7,10,0.1,13,0.03273784425109625,0.2,6,2,0,0,0,0,0,2
15,7,10,0.1,16,0.0001755877397954464,0.0,8,0,0,2,0,0,0,0
15,7,10,0.1,15,0.00016337421257048846,0.0,8,0,0,2,0,0,0,0
15,7,10,0.1,18,0.00022653713822364807,0.0,6,0,0,4,0,0,0,0
15,7,10,0.1,17,0.00013862568885087968,0.0,9,0,0,1,0,0,0,0
15,7,10,0.1,19,9.57842916250229e-05,0.0,10,0,0,0,0,0,0,0
15,7,10,0.1,22,0.00016818456351757048,0.0,9,0,0,1,0,0,0,0
15,7,10,0.1,20,0.00015602251514792442,0.0,9,0,0,1,0,0,0,0
15,7,10,0.1,23,0.00014129774644970893,0.0,9,1,0,0,0,0,0,0
15,7,10,0.1,21,0.0201747820712626,0.1,8,1,0,0,0,0,0,1
15,7,10,0.1,24,0.013939503859728575,0.1,8,0,0,1,0,0,0,1
15,7,10,0.1,29,0.00010751904919743538,0.0,9,1,0,0,0,0,0,0
15,7,10,0.1,26,0.00021383706480264663,0.1,8,1,0,0,0,1,0,0
15,7,10,0.1,25,0.00014131916686892508,0.0,9,0,0,1,0,0,0,0
15,7,10,0.1,27,0.0001427297480404377,0.0,9,0,0,1,0,0,0,0
15,7,10,0.1,28,0.0002568953997979406,0.0,6,1,0,3,0,0,0,0
15,7,10,0.1,31,0.00014263615012168884,0.0,7,2,0,1,0,0,0,0
15,7,10,0.1,32,0.00017910106107592582,0.0,7,0,0,3,0,0,0,0
15,7,10,0.1,30,0.00024309350046678447,0.0,6,0,0,4,0,0,0,0
15,7,10,0.1,33,0.018589149974286557,0.1,6,0,0,3,0,0,0,1
15,7,10,0.1,36,0.00014850562438368798,0.0,9,0,0,1,0,0,0,0
15,7,10,0.1,34,0.00015129046514630317,0.0,9,0,0,1,0,0,0,0
15,7,10,0.1,35,0.0003280267119407654,0.1,6,0,0,3,0,1,0,0
15,7,10,0.1,38,0.00013450020924210548,0.0,8,2,0,0,0,0,0,0
15,7,10,0.1,37,0.014214084530249239,0.1,8,0,0,1,0,0,0,1
15,7,10,0.1,41,0.00012788865715265274,0.0,10,0,0,0,0,0,0,0
15,7,10,0.1,40,0.0001734861172735691,0.0,7,0,0,3,0,0,0,0
15,7,10,0.1,42,0.0001258188858628273,0.0,9,1,0,0,0,0,0,0
15,7,10,0.1,43,0.00021178657189011574,0.0,8,0,0,1,1,0,0,0
15,7,10,0.1,39,0.033004967495799065,0.2,7,0,0,1,0,0,0,2
15,7,10,0.1,45,0.00022000251337885856,0.0,7,0,0,3,0,0,0,0
15,7,10,0.1,44,0.0004129117354750633,0.1,7,0,0,2,0,1,0,0
15,7,10,0.1,46,0.0001485859975218773,0.0,7,2,0,1,0,0,0,0
15,7,10,0.1,48,0.0006694559007883072,0.0,7,0,0,3,0,0,0,0
