J,K,N,p,seed,sim,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,0.1,0,0,0.00039055291563272476,0.0,0.0,0.0,0.0,0.0,8,0.00046690809540450573,0,-1,basis_J_less_than_K,0,0,1,1,0,1,0,1,192,0.00039055291563272476,0.00254920800216496
25,10,10,0.1,0,1,0.0017098530661314726,0.00010353396646678448,0.00022687111049890518,0.0,0.0,0.0,13,0.002125923987478018,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,564,0.0020402581430971622,0.003192319069057703
25,10,10,0.1,0,2,0.000440011965110898,4.888582043349743e-05,0.0,0.0,0.0,0.0,10,0.000560523010790348,0,0,all_zero_column,0,0,1,1,0,1,0,1,134,0.0004888977855443954,0.0025323249865323305
25,10,10,0.1,0,3,0.0006662788800895214,0.0,0.0,0.0,0.0,0.0,9,0.0007442550268024206,0,-1,basis_J_less_than_K,0,0,1,1,0,1,0,1,512,0.0006662788800895214,0.0027952808886766434
25,10,10,0.1,0,4,0.0010359690058976412,0.00010042684152722359,4.533817991614342e-05,0.0,0.0,0.0,12,0.0012580929324030876,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,352,0.0011817340273410082,0.002768991980701685
25,10,10,0.1,0,5,0.000866409856826067,9.783008135855198e-05,4.4803135097026825e-05,0.0,0.0,0.0,13,0.0010844608768820763,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,488,0.0010090430732816458,0.0030894658993929625
25,10,10,0.1,0,6,0.0007264642044901848,3.120396286249161e-05,0.0,0.0,0.0,0.0,10,0.0008411500602960587,0,0,all_zero_column,0,0,1,1,0,1,0,1,312,0.0007576681673526764,0.0025718179531395435
25,10,10,0.1,0,7,0.0013051689602434635,9.826011955738068e-05,0.0002927009481936693,0.0,0.0,0.0,11,0.001776921795681119,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,576,0.0016961300279945135,0.0030679460614919662
25,10,10,0.1,0,8,0.0012706778943538666,9.773299098014832e-05,0.00063115986995399,0.0010594241321086884,6.414810195565224e-05,0.09511690097860992,11,0.09824497299268842,1,6,SAT_unsat_identifiable,1,1,0,1,0,0,0,0,672,0.0031231429893523455,0.003877268871292472
25,10,10,0.1,0,9,0.0009613388683646917,9.906408376991749e-05,0.00010484014637768269,0.0,0.0,0.0,10,0.001244005048647523,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,576,0.001165243098512292,0.0027228151448071003
25,10,10,0.1,1,0,0.0007741160225123167,0.0001001809723675251,0.0,0.0,0.0,0.0,11,0.00097748008556664,0,0,all_zero_column,0,0,1,1,0,1,0,1,194,0.0008742969948798418,0.003358404850587249
25,10,10,0.1,1,1,0.0016061188653111458,0.00011479482054710388,0.000529807060956955,0.0,0.0,0.0,13,0.002339581958949566,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,412,0.0022507207468152046,0.004121121019124985
25,10,10,0.1,1,2,0.002098585944622755,0.00012343283742666245,0.0006595258601009846,0.0013300490099936724,0.00012405496090650558,0.24371521407738328,11,0.24806041596457362,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,768,0.00433564861305058,0.004691312089562416
25,10,10,0.1,1,3,0.0006803390569984913,0.00011047208681702614,9.511085227131844e-05,0.0,0.0,0.0,10,0.0009547430090606213,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,240,0.0008859219960868359,0.003049093997105956
25,10,10,0.1,1,4,0.0008317260071635246,4.654400981962681e-05,0.0,0.0,0.0,0.0,10,0.0009485601913183928,0,0,all_zero_column,0,0,1,1,0,1,0,1,336,0.0008782700169831514,0.002913929056376219
25,10,10,0.1,1,5,0.0014384661335498095,0.00010596099309623241,0.0006263521499931812,0.0,0.0,0.0,14,0.002255402971059084,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,351,0.002170779276639223,0.004360980121418834
25,10,10,0.1,1,6,0.002385813044384122,0.00012424378655850887,0.0007841000333428383,0.0013459539040923119,0.00011681206524372101,0.12895536702126265,14,0.13372076186351478,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,702,0.004756922833621502,0.0048666829243302345
25,10,10,0.1,1,7,0.0031597509514540434,0.00011789100244641304,0.0006815800443291664,0.001330226892605424,0.00013300706632435322,0.16177240200340748,13,0.167203868040815,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,720,0.0054224559571594,0.004530585138127208
25,10,10,0.1,1,8,0.0002989950589835644,0.0,0.0,0.0,0.0,0.0,7,0.0004006118979305029,0,-1,basis_J_less_than_K,0,1,0,1,0,1,0,1,96,0.0002989950589835644,0.0024745960254222155
25,10,10,0.1,1,9,0.0011765430681407452,0.00010810978710651398,0.00026572588831186295,0.0,0.0,0.0,11,0.0016161510720849037,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,396,0.001550378743559122,0.0033403239212930202
25,10,10,0.1,2,0,0.00029859994538128376,0.0,0.0,0.0,0.0,0.0,7,0.0003845328465104103,0,-1,basis_J_less_than_K,0,0,1,1,0,1,0,1,128,0.00029859994538128376,0.0030777810607105494
25,10,10,0.1,2,1,0.0009773301426321268,0.00012163398787379265,8.867890574038029e-05,0.0,0.0,0.0,13,0.001273473957553506,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,264,0.0011876430362462997,0.003383972914889455
25,10,10,0.1,2,2,0.0006629941053688526,0.00012520304881036282,0.00016970396973192692,0.0,0.0,0.0,11,0.0010350372176617384,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,207,0.0009579011239111423,0.003286485094577074
25,10,10,0.1,2,3,0.0005392599850893021,8.605979382991791e-05,0.0,0.0,0.0,0.0,11,0.0007087660487741232,0,0,all_zero_column,0,0,1,1,0,1,0,1,120,0.00062531977891922,0.0031646969728171825
25,10,10,0.1,2,4,0.0026204229798167944,0.00012513808906078339,0.0008627299685031176,0.0012726369313895702,0.0002053370699286461,0.23389064893126488,15,0.2389876248780638,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,610,0.005086265038698912,0.004980035126209259
25,10,10,0.1,2,5,0.0005655840504914522,3.700517117977142e-05,0.0,0.0,0.0,0.0,10,0.0006806058809161186,0,0,all_zero_column,0,0,1,1,0,1,0,1,240,0.0006025892216712236,0.0027965439949184656
25,10,10,0.1,2,6,0.0002713471185415983,0.0,0.0,0.0,0.0,0.0,8,0.00035364110954105854,0,-1,basis_J_less_than_K,0,1,0,1,0,1,0,1,108,0.0002713471185415983,0.002591259079053998
25,10,10,0.1,2,7,0.0005198919679969549,0.0,0.0,0.0,0.0,0.0,9,0.0006000450812280178,0,-1,basis_J_less_than_K,0,0,1,1,0,1,0,1,256,0.0005198919679969549,0.0029585908632725477
25,10,10,0.1,2,8,0.0019122289959341288,8.71878582984209e-05,0.00029911892488598824,0.0,0.0,0.0,12,0.0023883089888840914,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,576,0.002298535779118538,0.0034889508970081806
25,10,10,0.1,2,9,0.000962608028203249,5.3317053243517876e-05,0.0,0.0,0.0,0.0,12,0.0010825390927493572,0,0,all_zero_column,0,0,1,1,0,1,0,1,220,0.0010159250814467669,0.002972489921376109
25,10,10,0.1,3,0,0.0005388900171965361,0.0,0.0,0.0,0.0,0.0,9,0.0006036090198904276,0,-1,basis_J_less_than_K,0,1,0,1,0,1,0,1,192,0.0005388900171965361,0.0027664601802825928
25,10,10,0.1,3,1,0.00025558494962751865,0.0,0.0,0.0,0.0,0.0,8,0.0003288250882178545,0,-1,basis_J_less_than_K,0,0,1,1,0,1,0,1,128,0.00025558494962751865,0.0023327970411628485
25,10,10,0.1,3,2,0.0003834508825093508,2.665002830326557e-05,0.0,0.0,0.0,0.0,10,0.00046343798749148846,0,0,all_zero_column,0,0,1,1,0,1,0,1,155,0.00041010091081261635,0.002644648076966405
25,10,10,0.1,3,3,0.0011305168736726046,8.271797560155392e-05,0.00043279584497213364,0.0,0.0,0.0,14,0.001727044815197587,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,341,0.0016460306942462921,0.00358673301525414
25,10,10,0.1,3,4,0.0009260429069399834,3.856210969388485e-05,0.0,0.0,0.0,0.0,14,0.0010256581008434296,0,0,all_zero_column,0,0,1,1,0,1,0,1,283,0.0009646050166338682,0.003039601957425475
25,10,10,0.1,3,5,0.0005607139319181442,1.5437835827469826e-05,0.0,0.0,0.0,0.0,12,0.0006449669599533081,0,0,all_zero_column,0,0,1,1,0,1,0,1,296,0.000576151767745614,0.0029247391503304243
25,10,10,0.1,3,6,0.0003448349889367819,0.0,0.0,0.0,0.0,0.0,9,0.0004107779823243618,0,-1,basis_J_less_than_K,0,0,1,1,0,1,0,1,224,0.0003448349889367819,0.002505818847566843
25,10,10,0.1,3,7,0.0008587401825934649,8.010701276361942e-05,0.0005502610001713037,0.0,0.0,0.0,11,0.0015461319126188755,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,512,0.001489108195528388,0.0035389179829508066
25,10,10,0.1,3,8,0.0006414172239601612,0.0,0.0,0.0,0.0,0.0,9,0.0007023559883236885,0,-1,basis_J_less_than_K,0,0,1,1,0,1,0,1,384,0.0006414172239601612,0.002359079197049141
25,10,10,0.1,3,9,0.0006000648718327284,3.700307570397854e-05,0.0,0.0,0.0,0.0,11,0.0006999471224844456,0,0,all_zero_column,0,0,1,1,0,1,0,1,202,0.0006370679475367069,0.0026136948727071285
25,10,10,0.1,4,0,0.000891813775524497,0.00013225292786955833,0.0005053780041635036,0.0,0.0,0.0,12,0.0016123710665851831,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,416,0.001529444707557559,0.004481784068048
25,10,10,0.1,4,1,0.0004916491452604532,0.0001040678471326828,0.0002138279378414154,0.0,0.0,0.0,10,0.0008734359871596098,0,2,two_column_check_failed,0,1,0,1,0,1,0,1,260,0.0008095449302345514,0.0032713660039007664
25,10,10,0.1,4,2,0.0009721231181174517,9.529013186693192e-05,0.0003487970679998398,0.0,0.0,0.0,12,0.0014855798799544573,0,2,two_column_check_failed,0,1,0,1,0,1,0,1,402,0.0014162103179842234,0.0036180741153657436
