J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
12,7,10,0.3,0,0.00034008091315627096,0.0,0,2,0,8,0,0,0,0
12,7,10,0.3,8,7.429253323655575,0.2,1,0,0,7,0,0,0,2
12,7,10,0.3,23,0.0004669983871281147,0.0,0,1,0,9,0,0,0,0
12,7,10,0.3,32,0.00040706517174839976,0.0,0,0,0,10,0,0,0,0
12,7,10,0.3,36,0.0004363825544714928,0.0,0,1,0,9,0,0,0,0
12,7,10,0.3,39,0.00036771567538380624,0.0,0,0,0,10,0,0,0,0
12,7,10,0.3,40,0.0012623167596757412,0.0,1,0,0,9,0,0,0,0
12,7,10,0.3,44,0.0003620103001594543,0.0,0,0,0,10,0,0,0,0
12,7,10,0.3,46,0.024200932774692773,0.1,0,3,0,6,0,0,0,1
12,7,10,0.3,43,4.68326647086069,0.1,0,1,0,8,0,0,0,1
12,7,10,0.3,53,0.0004106508567929268,0.0,0,1,0,9,0,0,0,0
12,7,10,0.3,54,0.00039646802470088004,0.0,0,1,0,9,0,0,0,0
12,7,10,0.3,64,0.0004098149947822094,0.0,1,0,0,9,0,0,0,0
12,7,10,0.3,71,0.00036932704970240595,0.0,1,1,0,8,0,0,0,0
12,7,10,0.3,67,0.00037816641852259634,0.0,0,0,0,10,0,0,0,0
12,7,10,0.3,76,0.00036625773645937443,0.0,0,0,0,10,0,0,0,0
12,7,10,0.3,81,0.0003343132324516773,0.0,0,1,0,9,0,0,0,0
12,7,10,0.3,91,0.0004541901871562004,0.0,0,0,0,10,0,0,0,0
12,7,10,0.3,89,0.27104523917660117,0.1,1,2,0,6,0,0,0,1
12,7,10,0.3,61,21.796147339139132,0.1,0,0,0,9,0,0,0,1
12,7,10,0.3,85,7.8444544044323266,0.2,0,1,0,7,0,0,0,2
12,7,10,0.3,95,5.852366369310767,0.1,1,2,0,6,0,0,0,1
12,7,10,0.3,66,58.41403937153518,0.4,0,0,0,6,0,0,0,4
12,7,10,0.3,26,87.27058830950409,0.1,1,0,0,8,0,0,0,1
12,7,10,0.3,51,211.02212214926257,0.2,0,2,0,6,0,0,0,2
12,7,10,0.3,74,715.4948467902839,0.1,0,1,0,8,0,0,0,1
