J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
12,7,10,0.1,7,0.00010605612769722938,0.0,9,0,0,1,0,0,0,0
12,7,10,0.1,5,8.910205215215684e-05,0.0,10,0,0,0,0,0,0,0
12,7,10,0.1,0,0.00010075848549604416,0.0,10,0,0,0,0,0,0,0
12,7,10,0.1,18,0.0001254044473171234,0.0,9,0,0,1,0,0,0,0
12,7,10,0.1,17,0.00010210191830992699,0.0,10,0,0,0,0,0,0,0
2,7,10,0.1,14,0.00021068770438432695,0.1,9,0,0,0,0,1,0,0
12,7,10,0.1,19,8.535787928849458e-05,0.0,10,0,0,0,0,0,0,0
12,7,10,0.1,15,0.00010730167850852013,0.0,9,1,0,0,0,0,0,0
12,7,10,0.1,8,9.090094827115535e-05,0.0,10,0,0,0,0,0,0,0
12,7,10,0.1,3,8.572572842240334e-05,0.0,10,0,0,0,0,0,0,0
12,7,10,0.1,29,7.888861000537872e-05,0.0,10,0,0,0,0,0,0,0
12,7,10,0.1,21,0.00013321470469236375,0.0,9,0,0,1,0,0,0,0
12,7,10,0.1,23,8.691074326634407e-05,0.0,10,0,0,0,0,0,0,0
12,7,10,0.1,26,0.00012953057885169982,0.0,8,2,0,0,0,0,0,0
12,7,10,0.1,39,0.00013666078448295593,0.0,9,0,0,1,0,0,0,0
12,7,10,0.1,33,0.00013270890340209008,0.0,8,1,0,1,0,0,0,0
12,7,10,0.1,22,0.0002454767469316721,0.1,9,0,0,0,0,1,0,0

12,7,10,0.1,30,0.0001368153840303421,0.0,9,1,0,0,0,0,0,0
12,7,10,0.1,31,0.00010372763499617576,0.0,10,0,0,0,0,0,0,0
12,7,10,0.1,24,0.01139690363779664,0.1,9,0,0,0,0,0,0,1
12,7,10,0.1,32,0.00012208828702569007,0.0,9,0,0,1,0,0,0,0
12,7,10,0.1,20,0.00012750038877129555,0.0,9,0,0,1,0,0,0,0
12,7,10,0.1,34,0.00015792250633239746,0.0,8,1,0,1,0,0,0,0
12,7,10,0.1,35,0.00016798144206404687,0.0,9,0,0,1,0,0,0,0
12,7,10,0.1,27,9.403666481375695e-05,0.0,10,0,0,0,0,0,0,0
12,7,10,0.1,36,0.000127286184579134,0.0,10,0,0,0,0,0,0,0
12,7,10,0.1,37,0.029473091661930084,0.2,8,0,0,0,0,0,0,2
