J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
50,10,1,0.1,5,0.0055080195888876915,1.0,0,0,0,0,0,1,0,0
50,10,1,0.1,3,0.00170943234115839,0.0,1,0,0,0,0,0,0,0
50,10,1,0.1,4,0.0026439428329467773,0.0,0,0,0,1,0,0,0,0
50,10,1,0.1,2,0.005425445036962628,1.0,0,0,0,0,0,1,0,0
50,10,1,0.1,7,0.0019109146669507027,0.0,1,0,0,0,0,0,0,0
50,10,1,0.1,8,0.0030667129904031754,0.0,0,0,0,1,0,0,0,0
50,10,1,0.1,6,0.0034205978736281395,0.0,0,0,0,1,0,0,0,0
50,10,1,0.1,0,15.312389353988692,0.0,0,0,0,0,0,0,1,0
50,10,1,0.1,9,23.838879310525954,0.0,0,0,0,0,0,0,1,0
50,10,1,0.1,1,51.221601641969755,0.0,0,0,0,0,0,0,1,0
