J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
50,10,1,0.2,0,1.342974222265184,1.0,0,0,0,0,0,0,0,1
50,10,1,0.2,3,1.785423943772912,1.0,0,0,0,0,0,0,0,1
50,10,1,0.2,1,1.8660273607820272,1.0,0,0,0,0,0,0,0,1
50,10,1,0.2,4,1.8241721307858825,1.0,0,0,0,0,0,0,0,1
50,10,1,0.2,8,1.783329801633954,1.0,0,0,0,0,0,0,0,1
50,10,1,0.2,2,2.0853889361023903,1.0,0,0,0,0,0,0,0,1
50,10,1,0.2,6,2.0206549018621445,1.0,0,0,0,0,0,0,0,1
50,10,1,0.2,7,2.169208292849362,1.0,0,0,0,0,0,0,0,1
50,10,1,0.2,5,2.1930355625227094,1.0,0,0,0,0,0,0,0,1
50,10,1,0.2,9,2.636152407154441,1.0,0,0,0,0,0,0,0,1
