J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
50,10,1,0.1,2,0.004569333977997303,1.0,0,0,0,0,0,1,0,0
50,10,1,0.1,8,0.002794366329908371,0.0,0,0,0,1,0,0,0,0
50,10,1,0.1,7,0.002059456892311573,0.0,1,0,0,0,0,0,0,0
50,10,1,0.1,6,0.0038848454132676125,0.0,0,0,0,1,0,0,0,0
50,10,1,0.1,4,0.003181123174726963,0.0,0,0,0,1,0,0,0,0
50,10,1,0.1,5,0.00576887559145689,1.0,0,0,0,0,0,1,0,0
50,10,1,0.1,3,0.0019073979929089546,0.0,1,0,0,0,0,0,0,0
50,10,1,0.1,9,1.4064587876200676,1.0,0,0,0,0,0,0,0,1
50,10,1,0.1,1,1.6014301229733974,1.0,0,0,0,0,0,0,0,1
50,10,1,0.1,0,1.6648572478443384,1.0,0,0,0,0,0,0,0,1
