J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
50,10,1,0.1,3,0.0017048879526555538,0.0,1,0,0,0,0,0,0,0
50,10,1,0.1,2,0.004975195042788982,1.0,0,0,0,0,0,1,0,0
50,10,1,0.1,7,0.0018763239495456219,0.0,1,0,0,0,0,0,0,0
50,10,1,0.1,6,0.0034262752160429955,0.0,0,0,0,1,0,0,0,0
50,10,1,0.1,8,0.003006933256983757,0.0,0,0,0,1,0,0,0,0
50,10,1,0.1,4,0.0033994168043136597,0.0,0,0,0,1,0,0,0,0
50,10,1,0.1,5,0.006072920747101307,1.0,0,0,0,0,0,1,0,0
50,10,1,0.1,0,6.871794656151906,0.0,0,0,0,0,0,0,1,0
50,10,1,0.1,9,44.71005361387506,0.0,0,0,0,0,0,0,1,0
50,10,1,0.1,1,49.208950008265674,0.0,0,0,0,0,0,0,1,0
