J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
50,15,10,0.2,13,70.747460342478,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,28,69.21049813646823,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,80,61.490480159781875,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,37,71.0817088689655,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,75,66.66413508066907,0.8,0,0,0,2,0,0,0,8
50,15,10,0.2,49,70.40498527418822,0.8,0,0,0,2,0,0,0,8
50,15,10,0.2,54,70.61694221473299,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,6,78.09225751329214,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,0,80.06424897843972,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,29,77.07224204344675,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,11,81.73663470940664,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,46,75.95392188271508,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,5,82.00286212540232,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,15,82.30089857764543,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,10,82.34996755942703,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,32,79.75307065034285,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,22,79.88435493959113,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,34,79.90873408648186,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,12,83.33703252542765,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,7,83.74836081960238,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,21,81.95186350988224,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,3,85.06189498808234,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,78,75.99442259091884,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,1,86.45305536268279,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,97,74.72622838672251,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,30,83.9909108672291,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,20,85.04594281706959,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,65,79.57897973849904,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,53,82.81803513094783,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,16,89.3324438652955,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,41,83.43265889212489,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,9,89.56702060573734,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,14,89.94346390245482,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,31,87.034246556554,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,40,84.0395898831077,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,27,87.53177772751079,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,43,85.00235022939742,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,42,85.02467137321364,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,36,88.2641384571325,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,76,82.6255184075795,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,52,85.99647716348991,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,2,92.288650230458,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,61,83.47137720445171,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,77,83.50157653167844,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,19,92.8637784161605,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,74,83.78988236589358,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,18,92.95154208298773,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,93,80.92142617274075,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,4,93.32049079895951,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,50,87.7747365261428,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,66,84.92052979888395,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,17,94.43441871693358,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,88,82.44262268152087,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,96,82.644213933032,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,63,85.84138143089368,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,83,83.16366308368742,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,33,92.8530406080652,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,79,86.78285119887441,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,67,86.89104131096974,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,39,93.11926191439852,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,99,84.39997316570953,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,57,90.5074465194717,0.9,0,0,0,1,0,0,0,9
50,15,10,0.2,89,84.58406634433194,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,23,94.022447052598,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,62,88.50307851238176,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,94,85.59116906207055,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,69,88.62031820258126,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,45,91.7697386016138,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,8,97.92035983698443,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,60,89.00871585169807,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,56,92.4161148169078,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,92,86.385948627349,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,72,89.49053554823622,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,84,86.91641868678853,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,26,96.30580576183274,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,87,87.29544001477771,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,35,96.8986741380766,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,44,93.9141684172675,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,95,87.91496061813086,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,48,94.64988194806502,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,81,88.64622104652226,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,70,92.29170195218175,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,58,95.69516342496499,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,98,89.6983330023475,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,59,95.84825647547841,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,91,89.80450821015984,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,51,96.07741817422212,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,90,90.09481365429238,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,68,94.1167918887455,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,73,94.15442688511685,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,71,94.45385972009971,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,82,91.62065196214243,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,64,95.58900829368504,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,85,92.71346497908235,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,24,102.82185098044575,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,86,97.47597011728212,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,55,103.89793975921347,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,25,108.71869160626083,1.0,0,0,0,0,0,0,0,10
50,15,10,0.2,47,106.93720536548645,1.0,0,0,0,0,0,0,0,10
