J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
20,6,10,0.3,13,21.490146424993874,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,36,0.5149135706946254,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,48,0.09982388624921441,0.8,0,0,0,2,0,4,0,4
20,6,10,0.3,54,0.983647038397612,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,44,8.671260097716004,0.7,0,0,0,3,0,0,0,7
20,6,10,0.3,55,1.6538472041487693,0.8,0,0,0,2,0,0,0,8
20,6,10,0.3,34,21.381579887121916,0.8,0,1,0,1,0,1,0,7
20,6,10,0.3,60,0.11245097974315285,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,65,0.0288397187134251,0.6,0,0,0,4,0,0,0,6
20,6,10,0.3,42,20.586682905163617,0.7,0,0,0,3,0,0,0,7
20,6,10,0.3,67,0.7539461621083319,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,81,0.18422246193513275,0.6,0,0,0,4,0,1,0,5
20,6,10,0.3,64,13.853142938716337,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,31,47.02460551550612,0.7,0,0,0,3,0,0,0,7
20,6,10,0.3,73,13.918926391750574,0.8,0,0,0,2,0,0,0,8
20,6,10,0.3,80,9.335652801766992,1.0,0,0,0,0,0,1,0,9
20,6,10,0.3,95,0.05820141294971108,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,90,6.738249767851085,0.6,0,0,0,4,0,0,0,6
20,6,10,0.3,35,53.418010633438826,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,51,46.8995858698152,0.9,0,0,0,1,0,1,0,8
20,6,10,0.3,62,61.14643449450377,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,3,122.32591221090406,0.7,0,0,0,3,0,0,0,7
20,6,10,0.3,1,142.81889382349328,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,28,122.11474359557033,0.8,0,0,0,2,0,0,0,8
20,6,10,0.3,13,21.55087130474858,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,3,159.55838478524237,0.7,0,0,0,3,0,0,0,7
20,6,10,0.3,1,177.05455415784382,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,36,0.5094610627740621,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,34,22.044115444086493,0.8,0,1,0,1,0,1,0,7
20,6,10,0.3,31,46.469091282610314,0.7,0,0,0,3,0,0,0,7
20,6,10,0.3,48,0.09200364872813224,0.8,0,0,0,2,0,4,0,4
20,6,10,0.3,44,7.798353826906532,0.7,0,0,0,3,0,0,0,7
20,6,10,0.3,42,21.71917367428541,0.7,0,0,0,3,0,0,0,7
20,6,10,0.3,54,0.8450208728201687,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,55,2.050640589627437,0.8,0,0,0,2,0,0,0,8
20,6,10,0.3,60,0.10916840843856335,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,51,43.068378682993355,0.9,0,0,0,1,0,1,0,8
20,6,10,0.3,35,90.15618711253629,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,65,0.03797514960169792,0.6,0,0,0,4,0,0,0,6
20,6,10,0.3,28,141.5177721161861,0.8,0,0,0,2,0,0,0,8
20,6,10,0.3,67,0.6584179067052901,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,64,14.028302188916133,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,62,62.37126811696216,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,73,12.539948911219835,0.8,0,0,0,2,0,0,0,8
20,6,10,0.3,81,0.19800674663856627,0.6,0,0,0,4,0,1,0,5
20,6,10,0.3,80,13.949543454498052,1.0,0,0,0,0,0,1,0,9
20,6,10,0.3,90,6.871543868817389,0.6,0,0,0,4,0,0,0,6
20,6,10,0.3,95,0.07892811335623265,0.7,0,0,0,3,0,1,0,6
20,6,10,0.3,8,527.8160681738518,0.9,0,0,0,1,0,2,0,7
20,6,10,0.3,46,253.67527442765422,0.9,0,0,0,1,0,1,0,8
20,6,10,0.3,68,284.99040577914565,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,86,306.4258302586153,0.8,0,0,0,2,0,0,0,8
20,6,10,0.3,47,587.0710061678662,1.0,0,0,0,0,0,0,0,10
20,6,10,0.3,70,585.8568746975623,0.9,0,0,0,1,0,1,0,8
20,6,10,0.3,45,760.9500406552106,0.9,0,0,0,1,0,0,0,9
20,6,10,0.3,96,683.9621261882596,1.0,0,0,0,0,0,0,0,10
