J,K,N,p,seed,avg_runtime,prop_identifiable,branch_-1,branch_0,branch_1,branch_2,branch_3,branch_4,branch_5,branch_6
50,15,1,0.1,3,0.054734851932153106,0.0,0,0,0,1,0,0,0,0
50,15,1,0.1,4,0.07091906294226646,0.0,0,0,0,1,0,0,0,0
50,15,1,0.1,8,0.035620883107185364,0.0,0,0,0,1,0,0,0,0
50,15,1,0.1,9,94.85726541094482,1.0,0,0,0,0,0,0,0,1
50,15,1,0.1,1,108.25109471194446,1.0,0,0,0,0,0,0,0,1
50,15,1,0.1,6,135.45907583180815,1.0,0,0,0,0,0,0,0,1
50,15,1,0.1,0,156.57456826930866,1.0,0,0,0,0,0,0,0,1
50,15,1,0.1,7,171.1048836093396,1.0,0,0,0,0,0,0,0,1
50,15,1,0.1,2,184.56009762734175,1.0,0,0,0,0,0,0,0,1
50,15,1,0.1,5,369.2889728322625,1.0,0,0,0,0,0,0,0,1
