schema_version,J,K,N,seed,sim,operator,solver_name,rng_engine,generation_time,q_bitstring,q_sha256,design,design_id,p,m_requested,m_effective,min_row_size_requested,row_size_distribution,row_size_support,row_size_probs,basis_time,identity_check_time,two_col_check_time,three_col_check_time,sat_time,algorithm_time,preprocess_time,J_basis,M_basis,identifiable,branch,branch_label,sat_called,sat_formulation,sat_cardinality_encoding,cardinality_encoding_requested,maximal_candidate_requested,sat_variables,sat_clauses,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,has_zero_row_original,two_col_violation_original,three_col_violation_original,two_column_pass_original,both_necessary_checks_pass_original,I_3c,identity_basis,two_col_violation_basis,diagnostics_time
4,100,10,100,1459145608,0,conj,glucose42,MT19937-RandomState,0.0011831484735012054,0110100100001010001000001100000001110010100110000100011101001000100000010110001000001100000000100000001001000100110010000100011100000000100010001000101000110000000001001000100000000100101010010100001110000000010000001000010000000000000011010000000100000100000001000000000100000010111001000010000101100000000001110000100000101011000100001010000010100000010101000000000001000000010100100001001000010011100010000001000100110001110010000010001000001000011000001001000000001010010100010001001011000000100001010100101000000010101010000010000000000000001101100001000010000010000000110000010010001110000100010000001001000010000000001000000001011010100110000000001100000001101001000001010101000000000001000000100000110000001101000000011100011000010000000100000000011000001000100010000000001000001000000000100010000000110000110110011000011000000100111001000110001000000100100000001000000000100010100000101101000010001010000100011010001100000000100000010100110001010010000000001000000010000100100100000100100011,b29ae0b9d7171f3491a4a5b654326d50aab1fe7f2f251cd5717650ee1b49516b,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0012793820351362228,7.877033203840256e-05,0.0,0.0,0.0,0.0013640830293297768,0.0013581523671746254,10,1024,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.007796077057719231
4,100,10,100,1459145608,1,conj,glucose42,MT19937-RandomState,0.001082615926861763,0100001000001001110000100001100000001111000111001010000010000000000001100000000000000000011000100000000000001100010000000000100100001011010000001010100010000100110011000000000001001000110000001010010010000010010000001001001000000000000010101100010100111010000000000101000000000001010101100000011001000000100000001110000100000000010100000000000001001100011000000001011100010000100100010011100100000010100110100000100001100000001010010001110000000101110110101000000001010101100001100100000010100000010101000100000010010001110100000010000110000010010000100001011001000011001000000010010010010000100011000001000001100000000000100000000001000010100001101000100001000010000000010100000001000110010110001100000101010100000000110100001011010110001001000001000110000100001000001100110110001110000100100000100100000010000001111000000001000001011010000101000000000000100000000100000000000010000011001000001000000100010100000010000010000010100010010000000000110001010010000001010000000000000100100000000100001000,b5b0ce99a54a80680d7c963776c5edfa0300b1260d5f01f22552396d72f83013,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0011206762865185738,6.274785846471786e-05,0.0,0.0,0.0,0.0011879708617925644,0.0011834241449832916,10,1024,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.00786939263343811
4,100,10,100,1459145608,2,conj,glucose42,MT19937-RandomState,0.001097237691283226,1100000110100000000001000000100010001000010011001010000000000000001000000101011000001010100000100000000101100010111000001010000010000000011110010000110000001000001100101000100100000000001000001100001100101010000010000011100011000001000001000100000010110001001001000100010000111000000010100010001011000000100100000001000001010110000010000000001010000001010000000000101010100001000000000010110001101010001110000101100011000000000001011011000000001110100010000010011000101000101100100001001000001101001011001100000101010001001010010101100100000000110011000010001000110010101001010000000010000011000100010000000001010100000000000100000001001011010000001000000001101001100001110000000000000100010010000000110000001010100000010000010000000110110000000000100100100000000100100100101101000001010011000010000000000010000000000100000100100000101010010010000000010001000000000001001000000000001000101100000010001000000000000001100011001000010000001010100110000100100000001100000000010001100100000000100000001000,5bab30b65d663a2134cf42096e3450e7b7c429906ea07dc8d539553d9c7d2c28,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0013319049030542374,8.31475481390953e-05,0.0011158408597111702,0.0010041231289505959,0.01657757256180048,0.02012021653354168,0.0035350164398550987,24,958,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,1126,4322,0,1,1,0,0,0,0,1,1,1,0,0,0.009793472476303577
4,100,10,100,1459145608,3,conj,glucose42,MT19937-RandomState,0.0010868953540921211,1010100000000001111000000010000100110100110010000000011000000001000000000000010000011010010111000100111000100010000000000001001011000000011000001000101001000001000100000000001011001001000110000000001000000100000000011000000101010010000100000100100000011000000100000001000100000000100000100001000010000000100000000000000101000001001000100110001010010100000110010000001010000010000010100101000000001010000001000011010000000110010100000100001000000100000111000000000000100000000100000010010001010000010100100010110000001000000110100001100000100001000000000000100000000000110000000001110000000100000000010000100010001000001000000011000000000100001000010100000010100000100001010000000010000001011000010001001010000001000110000000101011001000010001011000001000001010010010100001000000000000100100000000001000100000000100000000110001100000001000110000010000000000101100000000010001000110000001100001100000001011001000100010001000100000100011000010001000000101000001001000000000000010000000000010000100110000,3fe277ab19c33447d9b2ab65d95e52825c50a38d2d4d614ad779a0d51c22b552,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0010334253311157227,5.468260496854782e-05,0.0,0.0,0.0,0.0010930197313427925,0.0010881079360842705,10,1024,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.007774412631988525
4,100,10,100,1459145608,4,conj,glucose42,MT19937-RandomState,0.0010755602270364761,0001101000010010010000010001001000001100000100000010000101100001000000100001000000000000100000000100000100010000110001101000001100000100110000110000000010000010000010011101000000001001100100001000001000000100001110000000010000000010001100100001000000011100001000000011000010100000110100000010110000000000001101000111010000011010101000001001110100100000000000010101000100000010001001000000100001000000100000011000000000100010100001010000000000100010100000000010011000010100101000111000000010000001100100100000000000010010000010000010000000100010000000001000001100001100001000001000011000001101010100010000100100000000000100010000111001001001100000010000001000000101000101000010000010000000000010000100000000110010000100000000100000101000001100100001010000111001001010000100001010001000100100001000000010001000000001000100100000000101000001000010010011011000001010000101001000010010000010000000101000000010000100001100000000100000000000100000001000101010010001000000100000100001000000000000010010000010,ff95bcbe687b19f4dae9325acecf914285b0b2ed17bdcb8628c0a2e2a3ad58f4,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0011368738487362862,6.781704723834991e-05,0.0007098987698554993,0.0009905965998768806,0.00383827555924654,0.006749456748366356,0.002905186265707016,14,988,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,576,2376,0,1,1,0,0,0,0,1,1,1,0,0,0.00830040406435728
4,100,10,100,1459145608,5,conj,glucose42,MT19937-RandomState,0.001087954267859459,0101001010000100001010000010000001010001000001101010000000001001010100100000010010000110000000000001001000100001001000100101100010000000010101100000101000100000000001000110010000110010000000001000000110100000101001000011000000010000000000010100111000100110100010011010001110001000100000000011000010101100000100100000000110000100001100010100010110000010010010011000000111101001010000001000010101110000000000001010100000000001000000100001010000000110100010000111011101000010100000010011000010000010101100001011000000011000001000110000011010001000000000001000000011000100001000000000000100100000110110001000000111000110110010101000010001000000100000100000010100101101001000001100000010000000001100000010000100101100110011001000001000010000100000111100000000010010000001000100011000010100001100000110000000100100000100101100010101001000010101100100001001100000000000000100000100010000100011000010000100010000010010001010000001000000000011000000100001010110010011000100000111000001101100001001100000100000,25e53cf20270a4028ede016ba6a64bd5f5e79de07cb723f14bb268bc26d5c3e3,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.001450597308576107,6.396602839231491e-05,0.0008078636601567268,0.0009953603148460388,0.004306090995669365,0.007629205472767353,0.0033177873119711876,16,1013,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,664,2741,0,1,1,0,0,0,0,1,1,1,0,0,0.00865914300084114
4,100,10,100,1459145608,6,conj,glucose42,MT19937-RandomState,0.001096906140446663,0001000000000001000001000100010110000000000000100000000101010100000110011110000001000000000001101000000010000000000111010011010001000000010001010001000100101000100100000100100000000000110011001000101000010110100000101101001000011100000011001000001010100010000000000110000000000001100001000100100000010010011010111000100010011000101100101000011110000001011001000110001100001100010001100100100000010010010010001110001000000100000000010001000110010001000000001011000000010000001101000000011110000101000000101011001100001000000000011001010010000000010000001001011011000010001010001010000001000100010001101000000101001010000100101010100110000000000000010011000100100001000100011010000000110100011000010100100000000000010100000001101010100011000010000100000000100100000100110101000100011010110000000000000100111010000100100101010010101001100010000000000001010101000000000010000100000010010100001000001001100000000100000101000010001010001001001001000011000000000010000000000001011100000101000000110001000000,05eeec48abed843c55c5dadae25b1799de710e9958181791bdc8502f038061c1,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0013991836458444595,7.264316082000732e-05,0.0008512269705533981,0.001004144549369812,0.004899775609374046,0.008232979103922844,0.003327198326587677,17,993,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,743,2962,0,1,1,0,0,0,0,1,1,1,0,0,0.008741261437535286
4,100,10,100,1459145608,7,conj,glucose42,MT19937-RandomState,0.001104450784623623,0100110000000010000000100100000100000000000011011001000101010101101000010000011111000001001001000110010101000111010010000000011011100000000010001100010001001001000001000001000001001000110000000001100000010111001001000110010000100000001000000000101000010001000011100001000000000010010000000001010001001100010010010000000001001000000001000000010000010110001011000100000000100100101001010100101101000100011000000100000100000000100001000010010000111001000000110000000001011000000000010101101000000001000101000111000000011000000110000001100110000000100100100001000000010010000000100011010001000100000000101011000100000000000100010000001001000011101100000010100100000110000000101000100100111000100010101000100001110000100000000010010100001000000001001011000001001100000000010010000010001010000001000000000101100001100100000001000000000100100000110000101000010000100000000000100001000001000000110000000001000011100100000000100101000110001100000010000110001010100010100000100001110000000010010100000000000100,36ec42b38d0e9273214accb1afbbf6212b1c015e2cea49c671dfbf384ca046fc,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0014154231175780296,6.645452231168747e-05,0.0008006645366549492,0.001008148305118084,0.004999822936952114,0.008297603577375412,0.0032906904816627502,16,1020,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,634,2708,0,1,1,0,0,0,0,1,1,1,0,0,0.008559232577681541
4,100,10,100,1459145608,8,conj,glucose42,MT19937-RandomState,0.0010833358392119408,0000010000010001010000100011010110010100000101010101000000001100000000010000000010000000000000001000110000001010110010000010000000010010000000010000000111010000000101011000000010010000000110100100010010000100000000001000110001001001001100001100010100000010000000110000000100101010000000000100000001010000101000001011000000110000100000010100000100000000110100101011000100000001110000000001110000000010000000010000001101010000000010001010001011000000001001100000000010000000000100101011001000010011010000101101000000100001000011101010010010000000000011001001010100100001010010000000000100110100010000000101001100000000000101101000000001000000001000100010000000000000101000001001000000011001010000100100010010001000001001000000001000001001100000010011100100001000100000000000100000000000000111100001001100110010010000001000010000001110010000110000000100000010011010000000100001000011000010000000010000000010110000100000100000100001011010101000100000000010000001000100000001001011000101000100011000101000,3a3c91eabfa00eead20b35fd3668a0383dd826ab838d5e41acc01a047cdfa73e,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0010650521144270897,5.402788519859314e-05,0.0,0.0,0.0,0.001123105175793171,0.0011190799996256828,10,1024,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.0077181002125144005
4,100,10,100,1459145608,9,conj,glucose42,MT19937-RandomState,0.001072840765118599,1100000000000000100000010000000000100001001000001000101001100001000000101001010010000100000000010000100000101101101000001001101000101000001100001000010010000011010010010000010000000100101001001000000010000001001010010000001011001000100000001010101000011100000000010000001101000000110000000100001100000110000001000011010000000001101000000010001110001001100100001000000000101000010010000110010000001000001010000000000001111000001000000011010010000100010000001110001010001011001000100000101000000000011000110000000000001000101100010000010000001010010000011000000000100101000000001001010010000010000100100000000100000000001000100100011100000000101100010000000000100110000000010000100101001110000010000000001001000101000100000110000001110010001000000001010000010000000011101000100000000110100001001111000010001010100100000000000010000001100000000001010011110100000100111000010000001101000001000000010000000000101010000000100010000100110011100100001000000110000110000000010100010100011000000001000001000000,48aa0b7381b4e7a9ea15d551a733ed5395c6bf1948316d1e44319e59734cc751,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0012647965922951698,6.338395178318024e-05,0.00079319067299366,0.001017015427350998,0.004428990185260773,0.00757200550287962,0.003138386644423008,16,1006,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,674,2752,0,1,1,0,0,0,0,1,1,1,0,0,0.008590727113187313
