schema_version,J,K,N,seed,sim,operator,solver_name,rng_engine,generation_time,q_bitstring,q_sha256,design,design_id,p,m_requested,m_effective,min_row_size_requested,row_size_distribution,row_size_support,row_size_probs,basis_time,identity_check_time,two_col_check_time,three_col_check_time,sat_time,algorithm_time,preprocess_time,J_basis,M_basis,identifiable,branch,branch_label,sat_called,sat_formulation,sat_cardinality_encoding,cardinality_encoding_requested,maximal_candidate_requested,sat_variables,sat_clauses,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,has_zero_row_original,two_col_violation_original,three_col_violation_original,two_column_pass_original,both_necessary_checks_pass_original,I_3c,identity_basis,two_col_violation_basis,diagnostics_time
4,100,10,100,880122408,0,conj,glucose42,MT19937-RandomState,0.0012673400342464447,0010110100001001000010000000000110100000000010010000000110100000001001000000010100010000000000010000100000010101011000001000011100101010001000100000010101001000000010110000100100000101010010000000110100000110000010000000100000001001100100000000010000100101000100000000011000000000000000000110110100000100000000000100101010100000000000101000100110100000101001010000110000100010000010000001010100001011100100011000100101100001001001010010010000000100001010100100000000010000000100100101011000010101001000010000001000000111010100000000000000100011001000001000111000100100000010001000001000000010000000000011110000100110100000001000100001001011100110010010000000010000000001000000101000101100100110000010000000100011010000000000100010001111000000000010011000000100100001001001000010100110000001000000100010110000000110000001101011000000000111010000101011110000100000000000100000001010011000000001000010000001001001100101010000101001001000110000000000101000100111001100000000001001000000100001000001111000,ef4e8c5d0e5c1401718772f7adf8ef4ed5e1d4cc0dd7ba85ca2cac87bc8bb6c2,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.00152631476521492,0.00011391099542379379,0.0008707428351044655,0.0011802148073911667,0.018673481419682503,0.022374895401299,0.003691183403134346,16,1014,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,654,2730,0,1,1,0,0,0,0,1,1,1,0,0,0.009093607775866985
4,100,10,100,880122408,1,conj,glucose42,MT19937-RandomState,0.0011890297755599022,1000000000010000011001000000100000000100000001010000000110000000100111000010000010001010100000100000011000110010001000001110000100000101000000100011000000000010000011000100100000111100000001100000000000001100000000100101001001011011000001001100000100100000110111000001000001101100000000100001000001001000001001001010010010010000010100010010010000000000100110101000000010000010001000000001001000000101000000001100000010010001110100000000100011001000001000000000000000000100100000000100001101000100011000001101101000100001100000001001010010100001000000000100010000000000100000101010000001001111010010000100000111101000110010000010000001011000010101000000100100010110010000000100000000100001000000000100100101010010000010000000000100000000100010001110000010000010001100011011000010010000101010101100100010100000010000000001101000011000000001000100001000110000001000000000011010110000001000000001000000010101010010000010000000011000001010000100100000100000100010011001101000100010100100000001001000000001,0cb2b0d518c50f68348138e48bca6c3b7f4b770c5daf862d45838e02eda2c017,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0014333110302686691,7.756613194942474e-05,0.0008811876177787781,0.0010658465325832367,0.00554377306252718,0.009011905640363693,0.0034579113125801086,17,1010,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,713,2929,0,1,1,0,0,0,0,1,1,1,0,0,0.009198465384542942
4,100,10,100,880122408,2,conj,glucose42,MT19937-RandomState,0.0012606456875801086,0011001100010111000010101000010000011010010000000001001001011000000110000011000000000000010010000000011010100000100000000001000001000001110010000000000000100000001100010101000110100010111000001000000000000110111000100011010100110010001000010110000100000011010101100101000011001000100010100100000000100100000000000010100010100100001001000001010000001000001001011000101010001010000000001100110000100000000100011001000000000000010000000110001100001100010100101100001000101100000010000110000000000010000000100000110100101100000100001100010000010000000100000001000000000110000100000100010110001000000100000100000000010000001000100000010000100000000101010000000100000001010101001100000000001010010110001000000101100110000010001000000100101100010010000001010100101000001100010000010110010000000100100100001001000010001010001000010000000001010010100010100000011000100000101001011001100001000100000001000001000000100100010000001100000011001100000110000111001001010001101101000000001100101001100110000011000000,ecd69d86249b545b4e1125390249dff0f54a64b13e5177a880d7214464507151,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0011687260121107101,7.499661296606064e-05,0.0,0.0,0.0,0.0012495648115873337,0.0012437226250767708,10,1024,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.00821593776345253
4,100,10,100,880122408,3,conj,glucose42,MT19937-RandomState,0.0012685609981417656,0000001000000000000101100000010001000001001010000100010100001000101000100100100001000001100010001010001100101000000100001100000000000000010000110100010100000111100010000110010000000000010000000010010000000111000010011100010001100000011001011000100001001000000010000000001000000101000000001000100000000000101001100000001000001010001000000000011001000110000101100000010100001000000001010010100100000100010010000000001110100001011100100000000100000001001000010100000100010100010000000010000110000000100000100000000000001011010011100001011010000010100000010100000001000000010111001000001000000000000100000110001010000111010000100011100000101000010001010000001100011000101000000000100001100100010010101010010000000000001100000001110100000000011001110001000000000010000010100000110000100010011100010100010010110000100000010000100100110000010001001100100001001000000100001000100010000000001100100000110000001000000010000000010011010001000000110000100010101000111000000010000000100000000010100000010000010001,4d079df0a9de738cf9a0fae3620b1f66f293ca674026896c4b2782486c2d50ec,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0013113636523485184,7.940083742141724e-05,0.00084648746997118,0.0010800296440720558,0.004241256974637508,0.0075676329433918,0.0033172816038131714,16,1018,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,644,2719,0,1,1,0,0,0,0,1,1,1,0,0,0.009077794849872589
4,100,10,100,880122408,4,conj,glucose42,MT19937-RandomState,0.001140945591032505,0010110100000000000100001000010110000000000010000001110000101100000000001000000010000011000010010000010000000000010001000001000010100100000000001001000001111000000000111100010000001010000001101001000000000001000010000001000001000000000110110110001010000000101000001000000000100000110000010000111100000100010010000011110001000110001001000010000011000000100000010100000000010000010000000000110010100000001010010000110100100000001110000000010000101010100000100010010001001100000000100000000010000011000011000001100000000010010000000000100010011010000110000010100000110000010100000001010000000000000100000000000010001000100000100101000000000100010010000100100000010000000011100010001000000100100101100001100000001010001001100010000110001001100111101000001010010010001000011001000010110010000001010100001001001100010011001010100000000000000001000000100000011001010010000011001010100010110000000001000001010000001000110110000000010000000010110001000100100000110000001000100110000101000000000100000010110001,175b65ee827ada2022b953be4ebcec6c153a0b48ecac4ebe43e8ab9efb49c2f0,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.001085640862584114,6.58128410577774e-05,0.0,0.0,0.0,0.0011569280177354813,0.0011514537036418915,10,1024,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.008401467464864254
4,100,10,100,880122408,5,conj,glucose42,MT19937-RandomState,0.001233549788594246,1010001100001001001000100101011000000000000011000010010000010101000011000000010110010000110100001100000010000000011000110100111000110010000010001100010000100011010010000000110000000000001000001000001101000100010100100100000100101010000011000000000110100000000001010100000000011101001001001110100100000101000000111000001001100001001000101001000110100000000001000001100001001010011000111000000000101010100000000000011010010100010101110000101000000100000010001010001000000100000000101000110000000100000000100000110100011001010000111001000100000000001101000010110100000100101000000000000001011100100001000001011010000001001000000010000001100000000001000100011011000101101000000000010000001000000100010000100001000101001001000100010000000000110000000010000000000100111000010000011010101000000001000000100000010000000100001011000010000000001000011010010010010001010001001001000000001000001011100000000011010010000000100000110110010000001011000000100010000000000100010110100010001011010000100011000001100010,e52f821790525e150e8fe6d1cc57c5854ca1c1774b8b8b40991c6f674f74157d,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0014739083126187325,0.00011867564171552658,0.0011210683733224869,0.0011439966037869453,0.007198001258075237,0.011067794635891914,0.0038576489314436913,22,982,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,978,3891,0,1,1,0,0,0,0,1,1,1,0,0,0.00998028926551342
4,100,10,100,880122408,6,conj,glucose42,MT19937-RandomState,0.001255716197192669,0001010010010000001000010010001101000001100011000010010010101000001000011010100010010100000010000100010000011000000000010110011000000100000000100000000000000001001000100000000011000000010100000001000000000010100000000100100011000101000001011000010000010001001000101100000000100000101000100110001001011001100100010010000110100010001001000110110001000000010000111100000000000000000101000100100000010100000000111110001000100011000110000000001010110000010000001010000000010000000010001001001000110010000100100000110101000001000010001000100000000001000000100100000011000110001000010001010011000000000001000001110001110001000001100110000101100000001010000101110010001000000000101100000000000001001000100010000001000010010000001100000110010000000010100010100100100011100000000100000011001000000010010000001001000010010000000100000000001010100011000100100100100000000001000101100001000000010000000000101101001010000000000000001001000000000100000000100010001000000100000010000001010101001001000101001010001000,328394acb806702040c0eb4159fcf9114c23f5decf64b3de3cb3d08c38bd33b7,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0011319257318973541,7.973331958055496e-05,0.0,0.0,0.0,0.0012173699215054512,0.001211659051477909,10,1024,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.008156847208738327
4,100,10,100,880122408,7,conj,glucose42,MT19937-RandomState,0.0011687316000461578,0100000000010000000011000000010000101010100000011000100000000000100010000100010000101000000000001000000000101011100000001000001001101011000000000111000110000000011001000101000001010000001000000010000100010000000010100001001000001000110000100011000010001000010010100100000000001110000101101000110010000100110000001100000001000100000011000000000001100001000000101010010100001001000000000000101100110000000001100010000000000000010000100000000101000110000000101010001010011000100000011000100000001100000001101000100110000011010111000001100000010000001001010100010000011001000000001100010001000000101000001010001000000000110110010110001000101001000010000000000101000000110011001100100100100000000001000001011000001100100000010100001000000001110001000000001000100001010000001000010010101000110100011100010001000000000100001110000000100000000010100001001000000010000000010000010100000100001001001001010010100011000001100010100100000000100001000000000101000100010010010011010000100001000011001010000100000000,a8f7477b6ac2e29fc2d2f6fc65a17497ad9e7af9b12d066c1fceec8f1c9d6c18,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.001410098746418953,8.647982031106949e-05,0.0010313913226127625,0.001097898930311203,0.00575610063970089,0.0093926303088665,0.003625868819653988,20,1002,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,820,3449,0,1,1,0,0,0,0,1,1,1,0,0,0.009723148308694363
4,100,10,100,880122408,8,conj,glucose42,MT19937-RandomState,0.0012005055323243141,1000110010100000101100000001010000010000001000010000010000000010100011101000100110001011001010010100110000110000001010010000100000100001100000000010000000010101001011000000000100000010001010011100001000100000000100000010011000010110001100010101000000000000000101000001000011011000011100001010000000100010000011010000000001010000000100101001110000100010010000000100000000110000010111100010000000010000010000001001101010000001000000111000000010000101000000000100001111000000100000001000100100100000000101100000010000110000001000000000100100000100100100011000001001000000000111000100100000001000100000001000000011001010010000100000011001101000001000000010000000001101000000000001000000100000100101000100000100000000101100000000100000000000000101010110001000000000000100000001000011010011000110010100100100100000100100010000001000000010000000110101010000000000100100000010000001100010001000001110000001011000001010000000001010001001000100000000101100000110000100110001110000000001000000001001000010011010,f22983861a017a21728714bd3180d3c6fb6f6e008f38bcaec6013a0ccf811906,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0010883761569857597,7.123686373233795e-05,0.0,0.0,0.0,0.0011653732508420944,0.0011596130207180977,10,1024,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.008158965967595577
4,100,10,100,880122408,9,conj,glucose42,MT19937-RandomState,0.0012232651934027672,1100110000100101010000010101010100010001010110001000001100000000001000010100001101000110000100010010000010000000000100011001001100000101000000101000000001100000011000000001000000001000000011100000010100010000100010001000001001010100000001000000110000010101100000000010010010101100101010000000001001000100010000110000001001101000010101000010010001000000001100101000000000010000000000000000010010001100010001011000000101000000000100000010010000000010000000100010000011000000000001001100010100000000010100011100011000010100000001000000001100000100000010000010000010001000001010000101010001010110100001000001000000010000000000000011110000001000010000010010011010000010000100010001000000000010000000000100100010010001001000000010000000110100100000000000010000100000001000001101000000000100100000100000011010000110000001100000000100000000010000000100000000100000000001010000100001110000101110000000100001010010001101000001101011000100010001110010001101100000000010010010100100001000000000010000001100100100,b3ab08f9732101d2556645332256710197706db8ed274a4ac1561765317155a7,row_sparsity,row_sparsity|conj|3ccb84496a|rng=MT19937-RandomState,,4,4,1,uniform,1;2;3;4,0.25;0.25;0.25;0.25,0.0012980522587895393,8.283741772174835e-05,0.000862940214574337,0.001044739969074726,0.0052189212292432785,0.008515090681612492,0.003288569860160351,17,1001,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,733,2951,0,1,1,0,0,0,0,1,1,1,0,0,0.00948056299239397
