J,K,N,p,seed,sim,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time,source_file,solver,resolved_before_SAT,SAT_identifiable,SAT_nonidentifiable,direct_identity_branch,two_col_branch,three_col_branch
100,10,10,0.1,10,0,0.0017348381225019,0.0001530409790575,0.000620667822659,0.001319482922554,0.0001429021358489,0.0,10,0.0039773399475961,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0039709319826215,0.0041682359296828,solver1_J100_K10_p0.1_seed10_diag.csv,1,1,0,0,1,0,0
100,10,10,0.1,10,1,0.0014659729786217,9.45008359849453e-05,0.0005521189887076,0.001292189117521,8.754804730415344e-05,0.0,10,0.003496479941532,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0034923299681395,0.0041131018660962,solver1_J100_K10_p0.1_seed10_diag.csv,1,1,0,0,1,0,0
100,10,10,0.1,10,2,0.0016358201391994,0.0001006808597594,0.0006196070462465,0.0012984219938516,8.097803220152855e-05,0.0,10,0.0037395709659904,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0037355080712586,0.0041192260105162,solver1_J100_K10_p0.1_seed10_diag.csv,1,1,0,0,1,0,0
100,10,10,0.1,10,3,0.0016353209502995,9.989901445806026e-05,0.0006191078573465,0.00128222303465,8.025206625461578e-05,0.0,10,0.0037208029534667,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0037168029230087,0.0040580809582024,solver1_J100_K10_p0.1_seed10_diag.csv,1,1,0,0,1,0,0
100,10,10,0.1,10,4,0.001601826865226,9.955489076673985e-05,0.0006077049765735,0.0013028879184275,7.999199442565441e-05,0.0,10,0.0036955389659851,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0036919666454195,0.0041152508929371,solver1_J100_K10_p0.1_seed10_diag.csv,1,1,0,0,1,0,0
100,10,10,0.1,10,5,0.001617221860215,0.0001044280361384,0.0006054299883544,0.0012789119500666,8.407398127019405e-05,0.0,10,0.0036938388366252,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0036900658160448,0.004065504996106,solver1_J100_K10_p0.1_seed10_diag.csv,1,1,0,0,1,0,0
100,10,10,0.1,10,6,0.0016070390120148,0.0001000070478767,0.0006146209780126,0.0013081631623208,7.942994125187397e-05,0.0,10,0.003713150974363,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0037092601414769,0.0040677720680832,solver1_J100_K10_p0.1_seed10_diag.csv,1,1,0,0,1,0,0
100,10,10,0.1,10,7,0.0021028039045631,8.917809464037418e-05,0.0006189357955008,0.0012975458521395,7.934495806694031e-05,0.1950743990018963,12,0.1992696458473801,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,960,0.0041878086049109,0.0045198269654065,solver1_J100_K10_p0.1_seed10_diag.csv,1,0,1,0,0,0,0
100,10,10,0.1,10,8,0.0023070040624588,0.0001052611041814,0.0007269540801644,0.0013048551045358,8.762604556977749e-05,0.2161276489496231,12,0.2206674260087311,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,960,0.0045317003969103,0.0046520510222762,solver1_J100_K10_p0.1_seed10_diag.csv,1,0,1,0,0,0,0
100,10,10,0.1,10,9,0.0015332591719925,9.337998926639556e-05,0.0005489699542522,0.0013009370304644,8.679903112351894e-05,0.0,10,0.0035672970116138,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0035633451770991,0.0041286991909146,solver1_J100_K10_p0.1_seed10_diag.csv,1,1,0,0,1,0,0
100,10,10,0.1,11,0,0.0017382090445607,0.0001528470311313,0.0005916878581047,0.0012931239325553,0.0001490078866481,0.0,10,0.0039316320326179,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0039248757530003,0.0041826788801699,solver1_J100_K10_p0.1_seed11_diag.csv,1,1,0,0,1,0,0
