J,K,N,p,seed,sim,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time,source_file,solver,resolved_before_SAT,SAT_identifiable,SAT_nonidentifiable,direct_identity_branch,two_col_branch,three_col_branch
100,5,10,0.3,90,2,0.0001358820591121,6.140116602182388e-05,9.97621100395918e-05,0.0001181231345981,7.87610188126564e-05,0.0,5,0.0004974198527634,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004939294885843,0.0004998978693038,solver1_J100_K5_p0.3_seed90_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,90,3,0.000129000050947,4.838290624320507e-05,9.070197120308876e-05,0.0001044971868395,6.6736014559865e-05,0.0,5,0.0004423069767653,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004393181297928,0.0004934130702167,solver1_J100_K5_p0.3_seed90_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,90,4,0.0001321590971201,5.818181671202183e-05,9.910599328577518e-05,0.0001167051959782,7.086805999279022e-05,0.0,5,0.0004801868926733,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.000477020163089,0.0005007982254028,solver1_J100_K5_p0.3_seed90_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,90,5,0.0001356529537588,5.794293247163296e-05,9.790388867259026e-05,0.0001191711053252,7.061590440571308e-05,0.0,5,0.0004844330251216,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004812867846339,0.0004925308749079,solver1_J100_K5_p0.3_seed90_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,90,6,0.0001284640748053,5.8643054217100143e-05,9.806384332478046e-05,0.0001166120637208,7.745996117591858e-05,0.0,5,0.0004823829513043,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.000479242997244,0.0004935569595545,solver1_J100_K5_p0.3_seed90_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,90,7,0.0001308280043303,4.754704423248768e-05,8.673686534166336e-05,0.0001022059004753,6.206496618688107e-05,0.0,5,0.0004324179608374,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004293827805668,0.0004989029839634,solver1_J100_K5_p0.3_seed90_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,90,8,0.0001412008423358,5.7581812143325806e-05,0.0001046890392899,0.0001197999808937,6.969110108911991e-05,0.0,5,0.0004961469676345,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004929627757519,0.0004898009356111,solver1_J100_K5_p0.3_seed90_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,90,9,0.000143471872434,4.784809425473213e-05,8.53461679071188e-05,0.000100698089227,6.223400123417377e-05,0.0,5,0.0004426629748195,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004395982250571,0.0004961050581187,solver1_J100_K5_p0.3_seed90_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,91,0,0.0001742779277265,9.60538163781166e-05,0.0001074741594493,0.0001460339408367,0.0001325099729001,0.0,5,0.0006627000402659,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006563498172909,0.0005508591420948,solver1_J100_K5_p0.3_seed91_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,91,1,0.0002093489747494,5.528796464204788e-05,9.053410030901432e-05,0.0001086329575628,7.95999076217413e-05,0.0,5,0.0005471329204738,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.000543403904885,0.000500920927152,solver1_J100_K5_p0.3_seed91_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,91,2,0.0001670529600232,5.582906305789948e-05,0.0001051079016178,0.0001196099910885,7.629301398992538e-05,0.0,5,0.0005272720009088,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005238929297775,0.0004950640723109,solver1_J100_K5_p0.3_seed91_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,91,3,0.0001487801782786,5.4412055760622025e-05,9.894394315779208e-05,0.0001167599111795,7.28820450603962e-05,0.0,5,0.0004949630238115,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.000491778133437,0.0005053919740021,solver1_J100_K5_p0.3_seed91_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,91,4,0.0001628170721232,5.475291982293129e-05,0.0001002149656414,0.0001183899585157,7.301103323698044e-05,0.0,5,0.0005125659517943,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005091859493404,0.0004927399568259,solver1_J100_K5_p0.3_seed91_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,91,5,0.0001376389991492,5.025998689234257e-05,8.760206401348114e-05,0.0001046799588948,6.648199632763863e-05,0.0,5,0.0004496939945966,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004466630052775,0.0005104630254209,solver1_J100_K5_p0.3_seed91_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,91,6,0.0001504190731793,5.450216121971607e-05,9.93870198726654e-05,0.0001182979904115,7.24580604583025e-05,0.0,5,0.0004983600229024,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004950643051415,0.0004960941150784,solver1_J100_K5_p0.3_seed91_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,91,7,0.0001535080373287,5.474314093589783e-05,9.86889936029911e-05,0.0001168400049209,7.067411206662655e-05,0.0,5,0.0004976240452378,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004944542888551,0.0005062739364802,solver1_J100_K5_p0.3_seed91_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,91,8,0.0001532051246613,5.432986654341221e-05,9.89539548754692e-05,0.000116802053526,7.285200990736485e-05,0.0,5,0.0004995111376047,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004961430095136,0.0005018231458961,solver1_J100_K5_p0.3_seed91_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,91,9,0.0001555529888719,5.374010652303696e-05,9.907200001180172e-05,0.000120909884572,7.17691145837307e-05,0.0,5,0.0005042077973484,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005010440945625,0.0005011521279811,solver1_J100_K5_p0.3_seed91_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,92,0,0.0002057689707726,0.0001100208610296,0.0001128658186644,0.000166623853147,0.0001585769932717,0.0,5,0.0007605068385601,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0007538564968854,0.0006819800473749,solver1_J100_K5_p0.3_seed92_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,92,1,0.0002869518939405,8.669402450323105e-05,9.717606008052826e-05,0.0001529809087514,0.0001287448685616,0.0,5,0.0007582521066069,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0007525477558374,0.0005588508211076,solver1_J100_K5_p0.3_seed92_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,92,2,0.0001823720522224,7.533002644777298e-05,0.0001017372123897,0.0001426718663424,0.0001221760176122,0.0,5,0.0006296948995441,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006242871750146,0.0005506530869752,solver1_J100_K5_p0.3_seed92_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,92,3,0.000178582035005,7.73679930716753e-05,9.902287274599077e-05,0.00014343787916,0.0001223299186676,0.0,5,0.0006264150142669,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006207406986504,0.0005535250529646,solver1_J100_K5_p0.3_seed92_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,92,4,0.0001921278890222,9.045586921274662e-05,9.446986950933932e-05,0.0001438891049474,0.000120738055557,0.0,5,0.0006462840829044,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006416807882487,0.0005504740402102,solver1_J100_K5_p0.3_seed92_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,92,5,0.0001890978310257,8.539995178580284e-05,9.352690540254116e-05,0.0001224221196025,0.0001109049189835,0.0,5,0.0006065398920327,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006013517268002,0.0005531259812414,solver1_J100_K5_p0.3_seed92_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,92,6,0.0001875371672213,7.499707862734795e-05,0.0001013858709484,0.0001398480962961,0.0001181941479444,0.0,5,0.0006268760189414,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006219623610377,0.0005642620380967,solver1_J100_K5_p0.3_seed92_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,92,7,0.0001879970077425,7.965415716171265e-05,9.32400580495596e-05,0.0001205580774694,0.0001673891674727,0.0,5,0.0006536650471389,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006488384678959,0.0005510009359568,solver1_J100_K5_p0.3_seed92_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,92,8,0.0001851189881563,8.8120112195611e-05,9.384099394083024e-05,0.0001420059707015,0.0001222370192408,0.0,5,0.000636245124042,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006313230842351,0.0005493380594998,solver1_J100_K5_p0.3_seed92_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,92,9,0.0001732548698782,7.264502346515656e-05,9.978306479752064e-05,0.0001528989523649,0.0001212209463119,0.0,5,0.0006242208182811,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006198028568178,0.0005481909029185,solver1_J100_K5_p0.3_seed92_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,93,0,0.0001677488908171,8.856109343469143e-05,0.0001013069413602,0.0001436199527233,0.0001250931527465,0.0,5,0.0006310301832854,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.000626330031082,0.0005452989134937,solver1_J100_K5_p0.3_seed93_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,93,1,0.0001936189364641,5.42330089956522e-05,8.829799480736256e-05,0.0001272610388696,8.822791278362274e-05,0.0,5,0.0005554649978876,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005516388919204,0.000510494923219,solver1_J100_K5_p0.3_seed93_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,93,2,0.0001405810471624,5.050096660852432e-05,8.751195855438709e-05,0.0001247930340468,7.585994899272919e-05,0.0,5,0.0004826220683753,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004792469553649,0.0004961208906024,solver1_J100_K5_p0.3_seed93_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,93,3,0.000154989073053,5.495199002325535e-05,9.685498662292956e-05,0.0001265339087694,7.647299207746983e-05,0.0,5,0.0005134011153131,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005098029505461,0.0004960729274898,solver1_J100_K5_p0.3_seed93_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,93,4,0.0001546230632811,5.454709753394127e-05,9.819795377552508e-05,0.0001195569057017,7.369089871644974e-05,0.0,5,0.0005040531978011,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005006159190088,0.0005063998978585,solver1_J100_K5_p0.3_seed93_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,93,5,0.0001547990832477,5.4239993914961815e-05,9.67660453170538e-05,0.000119546893984,7.202895358204842e-05,0.0,5,0.0005009809974581,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004973809700459,0.0005065239965915,solver1_J100_K5_p0.3_seed93_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,93,6,0.0001579860690981,5.309400148689747e-05,0.0001027469988912,0.0001181219704449,7.073092274367809e-05,0.0,5,0.0005061209667474,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005026799626648,0.0004940838553011,solver1_J100_K5_p0.3_seed93_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,93,7,0.0001503019593656,5.28309028595686e-05,9.678490459918976e-05,0.0001271881628781,7.215607911348343e-05,0.0,5,0.0005026489961892,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.000499262008816,0.0004943711683154,solver1_J100_K5_p0.3_seed93_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,93,8,0.0001508190762251,5.314592272043228e-05,9.634997695684432e-05,0.0001170327886939,7.132207974791527e-05,0.0,5,0.0004922591615468,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004886698443442,0.0005025521386414,solver1_J100_K5_p0.3_seed93_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,93,9,0.0001550789456814,5.442998372018337e-05,9.684101678431034e-05,0.0001196670345962,7.21360556781292e-05,0.0,5,0.000501544214785,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004981530364602,0.0004947630222886,solver1_J100_K5_p0.3_seed93_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,94,0,0.0001546368002891,8.534896187484264e-05,9.176600724458694e-05,0.000150155974552,0.0001228000037372,0.0,5,0.0006095340941101,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006047077476978,0.0005606000777333,solver1_J100_K5_p0.3_seed94_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,94,1,0.0001915709581226,5.4826028645038605e-05,8.368515409529209e-05,0.0001290950458496,8.373614400625229e-05,0.0,5,0.0005463659763336,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005429133307188,0.0005169019568711,solver1_J100_K5_p0.3_seed94_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,94,2,0.0001278349664062,5.121016874909401e-05,8.263206109404564e-05,0.0001063989475369,6.820005364716053e-05,0.0,5,0.0004392708651721,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004362761974334,0.0005139759741723,solver1_J100_K5_p0.3_seed94_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,94,3,0.0001396120060235,5.082087591290474e-05,8.27740877866745e-05,0.0001261299476027,7.189181633293629e-05,0.0,5,0.0004742969758808,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004712287336587,0.0005071659106761,solver1_J100_K5_p0.3_seed94_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,94,4,0.0001334880944341,5.0592003390192986e-05,8.326279930770397e-05,0.0001246109604835,7.612793706357479e-05,0.0,5,0.0004710850771516,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004680817946791,0.0005075370427221,solver1_J100_K5_p0.3_seed94_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,94,5,0.0001330859959125,5.085696466267109e-05,8.267699740827084e-05,0.0001245089806616,7.0944894105196e-05,0.0,5,0.0004650990013033,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004620738327503,0.0005137640982866,solver1_J100_K5_p0.3_seed94_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,94,6,0.000130649888888,4.920084029436112e-05,8.253194391727448e-05,0.0001248680055141,6.969505921006203e-05,0.0,5,0.0004599010571837,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004569457378238,0.000504788942635,solver1_J100_K5_p0.3_seed94_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,94,7,0.0001316061243414,4.995404742658138e-05,8.253101259469986e-05,0.0001233760267496,7.634586654603481e-05,0.0,5,0.0004668310284614,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004638130776584,0.0005068979226052,solver1_J100_K5_p0.3_seed94_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,94,8,0.000128709943965,4.960107617080212e-05,8.216407150030136e-05,0.0001242959406226,7.05481506884098e-05,0.0,5,0.0004584130365401,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004553191829472,0.0005112749058753,solver1_J100_K5_p0.3_seed94_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,94,9,0.0001274270471185,5.31948171555996e-05,8.212379179894924e-05,0.0001231119967997,7.03190453350544e-05,0.0,5,0.0004592109471559,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004561766982078,0.0004992310423403,solver1_J100_K5_p0.3_seed94_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,95,0,0.0002036150544881,0.000116349896416,0.0001333970576524,0.0001607488375157,0.0001669891644269,0.0,5,0.0007879978511482,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0007811000104993,0.0005829380825161,solver1_J100_K5_p0.3_seed95_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,95,1,0.0002805548720061,9.27711371332407e-05,0.0001179790124297,0.0001313360407948,0.0001243129372596,0.0,5,0.0007527568377554,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0007469539996236,0.0005625500343739,solver1_J100_K5_p0.3_seed95_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,95,2,0.0002039149403572,8.448702283203602e-05,0.0001124420668929,0.0001421608030796,0.0001192418858408,0.0,5,0.0006675270851701,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006622467190027,0.000534774037078,solver1_J100_K5_p0.3_seed95_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,95,3,0.0001911937724798,8.63899476826191e-05,0.0001094508916139,0.0001391649711877,0.0001224318984895,0.0,5,0.0006540778558701,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006486314814537,0.000531479017809,solver1_J100_K5_p0.3_seed95_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,95,4,0.0002050730399787,8.258293382823467e-05,0.0001201760023832,0.000131051056087,0.0001135149504989,0.0,5,0.0006575651932507,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006523979827761,0.0005364331882447,solver1_J100_K5_p0.3_seed95_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,95,5,0.0001978720538318,8.161412551999092e-05,0.0001190949697047,0.0001303649041801,0.0001193918287754,0.0,5,0.0006532920524477,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006483378820121,0.0005306801758706,solver1_J100_K5_p0.3_seed95_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,95,6,0.0001848901156336,8.235382847487926e-05,0.0001195389777421,0.0001463929656893,0.0001131920143961,0.0,5,0.000651376787573,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006463679019361,0.0005306319799274,solver1_J100_K5_p0.3_seed95_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,95,7,0.0020692180842161,0.0001942620147019,0.0002442069817334,0.0001859618350863,0.0003382039722055,0.0,5,0.0030590749811381,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0030318528879433,0.0006805378943681,solver1_J100_K5_p0.3_seed95_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,95,8,0.0002260238397866,8.52351076900959e-05,0.0001129938755184,0.0001294070389121,0.0001221888232976,0.0,5,0.000680933939293,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006758486852049,0.0005591798108071,solver1_J100_K5_p0.3_seed95_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,95,9,0.0002148379571735,8.171307854354382e-05,0.0001099281944334,0.000129782827571,0.0001182788982987,0.0,5,0.0006601780187338,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006545409560203,0.0005724169313907,solver1_J100_K5_p0.3_seed95_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,96,0,0.0001738730352371,9.636394679546356e-05,0.0001106599811464,0.0001501410733908,0.0001358368899673,0.0,5,0.0006724370177835,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006668749265372,0.0005710062105208,solver1_J100_K5_p0.3_seed96_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,96,1,0.0002080730628222,5.7702185586094856e-05,8.990196511149406e-05,0.0001291690859943,8.645001798868179e-05,0.0,5,0.0005751219578087,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005712963175028,0.0005137410480529,solver1_J100_K5_p0.3_seed96_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,96,2,0.0001616498921066,5.7263998314738274e-05,0.0001065540127456,0.0001245329622179,7.77950044721365e-05,0.0,5,0.0005317900795489,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.000527795869857,0.0005101629067212,solver1_J100_K5_p0.3_seed96_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,96,3,0.0001524160616099,5.444791167974472e-05,9.78829339146614e-05,0.0001198099926114,7.338402792811394e-05,0.0,5,0.0005015069618821,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004979409277439,0.0005164521280676,solver1_J100_K5_p0.3_seed96_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,96,4,0.0001605541910976,5.58849424123764e-05,9.956001304090024e-05,0.0001213799696415,7.410603575408459e-05,0.0,5,0.0005151340737938,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005114851519465,0.0005156111437827,solver1_J100_K5_p0.3_seed96_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,96,5,0.0001497832126915,5.547306500375271e-05,9.8411925137043e-05,0.000128953019157,7.438287138938904e-05,0.0,5,0.000510558951646,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005070040933787,0.0005103130824863,solver1_J100_K5_p0.3_seed96_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,96,6,0.000146762933582,5.495082587003708e-05,9.911390952765942e-05,0.0001213129144161,7.257121615111828e-05,0.0,5,0.0004982431419193,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.000494711799547,0.0005096809472888,solver1_J100_K5_p0.3_seed96_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,96,7,0.0001533520407974,6.231199949979782e-05,9.876512922346592e-05,0.000121003948152,7.273396477103233e-05,0.0,5,0.0005117389373481,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005081670824438,0.0005121082067489,solver1_J100_K5_p0.3_seed96_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,96,8,0.0001547951251268,5.434802733361721e-05,9.933300316333772e-05,0.0001213019713759,7.27230217307806e-05,0.0,5,0.0005059000104665,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005025011487305,0.000514986924827,solver1_J100_K5_p0.3_seed96_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,96,9,0.0001511529553681,5.517713725566864e-05,9.899493306875228e-05,0.000122059835121,7.277308031916618e-05,0.0,5,0.0005035509821027,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005001579411327,0.0005156639963388,solver1_J100_K5_p0.3_seed96_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,97,0,0.0001559050288051,9.088288061320782e-05,0.0001042180228978,0.000140800140798,0.0001202342100441,0.0,5,0.0006165041122585,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006120402831584,0.0005399640649557,solver1_J100_K5_p0.3_seed97_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,97,1,0.0001864521764218,5.473918281495571e-05,8.600391447544098e-05,0.0001216779928654,8.905096910893917e-05,0.0,5,0.0005413950420916,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005379242356866,0.0004876540042459,solver1_J100_K5_p0.3_seed97_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,97,2,0.0001364860218018,4.856707528233528e-05,8.613406680524349e-05,0.0001016941387206,6.426777690649033e-05,0.0,5,0.0004404098726809,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004371490795165,0.0004914940800517,solver1_J100_K5_p0.3_seed97_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,97,3,0.0001468299888074,4.657707177102566e-05,8.873105980455875e-05,0.0001181222032755,6.978609599173069e-05,0.0,5,0.0004731018561869,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004700464196503,0.0004864619113504,solver1_J100_K5_p0.3_seed97_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,97,4,0.0001345470082014,4.710187204182148e-05,8.464092388749123e-05,0.0001183152198791,6.997492164373398e-05,0.0,5,0.0004576810169965,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004545799456536,0.0004930801223963,solver1_J100_K5_p0.3_seed97_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,97,5,0.0001259509008377,4.7388020902872086e-05,8.447212167084217e-05,0.0001185319852083,7.032998837530613e-05,0.0,5,0.0004497808404266,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004466730169951,0.0004860968329012,solver1_J100_K5_p0.3_seed97_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,97,6,0.0001276589464396,4.7525158151984215e-05,8.511613123118877e-05,0.0001015260349959,6.735301576554775e-05,0.0,5,0.0004321378655731,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004291792865842,0.0004809289239346,solver1_J100_K5_p0.3_seed97_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,97,7,0.00013187690638,4.724506288766861e-05,8.435896597802639e-05,0.0001182779669761,7.002102211117744e-05,0.0,5,0.0004548660945147,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.000451779924333,0.0004930407740175,solver1_J100_K5_p0.3_seed97_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,97,8,0.0001397549640387,4.7154026105999947e-05,8.504488505423069e-05,0.0001245499588549,7.071485742926598e-05,0.0,5,0.0004703230224549,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004672186914831,0.0004835450090467,solver1_J100_K5_p0.3_seed97_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,97,9,0.0001386329531669,4.723505116999149e-05,8.288002572953701e-05,0.0001187787856906,7.071997970342636e-05,0.0,5,0.0004613609053194,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004582467954605,0.0004981390666216,solver1_J100_K5_p0.3_seed97_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,98,0,0.0001527790445834,9.887805208563805e-05,0.0001074171159416,0.000146399019286,0.0001207080204039,0.0,5,0.0006311507895588,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006261812523007,0.0005380739457905,solver1_J100_K5_p0.3_seed98_diag.csv,1,1,0,0,1,0,0
100,5,10,0.3,98,1,0.0001897949259728,5.424488335847855e-05,8.85289628058672e-05,0.0001264188904315,8.309213444590569e-05,0.0,5,0.0005453841295093,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005420797970145,0.0005009570159018,solver1_J100_K5_p0.3_seed98_diag.csv,1,1,0,0,1,0,0
