J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
50,10,10,38,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003718302119523287,0.00014222296886146069,0.0007597689982503653,0.0011894782073795795,0.0001294049434363842,0.22258256608620286,15,0.22853342699818313,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1012,0.0059391772374510765,0.004354238975793123
50,10,10,38,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003855968127027154,0.00010517612099647522,0.0008611611556261778,0.0011788620613515377,7.74189829826355e-05,0.25276976893655956,18,0.25885465391911566,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,855,0.00607858644798398,0.004624612862244248
50,10,10,38,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004457966890186071,0.00010090414434671402,0.0008967299945652485,0.001065791817381978,7.711700163781643e-05,0.22862216900102794,19,0.23522718693129718,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,862,0.006598509848117828,0.00449111801572144
50,10,10,38,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.03188532101921737,0.00012394017539918423,0.000578257953748107,0.0010841810144484043,0.00010125595144927502,0.0,10,0.03377990913577378,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.03377295611426234,0.003668182995170355
50,10,10,38,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016972410958260298,9.724590927362442e-05,0.0006426149047911167,0.00107542984187603,7.088109850883484e-05,0.1323245179373771,12,0.13591835601255298,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,928,0.0035834128502756357,0.003998731961473823
50,10,10,38,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004643230000510812,9.699305519461632e-05,0.0008101819548755884,0.0010693350341171026,7.700384594500065e-05,0.25118132401257753,16,0.2578844460658729,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,982,0.00669674389064312,0.0041789039969444275
50,10,10,38,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.006660006009042263,9.866710752248764e-05,0.0010554299224168062,0.0010814419947564602,7.95398373156786e-05,0.28910697903484106,24,0.2980892709456384,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,803,0.008975084871053696,0.004822524962946773
50,10,10,38,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.007777101825922728,0.00010464200749993324,0.0010444738436490297,0.0010644129943102598,8.640578016638756e-05,0.3772328000050038,23,0.38731766515411437,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,960,0.010077036451548338,0.004635630873963237
50,10,10,38,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0013881749473512173,8.11130739748478e-05,0.0004916819743812084,0.0010296518448740244,7.332721725106239e-05,0.0,10,0.003067541169002652,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0030639490578323603,0.0036131900269538164
50,10,10,38,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004857327090576291,9.222514927387238e-05,0.0009592538699507713,0.0010547870770096779,6.630807183682919e-05,0.30640335008502007,21,0.31343967793509364,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,876,0.007029901258647442,0.0046440670266747475
