J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
100,10,10,85,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0017931628972291946,0.00012379605323076248,0.0005980390124022961,0.001262857113033533,2.1702144294977188e-05,0.0,10,0.0038050669245421886,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0037995572201907635,0.00413108617067337
100,10,10,85,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0033717737533152103,0.00010398868471384048,0.0007966328412294388,0.001241481862962246,1.9973143935203552e-05,0.2510720849968493,15,0.25663957092911005,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1010,0.005533850286155939,0.006064019165933132
100,10,10,85,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.007205181289464235,0.00010869605466723442,0.0010593761689960957,0.0012756767682731152,2.236897125840187e-05,0.3880740413442254,21,0.3977517709136009,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1007,0.009671299252659082,0.005043329671025276
100,10,10,85,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0035446048714220524,0.00010424619540572166,0.0008431649766862392,0.0012355269864201546,2.0491890609264374e-05,0.24476680532097816,16,0.25052145030349493,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1006,0.005748034920543432,0.00473458506166935
100,10,10,85,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0017467038705945015,9.743776172399521e-05,0.0005869078449904919,0.0012249019928276539,1.8656253814697266e-05,0.0,10,0.0036789742298424244,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0036746077239513397,0.003975728061050177
100,10,10,85,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0016836579889059067,9.860796853899956e-05,0.0005841082893311977,0.0012259576469659805,1.739710569381714e-05,0.0,10,0.0036134030669927597,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0036097289994359016,0.003964398987591267
100,10,10,85,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0016651218757033348,9.435508400201797e-05,0.0005839900113642216,0.00122049730271101,1.713493838906288e-05,0.0,10,0.0035889470018446445,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.003581099212169647,0.0039751408621668816
100,10,10,85,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0016646841540932655,9.365519508719444e-05,0.000589404720813036,0.0012280750088393688,1.7012935131788254e-05,0.0,10,0.0035964148119091988,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.003592832013964653,0.003985920920968056
100,10,10,85,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.01000832486897707,0.00010533817112445831,0.0014162617735564709,0.0012449040077626705,2.491520717740059e-05,0.4819296980276704,30,0.4947360809892416,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,942,0.01279974402859807,0.006062821019440889
100,10,10,85,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0032874299213290215,0.00010194024071097374,0.0007967003621160984,0.001222752034664154,2.1241139620542526e-05,0.22561643086373806,15,0.23105357214808464,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1012,0.00543006369844079,0.004834065213799477
