J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,69,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0029072770848870277,0.00012256810441613197,0.0010959291830658913,0.0012916410341858864,3.163004294037819e-05,0.1886751833371818,22,0.19413975393399596,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,429,0.0054490454494953156,0.005413972772657871
25,10,10,69,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002917245030403137,8.952012285590172e-05,0.0007728091441094875,0.0011166557669639587,2.03852541744709e-05,0.12368344189599156,17,0.12862827582284808,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,513,0.004916615318506956,0.005321082193404436
25,10,10,69,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0016713738441467285,9.670620784163475e-05,0.0004535159096121788,0.0,0.0,0.0,15,0.002362975850701332,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,364,0.002221595961600542,0.003920984920114279
25,10,10,69,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0034411647357046604,9.82251949608326e-05,0.0008494360372424126,0.001260566059499979,1.8580351024866104e-05,0.17787036392837763,17,0.18354524904862046,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,610,0.005667972378432751,0.004583646077662706
25,10,10,69,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002800846006721258,0.0001016366295516491,0.0009527169167995453,0.0012607979588210583,2.207886427640915e-05,0.15147947007790208,19,0.1566248070448637,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,446,0.00513807637616992,0.004750349093228579
25,10,10,69,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0026061730459332466,9.978609159588814e-05,0.0009471392259001732,0.0012438972480595112,2.1136831492185593e-05,0.15511953085660934,19,0.16004490526393056,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,514,0.004918132442981005,0.005130551755428314
25,10,10,69,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0020408411510288715,9.520677849650383e-05,0.0008587879128754139,0.0012330408208072186,2.0201317965984344e-05,0.10082813212648034,17,0.1050833179615438,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,414,0.004248077981173992,0.0045984056778252125
25,10,10,69,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003717905841767788,0.00010096374899148941,0.0009490265510976315,0.0012616808526217937,2.3389700800180435e-05,0.19499839982017875,19,0.20105923898518085,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,662,0.006052966695278883,0.004730980843305588
25,10,10,69,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.001984307076781988,0.00010391417890787125,0.0008662277832627296,0.00123938312754035,2.2120773792266846e-05,0.11043293494731188,17,0.11465593706816435,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,321,0.004215952940285206,0.004444988910108805
25,10,10,69,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0030505447648465633,9.997515007853508e-05,0.0009939586743712425,0.0012431740760803223,2.215104177594185e-05,0.18634293181821704,20,0.1917605991475284,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,474,0.005409803707152605,0.005296988878399134
