J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
50,10,10,39,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003982039866968989,0.00011659017764031887,0.000834028935059905,0.0012367430608719587,0.00013437285088002682,0.2359541431069374,19,0.2422716161236167,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,794,0.006303774891421199,0.004803856834769249
50,10,10,39,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0011997709516435862,8.787284605205059e-05,0.000533086946234107,0.001193532021716237,8.752010762691498e-05,0.16906874789856374,11,0.17217931896448135,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,832,0.003101782873272896,0.00412705703638494
50,10,10,39,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0031557511538267136,9.182095527648926e-05,0.0008215270936489105,0.001233645947650075,8.803606033325195e-05,0.30437026103027165,19,0.30976842902600765,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1004,0.00539078121073544,0.004978740122169256
50,10,10,39,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0037840839941054583,8.99159349501133e-05,0.0008182888850569725,0.0012038180138915777,8.025509305298328e-05,0.298653471050784,19,0.3046377878636122,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,974,0.005976361921057105,0.004851975943893194
50,10,10,39,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.002255990169942379,9.007495827972889e-05,0.0006050649099051952,0.0011993900407105684,8.18928238004446e-05,0.20534310303628445,13,0.20958428108133376,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,944,0.004232412902638316,0.004248867044225335
50,10,10,39,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0017224871553480625,8.613104000687599e-05,0.0005998830311000347,0.0011844290420413017,7.873191498219967e-05,0.21217102790251374,13,0.21585047198459506,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,992,0.0036716621834784746,0.004361378028988838
50,10,10,39,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004050764022395015,8.585583418607712e-05,0.000768513884395361,0.0012094909325242043,7.979595102369785e-05,0.23744668206200004,17,0.24364927993156016,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,912,0.006194420624524355,0.004577964078634977
50,10,10,39,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003904476063326001,8.75759869813919e-05,0.0008453521877527237,0.0011973909568041563,8.1266975030303e-05,0.3048649139236659,20,0.3109894141089171,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,879,0.006116062169894576,0.0050148991867899895
50,10,10,39,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0035656339023262262,8.487794548273087e-05,0.0006744780112057924,0.001196524128317833,0.00011001597158610821,0.22699320618994534,15,0.23263261001557112,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,976,0.005631529958918691,0.004609975032508373
50,10,10,39,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.00281519815325737,8.749403059482574e-05,0.000677353935316205,0.004450283944606781,0.0007472028955817223,0.30903325811959803,15,0.3178410669788718,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,979,0.008777532959356904,0.004535993095487356
