J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,27,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002428567036986351,0.00011743418872356415,0.0007897890172898769,0.0,0.0,0.0,16,0.0034456118009984493,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,436,0.003335790242999792,0.0046754213981330395
25,10,10,27,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0026231277734041214,9.919190779328346e-05,0.0009619100019335747,0.001226954162120819,2.0108185708522797e-05,0.17783341370522976,19,0.18277106573805213,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,473,0.004931292030960321,0.00506901741027832
25,10,10,27,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0018681129440665245,0.00010390207171440125,0.0004847920499742031,0.0,0.0,0.0,19,0.0025528129190206528,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,250,0.002456807065755129,0.004386658314615488
25,10,10,27,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002575288061052561,8.407281711697578e-05,0.0007125730626285076,0.0012579490430653095,1.7344020307064056e-05,0.11744491336867213,15,0.12210755795240402,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,592,0.004647227004170418,0.005170944146811962
25,10,10,27,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.004011375829577446,9.87551175057888e-05,0.0010122722014784813,0.0012209140695631504,2.0985957235097885e-05,0.23026054399088025,20,0.2366319098509848,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,622,0.006364303175359964,0.0052036140114068985
25,10,10,27,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003802180290222168,8.506420999765396e-05,0.0009013102389872074,0.0012239259667694569,2.143392339348793e-05,0.1828631991520524,20,0.18890422210097313,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,504,0.006033914629369974,0.005101843737065792
25,10,10,27,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002500975038856268,0.00010476075112819672,0.0009661288931965828,0.0012192027643322945,2.0036939531564713e-05,0.14285046188160777,19,0.14766764780506492,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,423,0.004811104387044907,0.0050039831548929214
25,10,10,27,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0025009200908243656,9.707314893603325e-05,0.0010379930026829243,0.0012397458776831627,2.0091887563467026e-05,0.1497421097010374,21,0.1546444441191852,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,376,0.004895824007689953,0.005450473167002201
25,10,10,27,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003234360832720995,8.423905819654465e-05,0.0007857680320739746,0.001103110145777464,1.797592267394066e-05,0.10877415025606751,17,0.11400588508695364,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,509,0.005225453991442919,0.004485965706408024
25,10,10,27,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002478877082467079,8.439598605036736e-05,0.0007813069969415665,0.0012123780325055122,1.926720142364502e-05,0.14637645287439227,17,0.15095912059769034,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,513,0.00457622529938817,0.005023263860493898
