J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
100,10,10,61,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0017691212706267834,0.00012123584747314453,0.0005779685452580452,0.0012638107873499393,2.233404666185379e-05,0.0,10,0.003759336657822132,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0037544704973697662,0.004334629978984594
100,10,10,61,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016808928921818733,9.37129370868206e-05,0.0005929251201450825,0.0012553846463561058,1.7736107110977173e-05,0.0,10,0.003644328098744154,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0036406517028808594,0.00421317620202899
100,10,10,61,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0030756485648453236,8.259201422333717e-05,0.0006908662617206573,0.0012521450407803059,1.859990879893303e-05,0.22858869191259146,15,0.2337153498083353,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1016,0.005119851790368557,0.004904193803668022
100,10,10,61,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0017122328281402588,9.546568617224693e-05,0.000588536262512207,0.0012373528443276882,1.7943792045116425e-05,0.0,10,0.0036555761471390724,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0036515314131975174,0.0041610002517700195
100,10,10,61,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016474206931889057,9.131012484431267e-05,0.0005810419097542763,0.0012225229293107986,1.6577541828155518e-05,0.0,10,0.003562268801033497,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.003558873198926449,0.006786499638110399
100,10,10,61,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0018312428146600723,9.470898658037186e-05,0.0006050807423889637,0.0012714467011392117,1.692492514848709e-05,0.0,10,0.003822913859039545,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0038194041699171066,0.004160366952419281
100,10,10,61,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001615254208445549,9.17208380997181e-05,0.0005843080580234528,0.0012253830209374428,1.6752630472183228e-05,0.0,10,0.003536700736731291,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.003533418755978346,0.004130775108933449
100,10,10,61,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016176900826394558,9.179674088954926e-05,0.0005864007398486137,0.0012414739467203617,1.6606878489255905e-05,0.0,10,0.0035572629421949387,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0035539683885872364,0.004141516983509064
100,10,10,61,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016202358528971672,9.121419861912727e-05,0.0005821571685373783,0.0012564989738166332,1.7049256712198257e-05,0.0,10,0.0035705347545444965,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0035671554505825043,0.004154745023697615
100,10,10,61,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003566752653568983,8.336594328284264e-05,0.0007387781515717506,0.0012417668476700783,1.8429942429065704e-05,0.27041455218568444,16,0.2760706623084843,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1020,0.00564909353852272,0.005047406069934368
