J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,52,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0017753440188243985,0.00011489004828035831,0.0007925840327516198,0.0,0.0,0.0,17,0.0027852249331772327,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,354,0.0026828180998563766,0.0047466360265389085
25,10,10,52,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0022104490781202912,9.029998909682035e-05,0.00035661295987665653,0.0,0.0,0.0,19,0.0027538719587028027,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,392,0.002657362027093768,0.004206546931527555
25,10,10,52,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0026701800525188446,8.576991967856884e-05,0.0006637710612267256,0.0012360679684206843,1.6906997188925743e-05,0.15521406498737633,14,0.15989279502537102,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,666,0.004672695999033749,0.0044936350313946605
25,10,10,52,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002348295063711703,9.990890976041555e-05,0.0008942460408434272,0.0012571580009534955,1.8805963918566704e-05,0.12072542600799352,18,0.1253579769982025,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,468,0.004618413979187608,0.005360755953006446
25,10,10,52,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0018467640038579702,0.00010069203563034534,0.0008016410283744335,0.00125253910664469,1.8356950022280216e-05,0.14855472592171282,15,0.15258058602921665,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,544,0.004019993124529719,0.004503412987105548
25,10,10,52,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003041516989469528,9.897793643176556e-05,0.0010847829980775714,0.0012439920101314783,2.0337989553809166e-05,0.17489593708887696,22,0.18039178696926683,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,426,0.005489607923664153,0.005256159929558635
25,10,10,52,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0030774379847571254,8.30900389701128e-05,0.0009058379800990224,0.0012165670050308108,2.2409949451684952e-05,0.17989199608564377,21,0.18520318891387433,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,463,0.005305342958308756,0.005073104985058308
25,10,10,52,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0030832920456305146,0.00010270101483911276,0.0010312680387869477,0.0012347979936748743,2.0650913938879967e-05,0.16235037695150822,21,0.16783015395049006,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,398,0.005472710006870329,0.00504335795994848
25,10,10,52,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0017683609621599317,8.342601358890533e-05,0.0007386079523712397,0.0011013170005753636,1.6828998923301697e-05,0.08062336803413928,16,0.08433686604257673,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,382,0.003708540927618742,0.004419937962666154
25,10,10,52,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0018699350766837597,9.68970125541091e-05,0.0007368710357695818,0.0012447689659893513,1.735799014568329e-05,0.14149816299322993,14,0.14547036599833518,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,626,0.003965830081142485,0.004571703029796481
