J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
50,10,10,68,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003484823042526841,0.000153728062286973,0.0008350079879164696,0.0014348409604281187,0.0001693149097263813,0.23517816793173552,16,0.2412759808357805,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,904,0.006077714962884784,0.0055414410308003426
50,10,10,68,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003220953047275543,0.00010902597568929195,0.0008169319480657578,0.001413831952959299,9.575299918651581e-05,0.2597567429766059,18,0.26542263687588274,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,862,0.005656495923176408,0.005294098053127527
50,10,10,68,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001514853909611702,0.0001143838744610548,5.055009387433529e-05,0.0,0.0,0.0,10,0.001956988126039505,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,768,0.001679787877947092,0.002873162040486932
50,10,10,68,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0027528840582817793,0.00011805305257439613,0.0007480860222131014,0.00139396614395082,8.825003169476986e-05,0.1916293390095234,14,0.19673929293639958,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,960,0.005101239308714867,0.004625493893399835
50,10,10,68,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.006913830991834402,0.00011004111729562283,0.0008753449656069279,0.0013667021412402391,9.02288593351841e-05,0.3144438969902694,20,0.32380872778594494,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,910,0.009356148075312376,0.005232342053204775
50,10,10,68,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004197597969323397,0.00010163802653551102,0.0008493491914123297,0.0013675130903720856,8.579017594456673e-05,0.22828858415596187,19,0.23489904403686523,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,772,0.00660188845358789,0.005293654045090079
50,10,10,68,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.002887055976316333,0.00011857296340167522,0.0007113199681043625,0.001354906940832734,9.23830084502697e-05,0.19398811808787286,13,0.1991606429219246,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,952,0.005164238857105374,0.004689002176746726
50,10,10,68,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001637134002521634,0.00011169211938977242,0.0005808130372315645,0.0013738761190325022,8.344696834683418e-05,0.0,10,0.0037913459818810225,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0037869622465223074,0.004287606803700328
50,10,10,68,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004137982148677111,0.00011482089757919312,0.0008652610704302788,0.0013564280234277248,7.972610183060169e-05,0.23627487919293344,17,0.2428373300936073,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,926,0.006554218241944909,0.005121505819261074
50,10,10,68,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.007552072871476412,0.00010672793723642826,0.0010623391717672348,0.0012407279573380947,9.236508049070835e-05,0.3746268667746335,25,0.38468947797082365,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,810,0.010054233018308878,0.005753241945058107
