J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,63,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002290640026330948,0.0001252950169146061,0.0005191010423004627,0.0,0.0,0.0,16,0.0030371700413525105,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,470,0.0029350360855460167,0.004434740170836449
25,10,10,63,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002230915706604719,8.45789909362793e-05,0.0008972478099167347,0.0012567113153636456,2.1162908524274826e-05,0.16123609291389585,20,0.16573217418044806,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,377,0.0044906167313456535,0.005331960041075945
25,10,10,63,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0034416280686855316,0.00010343082249164581,0.0007979674264788628,0.0,0.0,0.0,19,0.004440696910023689,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,542,0.00434302631765604,0.00468284310773015
25,10,10,63,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0027617630548775196,9.948806837201118e-05,0.000921797938644886,0.0012341327965259552,1.8422957509756088e-05,0.12004400789737701,18,0.12509394902735949,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,430,0.005035604815930128,0.005228590685874224
25,10,10,63,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0038456209003925323,0.00010604038834571838,0.0009423037990927696,0.001226792111992836,2.0813196897506714e-05,0.17932281410321593,18,0.18547159666195512,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,560,0.006141570396721363,0.004929693881422281
25,10,10,63,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002624745946377516,0.00010193698108196259,0.0002359030768275261,0.0,0.0,0.0,19,0.0030635870061814785,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,359,0.0029625860042870045,0.004008831921964884
25,10,10,63,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003277669195085764,9.792624041438103e-05,0.001045584212988615,0.0012283041141927242,1.957826316356659e-05,0.18986350297927856,21,0.1955381976440549,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,514,0.005669062025845051,0.005287680774927139
25,10,10,63,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003553055226802826,0.00010390812531113625,0.0010497001931071281,0.0012216158211231232,2.1131709218025208e-05,0.1878960900940001,21,0.1938514020293951,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,523,0.005949411075562239,0.005360618233680725
25,10,10,63,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0024627260863780975,9.970413520932198e-05,0.0009750821627676487,0.0012536067515611649,2.0472798496484756e-05,0.15502660814672709,19,0.1598439011722803,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,428,0.004811591934412718,0.005205295979976654
25,10,10,63,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.004224738571792841,8.77678394317627e-05,0.0008724038489162922,0.00122452387586236,2.0982231944799423e-05,0.20336947916075587,19,0.20980590395629406,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,615,0.006430416367948055,0.005026679020375013
