J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
50,10,10,0,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0017000781372189522,0.00010480917990207672,0.0005321500357240438,0.0012623260263353586,0.00013944110833108425,0.0,10,0.003743882989510894,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0037388044875115156,0.0041586109437048435
50,10,10,0,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003110660007223487,0.00010357610881328583,0.0007872818969190121,0.001229539979249239,8.942186832427979e-05,0.20561982411891222,15,0.2109470150899142,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,886,0.0053204798605293036,0.004803356947377324
50,10,10,0,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.006537826033309102,0.00010508112609386444,0.0012372988276183605,0.0012711568269878626,0.00010315701365470886,0.4123705648817122,26,0.42163231992162764,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,774,0.009254519827663898,0.005625443998724222
50,10,10,0,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.005010844208300114,8.570519275963306e-05,0.000956979114562273,0.0012346100993454456,8.181203156709671e-05,0.294418103992939,22,0.30179594294168055,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,863,0.007369950646534562,0.005130802048370242
50,10,10,0,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.004700381075963378,0.00010148994624614716,0.00102676497772336,0.0012323090340942144,8.601509034633636e-05,0.32772253593429923,21,0.3348759619984776,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,829,0.007146960124373436,0.005132134072482586
50,10,10,0,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.005226016044616699,0.00010189181193709373,0.0009869870264083147,0.0012617188040167093,8.03009606897831e-05,0.2783356939908117,20,0.2859986841212958,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,969,0.0076569146476686,0.004986443789675832
50,10,10,0,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0036205830983817577,8.583604358136654e-05,0.0007369699887931347,0.0012429209891706705,8.317292667925358e-05,0.21783564612269402,16,0.22361182211898267,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,952,0.005769483046606183,0.0049844610039144754
50,10,10,0,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.009072337998077273,8.471193723380566e-05,0.0012503869365900755,0.001120703062042594,7.565715350210667e-05,0.5307389399968088,30,0.5423605400137603,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,789,0.011603797087445855,0.006365044973790646
50,10,10,0,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0034483280032873154,8.872617036104202e-05,0.0006754281930625439,0.0012425931636244059,8.588796481490135e-05,0.2114244878757745,14,0.2169712889008224,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,904,0.0055409634951502085,0.004422446945682168
50,10,10,0,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.005508437054231763,9.003793820738792e-05,0.0008434471674263477,0.0011015820782631636,7.79519323259592e-05,0.24630170897580683,19,0.253929897909984,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,916,0.007621456170454621,0.005051375133916736
