J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,8,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004697090946137905,0.00011863093823194504,0.0009494679979979992,0.0013918159529566765,2.7810223400592804e-05,0.20641131978482008,18,0.21360808284953237,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,740,0.007184816058725119,0.004791517276316881
25,10,10,8,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0029395828023552895,8.475035429000854e-05,0.0007783109322190285,0.0013276278041303158,1.8869061022996902e-05,0.1846767240203917,16,0.1898322021588683,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,604,0.005149140954017639,0.004844785202294588
25,10,10,8,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0036948388442397118,8.556479588150978e-05,0.0009240130893886089,0.0013271425850689411,2.019014209508896e-05,0.23444911371916533,20,0.24050714215263724,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,648,0.0060517494566738605,0.005146045237779617
25,10,10,8,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003533662296831608,8.688913658261299e-05,0.000813610851764679,0.0013220659457147121,2.0759180188179016e-05,0.1812396147288382,17,0.18702306505292654,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,676,0.005776987411081791,0.004850235767662525
25,10,10,8,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0034728972241282463,8.477596566081047e-05,0.0008840318769216537,0.0013644644059240818,2.0099803805351257e-05,0.18985563376918435,19,0.1956888702698052,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,577,0.005826269276440144,0.0050740051083266735
25,10,10,8,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003093872219324112,8.608400821685791e-05,0.0008114911615848541,0.001321554183959961,1.9982922822237015e-05,0.1917952187359333,17,0.19713439280167222,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,696,0.005332984495908022,0.004804995842278004
25,10,10,8,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0013981391675770283,9.595975279808044e-05,0.0007013087160885334,0.0013322900049388409,1.870701089501381e-05,0.09865735098719597,12,0.10220949212089181,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,672,0.003546404652297497,0.004314277786761522
25,10,10,8,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003091441933065653,8.584605529904366e-05,0.000768840778619051,0.0013297861441969872,1.8878839910030365e-05,0.15934154205024242,16,0.1646422790363431,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,672,0.005294793751090765,0.00464843213558197
25,10,10,8,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003763862419873476,8.516618981957436e-05,0.0009257448837161064,0.0013231257908046246,2.0998995751142502e-05,0.18587528727948666,20,0.19200008502230048,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,533,0.006118898279964924,0.005062630865722895
25,10,10,8,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0022542052902281284,8.5451640188694e-05,0.0007374100387096405,0.0013172910548746586,1.8042046576738358e-05,0.13799124537035823,15,0.14241028390824795,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,536,0.00441240007057786,0.004495220724493265
