J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,54,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0034526889212429523,0.00010489672422409058,0.0008797752670943737,0.0012174053117632866,2.446211874485016e-05,0.18618351593613625,16,0.19186889100819826,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,662,0.005679228343069553,0.004213033244013786
25,10,10,54,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004927193745970726,9.151594713330269e-05,0.0009493161924183369,0.0011553531512618065,1.848628744482994e-05,0.2597393780015409,19,0.26688719587400556,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,789,0.007141865324229002,0.004406323656439781
25,10,10,54,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016985372640192509,9.104004129767418e-05,0.00017631100490689278,0.0,0.0,0.0,13,0.0020648841746151447,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,618,0.001965888310223818,0.002934081945568323
25,10,10,54,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.002679324708878994,8.795782923698425e-05,0.0007464741356670856,0.0011874279007315636,1.6427133232355118e-05,0.1589246648363769,14,0.16364782908931375,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,752,0.004717611707746983,0.0040450626984238625
25,10,10,54,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0029209889471530914,9.045703336596489e-05,0.0007954752072691917,0.0011719129979610443,1.8374063074588776e-05,0.15820897882804275,15,0.1632126229815185,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,684,0.004997208248823881,0.004235872998833656
25,10,10,54,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0029746992513537407,9.355740621685982e-05,0.0009024897590279579,0.0011762529611587524,2.107163891196251e-05,0.17537204595282674,17,0.18054693471640348,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,643,0.005168071016669273,0.004265544004738331
25,10,10,54,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001661687158048153,8.96630808711052e-05,4.803389310836792e-05,0.0,0.0,0.0,16,0.0018892288208007812,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,460,0.001799384132027626,0.0030836379155516624
25,10,10,54,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0010312371887266636,8.379481732845306e-05,0.0,0.0,0.0,0.0,14,0.0012028273195028305,0,0,all_zero_column,0,0,1,1,0,1,0,1,275,0.0011150320060551167,0.0029317988082766533
25,10,10,54,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.00232149800285697,8.545629680156708e-05,0.0009091212414205074,0.0011441339738667011,1.6984064131975174e-05,0.13191301794722676,18,0.1363963419571519,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,564,0.004477193579077721,0.004490131977945566
25,10,10,54,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.002673626411706209,9.456975385546684e-05,0.0009054928086698055,0.0011868500150740147,1.825159415602684e-05,0.16982407262548804,18,0.17470848094671965,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,569,0.004878790583461523,0.004967175889760256
