J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
50,10,10,96,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0032155930530279875,0.0001351269893348217,0.0007300069555640221,0.0012721149250864983,0.00013349903747439384,0.22121126181446016,14,0.22671412490308285,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1000,0.005486340960487723,0.005164606962352991
50,10,10,96,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0037476590368896723,8.85920599102974e-05,0.0008045709691941738,0.0012513590045273304,8.298107422888279e-05,0.2545897369273007,18,0.26057125395163894,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,858,0.005975162144750357,0.005009777145460248
50,10,10,96,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.008683634921908379,8.37850384414196e-05,0.0009820160921663046,0.0012530582025647163,0.0001000668853521347,0.3644469161517918,23,0.3755562000442296,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,919,0.011102561140432954,0.005017297109588981
50,10,10,96,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004100510850548744,8.307001553475857e-05,0.0007240180857479572,0.0010889689438045025,7.263780571520329e-05,0.2178664600942284,16,0.22394169121980667,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,930,0.006069205701351166,0.004785541910678148
50,10,10,96,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0030450578778982162,8.190306834876537e-05,0.0006236520130187273,0.0011019438970834017,7.21269752830267e-05,0.18667293712496758,13,0.19160435302183032,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,944,0.004924683831632137,0.00444232695735991
50,10,10,96,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0033963259775191545,8.807610720396042e-05,0.0006876848638057709,0.0012699270155280828,8.583115413784981e-05,0.21423571603372693,15,0.21977013209834695,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1016,0.0055278451181948185,0.004616808146238327
50,10,10,96,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016241830307990313,9.277602657675743e-05,0.0005765280220657587,0.0012314710766077042,8.031702600419521e-05,0.0,10,0.0036095320247113705,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0036052751820534468,0.004068329930305481
50,10,10,96,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001977061154320836,8.102506399154663e-05,0.0006458989810198545,0.00109994993545115,6.689713336527348e-05,0.16923627420328557,14,0.17311347485519946,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,816,0.0038708322681486607,0.004586291965097189
50,10,10,96,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003165493020787835,8.420692756772041e-05,0.0008351120632141829,0.001250206958502531,8.023111149668694e-05,0.2385466219857335,19,0.24396855593658984,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,938,0.005415250081568956,0.005198650993406773
50,10,10,96,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001634140033274889,9.242095984518528e-05,0.0005704648792743683,0.0012359179090708494,7.968000136315823e-05,0.0,10,0.0036168850492686033,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.00361262378282845,0.004023946821689606
