J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
100,10,10,76,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0018047639168798923,0.00012590410187840462,0.000596711877733469,0.0012691738083958626,2.310238778591156e-05,0.0,10,0.003825315274298191,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.00381965609267354,0.004248472861945629
100,10,10,76,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0017139413394033909,9.740283712744713e-05,0.0005952217616140842,0.001273695845156908,1.929374411702156e-05,0.0,10,0.0037033590488135815,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.003699555527418852,0.004141603130847216
100,10,10,76,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016438458114862442,9.277788922190666e-05,0.0005911858752369881,0.0012461552396416664,1.8965918570756912e-05,0.0,10,0.0035968897864222527,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0035929307341575623,0.004087130073457956
100,10,10,76,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016419659368693829,9.424518793821335e-05,0.0005866647697985172,0.0012450581416487694,1.8617138266563416e-05,0.0,10,0.003590337000787258,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0035865511745214462,0.004063175991177559
100,10,10,76,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016533751040697098,9.266193956136703e-05,0.0005890042521059513,0.0012443778105080128,1.8971040844917297e-05,0.0,10,0.0036021112464368343,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.003598390147089958,0.004065956920385361
100,10,10,76,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0034240721724927425,8.469121530652046e-05,0.0007106931880116463,0.0011165994219481945,1.8967781215906143e-05,0.23955275304615498,15,0.24492459697648883,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1004,0.00535502377897501,0.005133789964020252
100,10,10,76,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0027154390700161457,9.085936471819878e-05,0.0006849812343716621,0.0012421049177646637,2.1690037101507187e-05,0.21870173187926412,14,0.22346451599150896,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,960,0.0047550746239721775,0.004832922015339136
100,10,10,76,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0017347149550914764,0.00010299915447831154,0.0005917348898947239,0.0012494339607656002,1.903017982840538e-05,0.0,10,0.003702063113451004,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0036979131400585175,0.00407443568110466
100,10,10,76,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016835681162774563,9.612087160348892e-05,0.0005868892185389996,0.0012489832006394863,1.9301660358905792e-05,0.0,10,0.003638788126409054,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.003634863067418337,0.004068929236382246
100,10,10,76,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001676728017628193,9.49339009821415e-05,0.000584400724619627,0.0012071533128619194,1.9144732505083084e-05,0.0,10,0.0035900138318538666,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.003582360688596964,0.0040817828848958015
