J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,80,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0025701746344566345,0.00012183329090476036,0.0007317019626498222,0.0012619439512491226,2.7511734515428543e-05,0.1607918469235301,14,0.16551677230745554,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,688,0.004713165573775768,0.004235744941979647
25,10,10,80,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0032244110479950905,0.00010082731023430824,0.0008093360811471939,0.0012411000207066536,2.2348016500473022e-05,0.13740020105615258,16,0.14281152980402112,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,615,0.005398022476583719,0.004739700350910425
25,10,10,80,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0029010260477662086,0.00010044779628515244,0.0008251774124801159,0.0012479829601943493,1.8808990716934204e-05,0.19395211013033986,16,0.1990513294003904,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,644,0.0050934432074427605,0.004407270811498165
25,10,10,80,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001417446881532669,9.140279144048691e-05,0.0005359817296266556,0.0,0.0,0.0,17,0.0021396642550826073,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,328,0.0020448314025998116,0.004199260380119085
25,10,10,80,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001618822105228901,9.032757952809334e-05,0.0006982600316405296,0.0,0.0,0.0,15,0.0025025331415235996,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,437,0.002407409716397524,0.004300362896174192
25,10,10,80,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.002649802714586258,9.542610496282578e-05,0.0009347223676741123,0.001244307029992342,1.8073245882987976e-05,0.17638525599613786,19,0.18133313907310367,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,531,0.004942331463098526,0.004717672243714333
25,10,10,80,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0015756329521536827,9.38870944082737e-05,0.0005697128362953663,0.0012286580167710781,1.6712117940187454e-05,0.0,10,0.0034884498454630375,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0034846030175685883,0.003975395113229752
25,10,10,80,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0019069532863795757,7.997825741767883e-05,6.385799497365952e-05,0.0,0.0,0.0,18,0.002137324772775173,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,561,0.002050789538770914,0.0038898494094610214
25,10,10,80,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0015934696421027184,9.481888264417648e-05,0.0004169526509940624,0.0,0.0,0.0,15,0.0021963859908282757,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,548,0.0021052411757409573,0.0040092142298817635
25,10,10,80,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0018758266232907772,9.420281276106834e-05,0.0007237386889755726,0.0012222379446029663,1.6627833247184753e-05,0.1519997646100819,14,0.1559380479156971,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,700,0.003932633902877569,0.004326762165874243
