J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
50,10,10,92,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0027099589351564646,0.00010350299999117851,0.0006182240322232246,0.001218009041622281,0.0001271090004593134,0.18984432704746723,13,0.19463170296512544,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,952,0.004776804009452462,0.004082211991772056
50,10,10,92,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.00529335904866457,8.393102325499058e-05,0.000991004053503275,0.001185260945931077,7.577380165457726e-05,0.4043571308720857,24,0.41199338692240417,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,921,0.00762932887300849,0.005110383965075016
50,10,10,92,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.002692151116207242,8.357595652341843e-05,0.0006806140299886465,0.0011740741319954395,7.09600280970335e-05,0.18920536804944277,15,0.19391410611569881,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,860,0.00470137526281178,0.004214652115479112
50,10,10,92,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0014150501228868961,8.596992120146751e-05,0.0005020280368626118,0.0011765589006245136,8.428818546235561e-05,0.0,10,0.003268064931035042,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,1024,0.0032638951670378447,0.003701267996802926
50,10,10,92,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0020273549016565084,8.186092600226402e-05,0.000612243078649044,0.0011844269465655088,7.390021346509457e-05,0.18719324003905058,13,0.19117938610725105,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,976,0.00397978606633842,0.00410432112403214
50,10,10,92,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.005680983187630773,8.840207010507584e-05,0.0009406961034983397,0.0012016301043331623,8.787005208432674e-05,0.30104822712019086,22,0.3090562161523849,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,919,0.007999581517651677,0.0048755130264908075
50,10,10,92,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.002212759107351303,8.187792263925076e-05,0.0007492480799555779,0.0011736389715224504,6.874906830489635e-05,0.25408993288874626,17,0.2583837639540434,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,856,0.0042862731497734785,0.0046608359552919865
50,10,10,92,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001346582779660821,8.453591726720333e-05,0.0005738609470427036,0.001191287999972701,7.582013495266438e-05,0.1806642790324986,12,0.18394338805228472,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,960,0.0032720877788960934,0.004208117024973035
50,10,10,92,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003160189837217331,8.714897558093071e-05,0.0006449720822274685,0.0012011639773845673,7.860804907977581e-05,0.20190625404939055,14,0.20708579011261463,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,984,0.005172082921490073,0.004399826051667333
50,10,10,92,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004428548039868474,8.540297858417034e-05,0.0008940990082919598,0.001187673071399331,8.483091369271278e-05,0.24892265419475734,21,0.25561090698465705,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,804,0.006680554011836648,0.0047818569000810385
