J,K,N,p,seed,sim,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
50,10,10,0.3,38,0,0.00891929306089878,0.00015650689601898193,0.0015533480327576399,0.0013184170238673687,0.00013339403085410595,0.5599362079519778,32,0.5720264280680567,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,764,0.012080959044396877,0.006366292014718056
50,10,10,0.3,38,1,0.010575100081041455,0.00012288708239793777,0.0015870030038058758,0.0012515319976955652,9.785103611648083e-05,0.5196062561590225,33,0.5332484398968518,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,771,0.013634373201057315,0.006329135969281197
50,10,10,0.3,38,2,0.007469987962394953,0.00011030398309230804,0.0012614901643246412,0.0011359220370650291,9.36018768697977e-05,0.48901824187487364,28,0.4990969880018383,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,845,0.010071306023746729,0.0058736479841172695
50,10,10,0.3,38,3,0.008416275028139353,0.000109479995444417,0.0013406130019575357,0.0011095411609858274,8.939695544540882e-05,0.48470488213934004,31,0.4957785760052502,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,704,0.011065306141972542,0.006026980001479387
50,10,10,0.3,38,4,0.005787912057712674,0.00010765600018203259,0.0011031499598175287,0.0012615569867193699,9.311805479228497e-05,0.34465496405027807,25,0.3530161150265485,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,703,0.00835339305922389,0.005607687868177891
50,10,10,0.3,38,5,0.002983439015224576,0.00010414700955152512,0.0009269481524825096,0.0011253070551902056,8.633080869913101e-05,0.282845820998773,20,0.2880794298835099,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,853,0.005226172041147947,0.005292800022289157
50,10,10,0.3,38,6,0.00861397385597229,0.00011085392907261848,0.001491029979661107,0.0011235089041292667,9.68840904533863e-05,0.5265005540568382,35,0.5379445601720363,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,658,0.011436250759288669,0.006574840983375907
50,10,10,0.3,38,7,0.007104833144694567,0.00010743294842541218,0.0011505901347845793,0.001267908839508891,9.473320096731186e-05,0.352406756952405,26,0.36214024806395173,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,742,0.009725498268380761,0.005651891930028796
50,10,10,0.3,38,8,0.0054180368315428495,0.00010650395415723324,0.0011078398674726486,0.001112170983105898,8.483882993459702e-05,0.3771249819546938,25,0.3849615959916264,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,734,0.007829390466213226,0.005646887002512813
50,10,10,0.3,38,9,0.008655137149617076,0.00010674912482500076,0.0014514210633933544,0.0012407719623297453,9.47390217334032e-05,0.48137298482470214,34,0.4929293959867209,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,707,0.01154881832189858,0.006603286834433675
