J,K,N,p,seed,sim,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
50,5,10,0.5,93,0,0.0001491920556873083,0.00010089203715324402,0.00010788510553538799,0.00015980307944118977,0.00012900098226964474,0.0,5,0.0006517430301755667,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0006467732600867748,0.0005820991937071085
50,5,10,0.5,93,1,0.00011699879541993141,8.009118027985096e-05,0.00010167993605136871,0.0001302119344472885,8.897017687559128e-05,0.0,5,0.0005216659046709538,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0005179520230740309,0.0005274198483675718
50,5,10,0.5,93,2,0.00027566496282815933,7.137609645724297e-05,0.00013577798381447792,0.0001276540569961071,8.208397775888443e-05,0.0044312141835689545,9,0.005128390854224563,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,29,0.0006925570778548717,0.0006511909887194633
50,5,10,0.5,93,3,0.00013084197416901588,6.322003901004791e-05,0.00010071997530758381,0.0001261071301996708,7.757381536066532e-05,0.0,5,0.0005019169766455889,1,4,identity_submatrix_direct_id,0,0,1,1,0,0,1,0,32,0.0004984629340469837,0.0005305139347910881
50,5,10,0.5,93,4,0.0001844600774347782,6.170501001179218e-05,0.00012702704407274723,0.00012606498785316944,7.51931220293045e-05,0.0033012700732797384,8,0.003879779949784279,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,28,0.0005744502414017916,0.000625366810709238
50,5,10,0.5,93,5,0.00020025484263896942,6.300793029367924e-05,0.00012552086263895035,0.00012643192894756794,7.486599497497082e-05,0.003557442920282483,8,0.004151437897235155,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,31,0.0005900815594941378,0.0006067650392651558
50,5,10,0.5,93,6,0.00016831490211188793,6.272620521485806e-05,0.00011806190013885498,0.00013298704288899899,7.648393511772156e-05,0.0028136190958321095,7,0.0033762988168746233,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,30,0.0005585739854723215,0.0006026939954608679
50,5,10,0.5,93,7,0.00020865187980234623,6.224797107279301e-05,0.00014574616216123104,0.00012598210014402866,7.566600106656551e-05,0.00481235608458519,10,0.00543484790250659,1,6,SAT_unsat_identifiable,1,1,0,1,0,0,0,0,30,0.0006182941142469645,0.0006363748107105494
50,5,10,0.5,93,8,0.00019743992015719414,6.324006244540215e-05,0.0001444809604436159,0.00012600491754710674,7.559801451861858e-05,0.00468095694668591,10,0.005291770910844207,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,30,0.0006067638751119375,0.0006339489482343197
50,5,10,0.5,93,9,0.00014920998364686966,6.247218698263168e-05,0.00012363982386887074,0.00012647989206016064,7.573096081614494e-05,0.002850168850272894,7,0.0033915559761226177,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,29,0.0005375328473746777,0.0006053289398550987
