J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
50,10,10,33,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0028447769582271576,0.00011315406300127506,0.0007330910302698612,0.0012930550146847963,0.00013390695676207542,0.19318084814585745,14,0.19831112516112626,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,960,0.005117984022945166,0.004350414965301752
50,10,10,33,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003693934064358473,8.822605013847351e-05,0.0007979040965437889,0.0011643650941550732,7.326807826757431e-05,0.27826746413484216,19,0.2840924821794033,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,961,0.005817697383463383,0.004584655165672302
50,10,10,33,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.005301104160025716,8.271611295640469e-05,0.0009180731140077114,0.0011726431548595428,7.271906360983849e-05,0.3304065219126642,22,0.33796146395616233,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,877,0.007547255605459213,0.004977167118340731
50,10,10,33,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.002130168955773115,8.012098260223866e-05,0.0006057750433683395,0.001162105007097125,6.99581578373909e-05,0.17079881485551596,13,0.1748543989378959,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,896,0.004048128146678209,0.004155335016548634
50,10,10,33,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.004893244011327624,8.198595605790615e-05,0.0007696868851780891,0.0011810529977083206,7.582991383969784e-05,0.22587003908120096,18,0.2328822989948094,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,952,0.007001799764111638,0.004329476039856672
50,10,10,33,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.005344612058252096,8.09000339359045e-05,0.0008269769605249166,0.0011603219900280237,7.88150355219841e-05,0.2812726160045713,20,0.28877163119614124,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,982,0.007491626078262925,0.034302843967452645
50,10,10,33,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0050909018609672785,8.158315904438496e-05,0.0007046719547361135,0.0011922852136194706,7.86499585956335e-05,0.21169445710256696,16,0.2188494298607111,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,922,0.007148092146962881,0.0042731668800115585
50,10,10,33,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003132621059194207,8.38900450617075e-05,0.0007249270565807819,0.0011805701069533825,7.748301140964031e-05,0.2108353190124035,17,0.2160410420037806,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,944,0.005199491279199719,0.004581470973789692
50,10,10,33,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0030102101154625416,8.070003241300583e-05,0.0006874881219118834,0.0011670240201056004,6.942288018763065e-05,0.22347291582264006,16,0.22849518386647105,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1008,0.005014845170080662,0.00456904387101531
50,10,10,33,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.005264356033876538,8.182600140571594e-05,0.0009209781419485807,0.0011470590252429247,7.269787602126598e-05,0.2491895998828113,22,0.2566834930330515,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,840,0.007486917078495026,0.004787864163517952
