J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,67,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003478182014077902,0.0001091579906642437,0.0008373926393687725,0.0012736250646412373,2.8786249458789825e-05,0.19674573885276914,19,0.20248081209138036,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,636,0.005727143958210945,0.00506255216896534
25,10,10,67,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0011629574000835419,9.181397035717964e-05,0.000307990238070488,0.0,0.0,0.0,16,0.0016536922194063663,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,226,0.0015627616085112095,0.0037705418653786182
25,10,10,67,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0019577890634536743,8.078431710600853e-05,0.00031564291566610336,0.0,0.0,0.0,16,0.0024425163865089417,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,434,0.002354216296225786,0.003862468060106039
25,10,10,67,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002011137083172798,8.875783532857895e-05,7.089972496032715e-05,0.0,0.0,0.0,16,0.0022711423225700855,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,352,0.0021707946434617043,0.0033841319382190704
25,10,10,67,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0030409139581024647,8.565094321966171e-05,0.00026896968483924866,0.0,0.0,0.0,21,0.003472690936177969,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,472,0.003395534586161375,0.004264253191649914
25,10,10,67,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0033434582874178886,8.178222924470901e-05,0.00039117923006415367,0.0,0.0,0.0,20,0.003895191941410303,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,460,0.0038164197467267513,0.004204477183520794
25,10,10,67,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.00219421973451972,8.00606794655323e-05,0.000803621020168066,0.0012427880428731441,1.763598993420601e-05,0.10620606504380703,18,0.1105541973374784,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,404,0.0043383254669606686,0.005212993826717138
25,10,10,67,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.00174302002415061,8.559506386518478e-05,6.120093166828156e-05,0.0,0.0,0.0,19,0.0019768220372498035,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,276,0.0018898160196840763,0.003936992026865482
25,10,10,67,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0010212771594524384,8.492404595017433e-05,0.0,0.0,0.0,0.0,13,0.0012134057469666004,0,0,all_zero_column,0,0,1,1,0,1,0,1,242,0.0011062012054026127,0.003293341025710106
25,10,10,67,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0014605042524635792,9.088218212127686e-05,0.0005257613956928253,0.0,0.0,0.0,12,0.0022033769637346268,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,528,0.0020771478302776814,0.0037852278910577297
