J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
100,10,10,60,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003361823968589306,0.00011213123798370361,0.0007162108086049557,0.0012774262577295303,2.398807555437088e-05,0.2431788849644363,15,0.2486914237961173,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1012,0.005491580348461866,0.0053322697058320045
100,10,10,60,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.007031185086816549,9.430479258298874e-05,0.0009362571872770786,0.0012586438097059727,2.2893305867910385e-05,0.3863624450750649,21,0.3957124841399491,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1010,0.0093432841822505,0.005285535007715225
100,10,10,60,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.006172314751893282,8.988985791802406e-05,0.0008856910280883312,0.0012150979600846767,2.2556167095899582e-05,0.27736359974369407,20,0.28575562639161944,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,974,0.008385549765080214,0.004998958203941584
100,10,10,60,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003593680914491415,9.237602353096008e-05,0.0007040738128125668,0.0012297979556024075,2.047186717391014e-05,0.21837692707777023,15,0.2240239381790161,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1004,0.0056404005736112595,0.004671919625252485
100,10,10,60,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0031319279223680496,8.760020136833191e-05,0.000707755796611309,0.0012175622396171093,2.068188041448593e-05,0.23332907306030393,15,0.2385019059292972,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1003,0.005165528040379286,0.004807274788618088
100,10,10,60,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003466145135462284,8.744420483708382e-05,0.0007011042907834053,0.0012219510972499847,1.9370578229427338e-05,0.260274357162416,15,0.2657764540053904,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1002,0.005496015306562185,0.004665934015065432
100,10,10,60,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.00484927324578166,8.984282612800598e-05,0.0008935597725212574,0.0012287497520446777,2.208072692155838e-05,0.29050744278356433,20,0.2975975088775158,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,944,0.00708350632339716,0.0050693838857114315
100,10,10,60,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.00173249002546072,9.65767540037632e-05,0.0005858922377228737,0.001207773108035326,1.807836815714836e-05,0.0,10,0.00364461587741971,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0036408104933798313,0.004054502118378878
100,10,10,60,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.006827403325587511,8.96337442100048e-05,0.0009215320460498333,0.0012078871950507164,2.1409709006547928e-05,0.3371315519325435,21,0.3462153282016516,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,962,0.009067866019904613,0.005423314869403839
100,10,10,60,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003428929951041937,8.836807683110237e-05,0.0007538730278611183,0.0012085470370948315,2.0361971110105515e-05,0.2641249429434538,16,0.2696315012872219,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1014,0.0055000800639390945,0.004847056698054075
