J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
50,10,10,70,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002875993028283119,0.0001165769062936306,0.0007173928897827864,0.0012153740972280502,0.0001509550493210554,0.21488607302308083,16,0.21997452899813652,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,836,0.005076291970908642,0.004655526950955391
50,10,10,70,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.006672791903838515,9.829900227487087e-05,0.0009939060546457767,0.0012214039452373981,9.972904808819294e-05,0.33959825709462166,24,0.3486930138897151,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,881,0.009086129954084754,0.005040233954787254
50,10,10,70,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003980278968811035,9.651714935898781e-05,0.0008966559544205666,0.0012115549761801958,9.586196392774582e-05,0.25335257197730243,21,0.25964076607488096,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,715,0.006280869012698531,0.004657559096813202
50,10,10,70,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.007870035013183951,9.475392289459705e-05,0.001221847953274846,0.0011998610571026802,9.234296157956123e-05,0.4387979689054191,30,0.4492843630723655,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,783,0.010478840908035636,0.005337841110303998
50,10,10,70,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.005663895048201084,9.025703184306622e-05,0.0009925470221787691,0.0011957117822021246,7.969886064529419e-05,0.3610859520267695,24,0.36911510792560875,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,893,0.008022109745070338,0.004891671007499099
50,10,10,70,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003661399008706212,8.864211849868298e-05,0.0007943599484860897,0.0012029879726469517,8.053821511566639e-05,0.2496777030173689,18,0.2555124300997704,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,957,0.005827927263453603,0.004757020156830549
50,10,10,70,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.005686338059604168,8.916598744690418e-05,0.0009630690328776836,0.0012079989537596703,8.191890083253384e-05,0.3455148539505899,23,0.35355102620087564,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,881,0.00802849093452096,0.0048394419718533754
50,10,10,70,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.005731794051826,9.189802221953869e-05,0.0009292298927903175,0.0011878078803420067,8.651288226246834e-05,0.3610769279766828,22,0.3691124420147389,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,897,0.008027242729440331,0.004912189207971096
50,10,10,70,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.004419376840814948,8.886703290045261e-05,0.000933303963392973,0.001194890821352601,9.495788253843784e-05,0.2411771221086383,22,0.2479156090412289,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,857,0.0067313965409994125,0.004892380908131599
50,10,10,70,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002701275050640106,8.498993702232838e-05,0.0006438700947910547,0.001181931933388114,7.626088336110115e-05,0.18997742189094424,14,0.19467274704948068,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,946,0.004688327899202704,0.0042684487998485565
