J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,76,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0026195459067821503,0.00011133076623082161,0.0009256508201360703,0.0011658570729196072,2.5513116270303726e-05,0.16311201499775052,18,0.16797106433659792,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,510,0.004847897682338953,0.004744427278637886
25,10,10,76,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0031712488271296024,9.099207818508148e-05,0.001051133032888174,0.0011067930608987808,2.0310748368501663e-05,0.19612379698082805,21,0.20156968431547284,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,499,0.0054404777474701405,0.0046704960986971855
25,10,10,76,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0030248980037868023,8.727703243494034e-05,0.0009208619594573975,0.0011078878305852413,1.723412424325943e-05,0.12781139090657234,18,0.13297448540106416,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,498,0.005158158950507641,0.004385628737509251
25,10,10,76,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0020563839934766293,8.532311767339706e-05,0.000745370052754879,0.0,0.0,0.0,16,0.0029918458312749863,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,468,0.0028870771639049053,0.0039447396993637085
25,10,10,76,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002929182257503271,8.715922012925148e-05,0.0010021342895925045,0.0010910816490650177,1.7998740077018738e-05,0.14406043011695147,20,0.14919297257438302,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,430,0.0051275561563670635,0.0044476850889623165
25,10,10,76,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003280344884842634,8.754711598157883e-05,0.0010522333905100822,0.0011511081829667091,1.9500963389873505e-05,0.1997616090811789,21,0.20535820396617055,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,565,0.005590734537690878,0.004744032863527536
25,10,10,76,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.006622801069170237,8.783815428614616e-05,0.000878926832228899,0.001114340964704752,1.7502810806035995e-05,0.19844647916033864,17,0.20717382989823818,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,874,0.00872140983119607,0.004046376794576645
25,10,10,76,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002402941230684519,8.659204468131065e-05,0.0007934113964438438,0.0,0.0,0.0,19,0.0033709672279655933,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,420,0.0032829446718096733,0.003980382811278105
25,10,10,76,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.00337970070540905,8.718576282262802e-05,0.001051831990480423,0.0011530597694218159,1.9123777747154236e-05,0.15401457296684384,21,0.15971078909933567,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,389,0.005690902005881071,0.004518380854278803
25,10,10,76,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0032159220427274704,8.855713531374931e-05,0.0006503150798380375,0.0,0.0,0.0,20,0.004042280837893486,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,517,0.003954794257879257,0.003969680052250624
