J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
100,10,10,25,0,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0017672115936875343,0.00012810900807380676,0.000572569202631712,0.0012312671169638634,2.1617859601974487e-05,0.0,10,0.0037259720265865326,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.003720774780958891,0.004131677094846964
100,10,10,25,1,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0025290092453360558,8.615711703896523e-05,0.0006886706687510014,0.001213638111948967,1.9129831343889236e-05,0.24821246415376663,15,0.2527664271183312,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1012,0.0045366049744188786,0.005362523254007101
100,10,10,25,2,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.003974143881350756,0.00011097174137830734,0.0007752208039164543,0.0012386441230773926,2.047838643193245e-05,0.24042120715603232,15,0.24654718628153205,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,1012,0.006119458936154842,0.004509203601628542
100,10,10,25,3,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.00171301094815135,0.00010092603042721748,0.0005647293291985989,0.0012044329196214676,1.802109181880951e-05,0.0,10,0.003604969009757042,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0036011203192174435,0.003985210787504911
100,10,10,25,4,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016439431346952915,9.036902338266373e-05,0.0005705780349671841,0.0012084119953215122,1.6845297068357468e-05,0.0,10,0.003533385694026947,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.003530147485435009,0.0039964341558516026
100,10,10,25,5,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.005811526905745268,9.806221351027489e-05,0.0007703471928834915,0.0012195520102977753,1.8393155187368393e-05,0.21485754800960422,15,0.22278135502710938,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,992,0.007917881477624178,0.004494787193834782
100,10,10,25,6,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0017057759687304497,9.66372899711132e-05,0.0005693049170076847,0.0012207129038870335,1.795915886759758e-05,0.0,10,0.0036142938770353794,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0036103902384638786,0.003984102979302406
100,10,10,25,7,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.001636275090277195,9.238393977284431e-05,0.000567012932151556,0.0012030783109366894,1.6390345990657806e-05,0.0,10,0.0035185329616069794,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0035151406191289425,0.003977715969085693
100,10,10,25,8,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016416017897427082,9.188801050186157e-05,0.0005663209594786167,0.0012257997877895832,1.63358636200428e-05,0.0,10,0.0035452437587082386,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0035419464111328125,0.004023018758744001
100,10,10,25,9,1,conj,row_sparsity,,3,1,uniform,1;2;3,,0.0016304021701216698,9.288499131798744e-05,0.0005661956965923309,0.00122124794870615,1.589301973581314e-05,0.0,10,0.00352986017242074,1,4,identity_submatrix_direct_id,0,1,0,1,0,0,1,0,1024,0.0035266238264739513,0.003956673201173544
