J,K,N,seed,sim,solver,op,design,p,m,min_row_size,row_size_distribution,row_size_support,row_size_probs,basis_time,trivial_check_time,two_col_check_time,three_col_check_time,identity_check_time,sat_time,J_basis,algorithm_time,identifiable,branch,branch_label,sat_called,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,two_col_violation_original,identity_basis,two_col_violation_basis,M_basis,preprocess_time,diagnostic_time
25,10,10,60,0,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002131909132003784,0.00010549230501055717,0.0008647087961435318,0.0013214671052992344,2.933107316493988e-05,0.09629377024248242,19,0.10075915418565273,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,311,0.004452908411622047,0.004899850580841303
25,10,10,60,1,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0017879619263112545,8.818972855806351e-05,0.0006064292974770069,0.0,0.0,0.0,16,0.002597527578473091,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,344,0.002482580952346325,0.004306185059249401
25,10,10,60,2,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.004504264332354069,8.445465937256813e-05,0.0009573367424309254,0.0012895287945866585,2.032192423939705e-05,0.20462865103036165,22,0.21149733010679483,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,514,0.006855906452983618,0.0054826498962938786
25,10,10,60,3,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003546631895005703,9.119510650634766e-05,0.0008283141069114208,0.0013103950768709183,2.0187348127365112e-05,0.2052657390013337,18,0.21106883790344,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,684,0.005796723533421755,0.004948689602315426
25,10,10,60,4,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0025325468741357327,9.053200483322144e-05,0.0007816348224878311,0.001342100091278553,1.9597820937633514e-05,0.1367019941098988,17,0.14147560205310583,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,433,0.004766411613672972,0.004631814081221819
25,10,10,60,5,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.001980006694793701,9.535672143101692e-05,0.0009637069888412952,0.001305846031755209,2.008303999900818e-05,0.1356497290544212,19,0.1400219863280654,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,358,0.0043649994768202305,0.005158925894647837
25,10,10,60,6,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.004190028645098209,8.645094931125641e-05,0.0009652101434767246,0.0011584158055484295,1.8138904124498367e-05,0.2074997271411121,22,0.2139249723404646,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,555,0.006418244447559118,0.005192657001316547
25,10,10,60,7,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.003221348859369755,8.787726983428001e-05,0.0008925269357860088,0.0013054790906608105,2.2384338080883026e-05,0.11164581496268511,20,0.11718248575925827,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,415,0.005529616493731737,0.004833431914448738
25,10,10,60,8,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.0038083731196820736,8.721090853214264e-05,0.0009668488055467606,0.0013162554241716862,2.115359529852867e-05,0.19465395202860236,22,0.20086051942780614,1,6,SAT_unsat_identifiable,1,0,1,1,0,0,0,0,456,0.006199841853231192,0.005160230211913586
25,10,10,60,9,1,conj,row_sparsity,,4,1,uniform,1;2;3;4,,0.002538998145610094,8.603231981396675e-05,0.0002993647940456867,0.0,0.0,0.0,19,0.0030089477077126503,0,2,two_column_check_failed,0,0,1,1,0,1,0,1,408,0.0029243952594697475,0.0038153943605720997
