design,J,K,p,m,n,expected_n,n_identifiable,pct_identifiable,n_complete,pct_complete,n_two_column,pct_two_column,n_both_necessary,pct_both_necessary,n_no_pure_nodes,pct_no_pure_nodes,n_sat_called,pct_sat_called,conditional_denominator_identifiable,n_incomplete_given_identifiable,pct_incomplete_given_identifiable,n_no_pure_given_identifiable,pct_no_pure_given_identifiable,sum_J_basis,mean_J_basis,sum_basis_time,mean_basis_time,sum_identity_check_time,mean_identity_check_time,sum_two_col_check_time,mean_two_col_check_time,sum_three_col_check_time,mean_three_col_check_time,sum_sat_time,mean_sat_time,sum_preprocess_time,mean_preprocess_time,sum_algorithm_time,mean_algorithm_time,branch_counts
bernoulli,100,5,0.1,,1000,1000,996,99.6,992,99.2,996,99.6,996,99.6,0,0.0,4,0.4,996,4,0.40160642570281124,0,0.0,5003,5.003,0.2676118556410074,0.00026761185564100744,0.03467032220214605,3.467032220214605e-05,0.0007179835811257362,7.179835811257362e-07,0.00040523428469896317,4.052342846989632e-07,0.053298549726605415,5.329854972660541e-05,0.3034053957089782,0.0003034053957089782,0.3594968914985657,0.00035949689149856567,"{""-1"": 0, ""2"": 4, ""3"": 0, ""4"": 992, ""5"": 0, ""6"": 4}"
bernoulli,100,5,0.3,,1000,1000,1000,100.0,998,99.8,1000,100.0,1000,100.0,0,0.0,2,0.2,1000,2,0.2,0,0.0,5006,5.006,0.3616758557036519,0.0003616758557036519,0.03591596148908138,3.5915961489081384e-05,0.00024406705051660538,2.440670505166054e-07,0.0001991577446460724,1.9915774464607238e-07,0.02900900598615408,2.900900598615408e-05,0.39803504198789597,0.00039803504198789594,0.4299485981464386,0.0004299485981464386,"{""-1"": 0, ""2"": 0, ""3"": 0, ""4"": 998, ""5"": 0, ""6"": 2}"
bernoulli,100,5,0.5,,1000,1000,1000,100.0,811,81.1,1000,100.0,1000,100.0,0,0.0,189,18.9,1000,189,18.9,0,0.0,5574,5.574,0.3989299554377794,0.0003989299554377794,0.03620385471731424,3.6203854717314244e-05,0.0234163673594594,2.3416367359459402e-05,0.019079212099313736,1.9079212099313737e-05,0.26945772487670183,0.0002694577248767018,0.4776293896138668,0.0004776293896138668,0.7502333745360374,0.0007502333745360375,"{""-1"": 0, ""2"": 0, ""3"": 0, ""4"": 811, ""5"": 0, ""6"": 189}"
bernoulli,100,5,0.7,,1000,1000,1000,100.0,9,0.9,1000,100.0,1000,100.0,67,6.7,991,99.1,1000,991,99.1,67,6.7,9182,9.182,0.412017997354269,0.00041201799735426903,0.038826084695756435,3.8826084695756434e-05,0.13407371379435062,0.00013407371379435063,0.09891826845705509,9.891826845705509e-05,0.9091024957597256,0.0009091024957597255,0.6838360643014312,0.0006838360643014312,1.596744891256094,0.001596744891256094,"{""-1"": 0, ""2"": 0, ""3"": 0, ""4"": 9, ""5"": 0, ""6"": 991}"
bernoulli,100,5,0.9,,1000,1000,204,20.4,0,0.0,999,99.9,605,60.5,946,94.6,605,60.5,204,204,100.0,176,86.27450980392157,7068,7.068,0.29554718593135476,0.00029554718593135474,0.03775446908548474,3.775446908548474e-05,0.11726201558485627,0.00011726201558485627,0.08528485940769315,8.528485940769314e-05,0.6831720573827624,0.0006831720573827624,0.5358485300093889,0.0005358485300093889,1.523158086463809,0.001523158086463809,"{""-1"": 0, ""2"": 1, ""3"": 394, ""4"": 0, ""5"": 401, ""6"": 204}"
bernoulli,100,10,0.1,,1000,1000,995,99.5,817,81.7,995,99.5,995,99.5,0,0.0,178,17.8,995,178,17.889447236180903,0,0.0,10581,10.581,0.5753264240920544,0.0005753264240920544,0.05539170140400529,5.539170140400529e-05,0.12824627989903092,0.00012824627989903092,0.18330306094139814,0.00018330306094139814,0.8525474001653492,0.0008525474001653493,0.9422674663364887,0.0009422674663364887,1.798702031839639,0.001798702031839639,"{""-1"": 0, ""2"": 5, ""3"": 0, ""4"": 817, ""5"": 0, ""6"": 178}"
bernoulli,100,10,0.3,,1000,1000,1000,100.0,25,2.5,1000,100.0,1000,100.0,0,0.0,975,97.5,1000,975,97.5,0,0.0,25288,25.288,1.684694653376937,0.001684694653376937,0.08175170328468084,8.175170328468084e-05,1.1588419945910573,0.0011588419945910574,0.9919317923486233,0.0009919317923486233,7.877137749455869,0.00787713774945587,3.9172201436012983,0.003917220143601298,11.799899560399354,0.011799899560399353,"{""-1"": 0, ""2"": 0, ""3"": 0, ""4"": 25, ""5"": 0, ""6"": 975}"
bernoulli,100,10,0.5,,1000,1000,1000,100.0,0,0.0,1000,100.0,1000,100.0,364,36.4,1000,100.0,1000,1000,100.0,364,36.4,49546,49.546,2.787367873825133,0.0027873678738251327,0.11713908147066832,0.00011713908147066831,2.130628435872495,0.002130628435872495,1.033266738988459,0.001033266738988459,19.496202104724944,0.019496202104724945,6.0684021301567554,0.006068402130156756,25.571692623198032,0.02557169262319803,"{""-1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 1000}"
bernoulli,100,10,0.7,,1000,1000,1000,100.0,0,0.0,1000,100.0,1000,100.0,986,98.6,1000,100.0,1000,1000,100.0,986,98.6,44584,44.584,2.390192882157862,0.002390192882157862,0.10418626014143229,0.00010418626014143229,1.913421105593443,0.0019134211055934428,1.0242128930985928,0.0010242128930985927,542.1970936581492,0.5421970936581493,5.43201314099133,0.00543201314099133,547.6361409686506,0.5476361409686505,"{""-1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0, ""6"": 1000}"
bernoulli,100,10,0.9,,1000,1000,0,0.0,0,0.0,995,99.5,33,3.3,1000,100.0,33,3.3,0,0,,0,,21681,21.681,0.7757911365479231,0.0007757911365479231,0.0732742827385664,7.32742827385664e-05,1.0575061710551381,0.001057506171055138,0.2626087600365281,0.00026260876003652813,1.0972252329811454,0.0010972252329811453,2.1691803503781557,0.002169180350378156,3.3083443343639374,0.0033083443343639375,"{""-1"": 0, ""2"": 5, ""3"": 962, ""4"": 0, ""5"": 33, ""6"": 0}"
