schema_version,J,K,N,seed,sim,operator,solver_name,rng_engine,generation_time,q_bitstring,q_sha256,design,design_id,p,m_requested,m_effective,min_row_size_requested,row_size_distribution,row_size_support,row_size_probs,basis_time,identity_check_time,two_col_check_time,three_col_check_time,sat_time,algorithm_time,preprocess_time,J_basis,M_basis,identifiable,branch,branch_label,sat_called,sat_formulation,sat_cardinality_encoding,cardinality_encoding_requested,maximal_candidate_requested,sat_variables,sat_clauses,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,has_zero_row_original,two_col_violation_original,three_col_violation_original,two_column_pass_original,both_necessary_checks_pass_original,I_3c,identity_basis,two_col_violation_basis,diagnostics_time
4,25,10,100,3508943407,0,conj,glucose42,MT19937-RandomState,0.000461493618786335,0010000001000000001000100000000001010010000000010100100100011000100010001100100000101000000000001001000000000100001001000000100000000100100000010100001000100000001011000001010000100000001001100000000100000101001100000001000001000000100100000110000000,18f724552fb041cb9099f65a4f0fb894b65d9349553351bebf60a487aec34e3c,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0003714105114340782,8.357781916856766e-05,0.0007865633815526962,0.0010318225249648094,0.018486352637410164,0.020767387002706528,0.0022733742371201515,16,615,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,694,2774,0,1,1,0,0,0,0,1,1,1,0,0,0.0047528548166155815
4,25,10,100,3508943407,1,conj,glucose42,MT19937-RandomState,0.0003489134833216667,0001000100000000000101001001000001000100000011001000100000001000001100000001100000001000000000010010000110000000000001000011000010000000010010000000001000000000010100010000110000000000100000010100000010000000000000000100000000101001010001001000001000,b0f1dfe7c3375649e1f0580a59ba06da952226b632dbfb9fb1f114e502c820fc,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.00026173051446676254,5.6955963373184204e-05,0.0007338002324104309,0.0009720455855131149,0.0055246492847800255,0.0075555890798568726,0.0020245322957634926,15,582,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,655,2597,0,1,1,0,0,0,0,1,1,1,0,0,0.0044419169425964355
4,25,10,100,3508943407,2,conj,glucose42,MT19937-RandomState,0.00034647993743419647,1010000000010000000100100000010001010010001010010000010001000000010110001001000100110000100000001010000010001000100010000001001010000000100000000000110001000100000010000001000010100100000001000000100000000000011000000000000001101010010001000100000000,929b82f9b9cf9bf1b7283218769f7f1d135361ba0e0b25856b5566785b6ae918,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.00033807381987571716,6.084144115447998e-05,0.0009214971214532852,0.0009704362601041794,0.0057550519704818726,0.008052549324929714,0.0022908486425876617,19,586,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,861,3360,0,1,1,0,0,0,0,1,1,1,0,0,0.004766952246427536
4,25,10,100,3508943407,3,conj,glucose42,MT19937-RandomState,0.0003354419022798538,0000100110000100000001000100100010000000001000000000010010010000100000010000000101001100000000100000110100000010000100000000001011100011000010011000000010000000100010001000001010001000001000001000101010101000000001000000000101100001000001010001100001,37dcd83f19cf9bbe24f09f26c94320ce649f9f2b14e2fd7da781cf3b7368d772,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.00030972063541412354,6.0082413256168365e-05,0.0009274790063500404,0.0009958427399396896,0.011051049456000328,0.013351592235267162,0.002293124794960022,20,467,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,980,3625,0,1,1,0,0,0,0,1,1,1,0,0,0.0046650804579257965
4,25,10,100,3508943407,4,conj,glucose42,MT19937-RandomState,0.0003323405981063843,1100001000001000010000000000010000000010100001000000000100001001000010010000000000110000000000010001000000000100100000001000000000000000010001000100000001000011000100000010000101000000011010101000100000000101010000001101000000000100001000001100000000,de47c553a63965ffa44afc9c7edadae09d5b378e24fca9155638c58498ac94c1,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.00031608715653419495,5.406234413385391e-05,0.0006799371913075447,0.0009834589436650276,0.0039311544969677925,0.00597115233540535,0.002033545635640621,13,844,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,557,2221,0,1,1,0,0,0,0,1,1,1,0,0,0.004703879356384277
4,25,10,100,3508943407,5,conj,glucose42,MT19937-RandomState,0.0003363899886608124,0000110010110000010000000010010100000000100000011011000000100000000010010000001010000000000100010000000000000100100000001000110000100000000100010000001100000001000101000010000001010100010100000000011000000000110000100000010000000000001000001000000000,8247a070e64c7ee41eeee130fb852845f6cfddc1f9403455d86d1632accdcf4b,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0003122519701719284,5.5291689932346344e-05,0.0007417779415845871,0.0,0.0,0.0011168131604790688,0.0011093216016888618,16,634,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0044192960485816
4,25,10,100,3508943407,6,conj,glucose42,MT19937-RandomState,0.0003246646374464035,0010000000000110010000010000000000000001000000100000101000001001010000000000010000100000000010000000001100100001010000010000001001000010000000000001010110100000000000100000100000110000100000001000100100000010000000111000100100000000101000010100001000,f203f48734d2bf36e6aa515876177f120e4cda4d94ae1e019244ec67d24d4794,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0002559265121817589,5.121622234582901e-05,6.190594285726547e-05,0.0,0.0,0.00037496350705623627,0.00036904867738485336,13,328,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.00204466562718153
4,25,10,100,3508943407,7,conj,glucose42,MT19937-RandomState,0.000310530886054039,1010100000000000100001000010100000010000000010001000100001000000100100100001000101000011000000000111000010000001000001101000010001000001000001000100001000000100001001100000101000000000000001110000001000001000111000000000100100010000010010000000101100,0cedfea28b338c8cf08aff0d2ec0848d486bf56aadf436c452eeca7f54ab4a90,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0003356868401169777,6.120651960372925e-05,0.0009358888491988182,0.0009879255667328835,0.0056420378386974335,0.007969679310917854,0.0023207077756524086,19,626,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,861,3360,0,1,1,0,0,0,0,1,1,1,0,0,0.004871992394328117
4,25,10,100,3508943407,8,conj,glucose42,MT19937-RandomState,0.00033412035554647446,1000000010111000000000100110000001000010010010000001000000000100000000000101100000000100000000000101000000100000100100000000001100000000011000001000000001010000100100100000100101000001000010100000001001100010000000001000000000100100000001000000110001,94572cb8d6a9788357518e4943dca6280d0c2e84f588f0316a9a973bf84e0db5,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.00029266346246004105,5.5099837481975555e-05,0.0008035572245717049,0.0009792372584342957,0.005651708692312241,0.007786866277456284,0.002130557782948017,16,600,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,714,2796,0,1,1,0,0,0,0,1,1,1,0,0,0.004472104832530022
4,25,10,100,3508943407,9,conj,glucose42,MT19937-RandomState,0.0003324691206216812,0010000000000000100000000001100000000001100000100000010000010100000000010100000000100110000000000001011001000000100001011000000010001000001000010000100000010000001000010000100001010000010001010000100000001000000001000001100000000000101000010100000001,c9683d818dbeb849f03032914867c4b1deba5e58cae75245e761e01de2b2c435,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0002907766029238701,5.21121546626091e-05,0.0007192967459559441,0.0009891390800476074,0.0038592685014009476,0.00591482687741518,0.0020513245835900307,14,816,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,576,2376,0,1,1,0,0,0,0,1,1,1,0,0,0.004767108708620071
