schema_version,J,K,N,seed,sim,operator,solver_name,rng_engine,generation_time,q_bitstring,q_sha256,design,design_id,p,m_requested,m_effective,min_row_size_requested,row_size_distribution,row_size_support,row_size_probs,basis_time,identity_check_time,two_col_check_time,three_col_check_time,sat_time,algorithm_time,preprocess_time,J_basis,M_basis,identifiable,branch,branch_label,sat_called,sat_formulation,sat_cardinality_encoding,cardinality_encoding_requested,maximal_candidate_requested,sat_variables,sat_clauses,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,has_zero_row_original,two_col_violation_original,three_col_violation_original,two_column_pass_original,both_necessary_checks_pass_original,I_3c,identity_basis,two_col_violation_basis,diagnostics_time
4,25,10,100,2852850675,0,conj,glucose42,MT19937-RandomState,0.0004516616463661194,1000000000000010000110001000000001000100001000000000100000000010110000010010000000100100000001000000000010100000010000010000100001000010000000001000001101000000101000001010100001001001100000010000000000000000100101001000100000100000000001000000011000,07d08b39733f33626da330abad279226f53d2b0ec00a9db4ead0f90a5b7892f3,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.00033875834196805954,7.867813110351562e-05,0.0007664812728762627,0.0010394137352705002,0.0185337383300066,0.02076469175517559,0.002223331481218338,14,752,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,586,2387,0,1,1,0,0,0,0,1,1,1,0,0,0.004897419363260269
4,25,10,100,2852850675,1,conj,glucose42,MT19937-RandomState,0.0003785323351621628,0100000000000010100001000000010010000000100000001000000000100001110000010000000010000000110000000001000000100101001000000010000001010000000100010000010000000101000001000010001001001100000010010000001100001000100001000001000100011000000011100010100100,609f2806f93006ddf9ece5f65e5ab78f252c039e22cafcb49cd464587d955498,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.00033286772668361664,6.140768527984619e-05,0.0008441498503088951,0.001022971235215664,0.006157667376101017,0.008425400592386723,0.002261396497488022,17,643,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,763,2984,0,1,1,0,0,0,0,1,1,1,0,0,0.00480734184384346
4,25,10,100,2852850675,2,conj,glucose42,MT19937-RandomState,0.00034590810537338257,1000100000101001000010000001010000010001100000110000100011000100001100000100000000101000000000010000000010000001000000000000100000001000000100010001011001000000001001000101000001010010001000100010000010000001000001000000000000010000000100000000001000,3e36b55b6bd47bebcbd4af7478384e70b6f7b90835b6f303a7d32197fe51a441,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0003044046461582184,5.779694765806198e-05,0.00016445666551589966,0.0,0.0,0.0005350252613425255,0.00052665825933218,17,434,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0027295053005218506
4,25,10,100,2852850675,3,conj,glucose42,MT19937-RandomState,0.00031875818967819214,0010100100000000001000000100000000010100000000100010000110000010000000001000000000000001000010011000001010000000100010000000010000000001010010000000000000100010000110010000000000100100001000001100100000000000100110100000000000000100001000000001000000,7aaedc135f92b6a62767b651e373dfb4dba009391eb54e59b1fea57db633c26f,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.00027039647102355957,5.755573511123657e-05,0.0005976473912596703,0.0010152822360396385,0.0037377197295427322,0.005683450028300285,0.001940881833434105,11,832,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,449,1834,0,1,1,0,0,0,0,1,1,1,0,0,0.004498949274420738
4,25,10,100,2852850675,4,conj,glucose42,MT19937-RandomState,0.0003383783623576164,1010010000000010010000010000100010010100000010000001010000000000000100001100000000000001001000010000000100000100000100000101000000000000010000000010001000000000100000000100001000110101010000100000000001001000010000101000000100000100100010100100001010,7b404f3dc2359aeea4e895c88f750e1b29ce625cd99d55447b0c8a8de45e1e9a,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.00027416739612817764,5.642976611852646e-05,0.000810607336461544,0.0010217884555459023,0.004509317688643932,0.006679469719529152,0.0021629929542541504,16,684,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,734,2818,0,1,1,0,0,0,0,1,1,1,0,0,0.004793243482708931
4,25,10,100,2852850675,5,conj,glucose42,MT19937-RandomState,0.00034650973975658417,0010000000100000100000100010000001000011000001010001010000000000000010000011001000000000100100011000001010000000011000100000000001001110000000000010000100000010000001000101100010000000100000100000100000000100100100000000000001000000000010100001100010,a87875793cb5708db5186c46349a9e72061b5738681893024c1354bec7e2ccf0,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0002838708460330963,5.2842311561107635e-05,0.00010870769619941711,0.0,0.0,0.0004524374380707741,0.00044542085379362106,13,504,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.002491246908903122
4,25,10,100,2852850675,6,conj,glucose42,MT19937-RandomState,0.0003231894224882126,1001000001001110000001000000100000010000000001011000000001001000000100000010000010000001001000000000000100010000000100010000010010010100000000100000011000000000100000000000000001000000000100000000011101001001000010001001101000000000001000000010000000,b4e85201bd72eadc60b5a85d06895662635029940f44ff5b7dc9c16347326733,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.00027591362595558167,5.553290247917175e-05,0.00037925783544778824,0.0,0.0,0.0007172329351305962,0.0007107043638825417,16,472,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.003272891975939274
4,25,10,100,2852850675,7,conj,glucose42,MT19937-RandomState,0.0003239419311285019,0000110001100000001011001000000010000000001000100000010100010000010001001001000001000000000001000100000000000100000000100100000100000010001000010000000000001001000100000001000011000000010110000101000100110001000100000000100000000001010000100000100000,80eeab3da612f02986582dd8fae01ee79cc20d94e853da6dfacd9815640bbc27,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0003058137372136116,5.559716373682022e-05,0.0007650954648852348,0.0010144514963030815,0.004550866782665253,0.006698630750179291,0.002140957862138748,15,792,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,635,2575,0,1,1,0,0,0,0,1,1,1,0,0,0.0049269115552306175
4,25,10,100,2852850675,8,conj,glucose42,MT19937-RandomState,0.00033107586205005646,0010001001010000000001000000000000100101000000001000010110000000001011000000001000000010100010000010000000001100001100000100000010000110100000001000001000010000000010010000000010100000000001000100000001001000000000000100000000001000000100000001011000,eae8bfe4e2e65cd65bdd2f5e9387b09c45cd34f1a72772d808e03932e6f16629,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.000257653184235096,5.1927752792835236e-05,9.218137711286545e-05,0.0,0.0,0.0004075104370713234,0.00040176231414079666,13,568,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.002545534633100033
4,25,10,100,2852850675,9,conj,glucose42,MT19937-RandomState,0.00032461248338222504,0000000100011000000100011000000010000001001011000000000000100000001000000010000100100000110010001010000000010000010000000000000111001010000000001100010010010000000001001000100000000000100110011000000000000000100100100000000000011100000000010000001001,7376e931c4012bc0e9dc286afa7658107e8541f866ec4ce82d4e6911f3de5605,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0003058630973100662,5.501043051481247e-05,3.3573247492313385e-05,0.0,0.0,0.00039961282163858414,0.0003944467753171921,15,408,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.0022459570318460464
