schema_version,J,K,N,seed,sim,operator,solver_name,rng_engine,generation_time,q_bitstring,q_sha256,design,design_id,p,m_requested,m_effective,min_row_size_requested,row_size_distribution,row_size_support,row_size_probs,basis_time,identity_check_time,two_col_check_time,three_col_check_time,sat_time,algorithm_time,preprocess_time,J_basis,M_basis,identifiable,branch,branch_label,sat_called,sat_formulation,sat_cardinality_encoding,cardinality_encoding_requested,maximal_candidate_requested,sat_variables,sat_clauses,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,has_zero_row_original,two_col_violation_original,three_col_violation_original,two_column_pass_original,both_necessary_checks_pass_original,I_3c,identity_basis,two_col_violation_basis,diagnostics_time
4,50,10,100,501994184,0,conj,glucose42,MT19937-RandomState,0.0006755897775292397,01010000000000001110000000100000100001010001001001010000100001010000011001000000000100001110001000001000000011000100101000000000110100000000000100000000000100011000000100100000000000000011011000000000000010000000110000010000001001100000010100100011001000000000001000010111010000000000100000000011001010100100000000010000000000101010000000001000010000000000000100001000000000001100000001010011001000000001100000000000110010000100001001000000010001000000000100000010001000000001011000101100000001000001,b7de71729aaef93c0e960592e1df4e660b6379dcfe08be57d3494eca1051190f,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0007332842797040939,9.3141570687294e-05,0.0009026788175106049,0.0009912755340337753,0.01647043414413929,0.01919891219586134,0.002720380201935768,19,856,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,831,3327,0,1,1,0,0,0,0,1,1,1,0,0,0.006529873237013817
4,50,10,100,501994184,1,conj,glucose42,MT19937-RandomState,0.0005809161812067032,01000000011001000000000001000001100000000001000000000000000101000000000011000001001010100000100011000010000100101000000001011000000000110000000010000001000101000010000000010000001001000000010001000000001010001000010000000100001000011000000001000000100100000010001001000000001000000000000001001000000010000000000000010100000100000001000000100100000100010000101001001001000011000001000000011000000100000000001010000000001000001100000000000010101000010000000011100011000010000101000000001000000001000000,a496fce3a9bc3ad367f3e2f49249dd927fe39e7896807a389f7bf335550f3f55,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0005347691476345062,6.025843322277069e-05,0.0007845023646950722,0.001000668853521347,0.0050130803138017654,0.0073996782302856445,0.002380198799073696,16,928,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,664,2741,0,1,1,0,0,0,0,1,1,1,0,0,0.006169547326862812
4,50,10,100,501994184,2,conj,glucose42,MT19937-RandomState,0.0005787722766399384,00010000000000000100000000001010010000000001000010100010000100001011000010100010001000001100101000100000110000001000000001000000000100100100000001000001000001100001010000100000000011001000001000010000010010010010000000001010100000100000000000001010000000100000010000000000000000010000100000011000000000101000000001000100000010000000100000001000000000011000000000100001101000000001000101000010000000100000000010000000010000100110000010000010100100100000000100000010000010000000100011100000000001000000,dc94497eff5a3b1a5a3b9922a06718b00cdda620b54245c0aa3c627aa506daf3,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0004701279103755951,5.28041273355484e-05,0.0,0.0,0.0,0.0005270792171359062,0.0005229320377111435,10,1024,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.005504968576133251
4,50,10,100,501994184,3,conj,glucose42,MT19937-RandomState,0.0005733408033847809,00100000000000001001001101000000000001000010100000000001100010000010001000000000100000010000000001001001000100000000010010000000001010000000010010001000001010000000011100000000110100010000000000010011000000110000000010010000101010010000000000000000010000010000000001000000000100100000010000100000110011000000010100010010110100000010000010100000010100001000000001000000000000000010001100010010010010000110000000100000000010001010000001100001001000000010000000001010010000000010011000000011000000000001,cd8a400256b92bdf783f144780e86dbba585c661f1e17f9266f4cc7c07dad9e6,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0006080856546759605,5.798414349555969e-05,0.0008166013285517693,0.0009709913283586502,0.00559814739972353,0.008057652041316032,0.0024536624550819397,17,948,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,713,2929,0,1,1,0,0,0,0,1,1,1,0,0,0.006379618309438229
4,50,10,100,501994184,4,conj,glucose42,MT19937-RandomState,0.0005697356536984444,00001010010010000000110001000001100000100010000010000000001100000000100101010000100000000001000001011100000000001101000000000001010010000000100110000000111000001000000000000110001000000001110000100000110000001010000000000000001100000000000101000000000001000000100000001100001000100010001000010001010000000000100001010001001000000000001110001100000001001000000001000000101000000000000100000010001000000000000010010010010000000100000010100010000001010000000011001000000000000010001100100100000010000011,bd19f0133d8e924350043b81920fe96b57aba74066c56e0af6bd9622d4b7247d,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0006004795432090759,5.588307976722717e-05,0.0007354244589805603,0.000985981896519661,0.005152727477252483,0.007536139339208603,0.0023777689784765244,15,896,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,635,2575,0,1,1,0,0,0,0,1,1,1,0,0,0.0059433914721012115
4,50,10,100,501994184,5,conj,glucose42,MT19937-RandomState,0.0005593542009592056,00000110000000000010001000110000000100001000000000000000010100010000100011001000000100000000110010001000000101000000100000100100100000000100100001000000000010000001000000010100010000000001000000000001011010000000000001100001001000100000000000000000011001000001010000010000010100010000110001000100000000001001000001100001010000000000000010001010100000011100000000000000011000000100101000000000011001000001100100001011000001100000000000000001000000000111000001000010010001001001010000000100001100000010,077dc9d4828303458b6f8d863e70de3f188d60c9b07de81ae0402e40e482002b,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0006151106208562851,6.448943167924881e-05,0.0009708134457468987,0.000975143164396286,0.005039473995566368,0.007670966908335686,0.0026255566626787186,21,899,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,939,3714,0,1,1,0,0,0,0,1,1,1,0,0,0.006751894950866699
4,50,10,100,501994184,6,conj,glucose42,MT19937-RandomState,0.0005583642050623894,01000000000100000000000100000000001101000000100000000000100001001010000000100000001000000010110000000000101001010001000000000010000001000000010000010000000000100010010000000001100010000000001101000000100100001000001001011100000010000000110100000100001001000000000000111011000000000000010001100101000000000000011001000010011000000001000101001000110000010000000001000101000000001000000001000000101000100010010000000000100010000000001010001000000100000111100000000010000100100001000000000100000000001000,334cbef7c321ada2e205cc3297fe0ebda4c7d91e8483886347618b16204acea6,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0005944659933447838,5.8426521718502045e-05,0.0007374314591288567,0.000981844961643219,0.004380770027637482,0.006758589297533035,0.0023721689358353615,15,972,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,635,2575,0,1,1,0,0,0,0,1,1,1,0,0,0.006109575740993023
4,50,10,100,501994184,7,conj,glucose42,MT19937-RandomState,0.0005721068009734154,10001000001000000001000000000100000100010001100001000000010000101000010001100010100000000000000010000100100001010000000110100000000101100000110000000000010000011000000010000100000100100000000000000010000110000000100001001000000010100000000000001000000100000001000010000000000000100100010100000001101000001010000100000000001000000010001100000010001010000000001100001001000000001000000000001010101000000000000110000001000000100000001000000000110000001001001000001001000000000000100000101010000001001001,8b2f92dbbf01bde7e34e2a47dc5b802d166182628aec083b43a7bab3a39e1e96,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0005354750901460648,6.134063005447388e-05,0.0006238687783479691,0.0009840521961450577,0.003814741037786007,0.00602720957249403,0.0022047366946935654,12,960,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,478,2000,0,1,1,0,0,0,0,1,1,1,0,0,0.00580673199146986
4,50,10,100,501994184,8,conj,glucose42,MT19937-RandomState,0.0005780225619673729,00100000000000000100000000010000001001000000000100000100000001000000000000000100000001000000111000000000000010000010100001000001000101010000001000100001000010000000000100000010000000000101100011000100001000000010000001100000011000000000001000100000000100010010000000001000010100001000100100100101000000011000100000110000010000000001010000010010000100000000010100000001001000000000000110000001000000000010000000010000101001010001001000000000000001110001000010000001000000000001000010000100000100100100,f1750f8e289f8414f3894ea289513dd584daac878ec4454ee4fd180c06492c08,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0005072597414255142,5.28944656252861e-05,0.000703081488609314,0.0009803734719753265,0.004373691976070404,0.0066228387877345085,0.002243609167635441,14,808,1,6,SAT_unsat_identifiable,1,boolean_factorization,exclude_x,exclude_x,0,576,2376,0,1,1,0,0,0,0,1,1,1,0,0,0.005773581564426422
4,50,10,100,501994184,9,conj,glucose42,MT19937-RandomState,0.0005647595971822739,00100100010010000101100000100000011001000000100011100100000101100001000000000100010000000010000000000000000100001000000110000000011000000000101000000010100000000000100000000001000000000000100000100000010000001000010000011000000000000110000000000000100000000111001000000001000110000100000000001000110000000011010010101000100010000101100000010000100000001001000001000100010001010100000000100001000000000010000000101000100000000000010100100001001000100001100000000011000010001000010000010000000000100100,96be360d20c6f96cbaee6a42096e5671f1c617c8648094dc3f96bd0a26698123,row_sparsity,row_sparsity|conj|2c5e43f84a|rng=MT19937-RandomState,,3,3,1,uniform,1;2;3,0.3333333333333333;0.3333333333333333;0.3333333333333333,0.0005248319357633591,5.101040005683899e-05,0.0,0.0,0.0,0.0005796113982796669,0.0005758423358201981,10,1024,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0.005520118400454521
