schema_version,J,K,N,seed,sim,operator,solver_name,rng_engine,generation_time,q_bitstring,q_sha256,design,design_id,p,zero_row_policy,basis_time,identity_check_time,two_col_check_time,three_col_check_time,sat_time,algorithm_time,preprocess_time,J_basis,M_basis,identifiable,branch,branch_label,sat_called,sat_formulation,sat_cardinality_encoding,cardinality_encoding_requested,maximal_candidate_requested,sat_variables,sat_clauses,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,has_zero_row_original,two_col_violation_original,three_col_violation_original,two_column_pass_original,both_necessary_checks_pass_original,I_3c,identity_basis,two_col_violation_basis,diagnostics_time
4,25,10,100,1991294122,0,conj,glucose42,MT19937-RandomState,0.0001687426120042801,1010111111111111110111011101111111111111101111111110111111111101111101101111111111111101111011101111110110100111111011111110111111100010111111111111111111111111111110111111111111111110111011111111110111111111111111111111111001110111111011111101010111,ecfe8cede79ae1b422e31198735b1cfabecb86682ddc6fa53d333d5b0472d189,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.0002588704228401184,0.00012973695993423462,4.7009438276290894e-05,0.0,0.0,0.0004439055919647217,0.0004356168210506439,10,20,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.00046688690781593323
4,25,10,100,1991294122,1,conj,glucose42,MT19937-RandomState,3.415718674659729e-05,1111111111111111111110111111111101101110011111111111011111111110111111111110111111011111111111011111111111111101110111100111001111011101111111011111111011111111111110111111111111110111111111111110111111111111111111111111111111111111111001111111111111,f0688703ec0e99d329c4f4438a1b67906c907a09dbda2293b77ca7c6aad5d6c4,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00018399208784103394,5.0401315093040466e-05,9.937025606632233e-05,0.0,0.0,0.000339338555932045,0.00033376365900039673,9,14,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.0005625905469059944
4,25,10,100,1991294122,2,conj,glucose42,MT19937-RandomState,2.7881935238838196e-05,1101011111011011111111111111111101111111111111011101110010111111011111111111111011111111111111111101111111111111111111111101111111111111110100110111111111111110111111111111111011101111111111111011110111111111101101101111001111111101011110111111111111,bf1fd1e21abbca49f32acd7449749160d2403ca49885325d565f9a7f29a8a386,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.0002184845507144928,5.02048060297966e-05,3.0299648642539978e-05,0.0,0.0,0.00030374154448509216,0.0002989890053868294,12,21,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.0006287768483161926
4,25,10,100,1991294122,3,conj,glucose42,MT19937-RandomState,2.573244273662567e-05,1011111111111111111111111111111111101111111011110111111111111111111101101111111101011111111011111111111111111111101111011111111111111101100111111111111111111111111110101101111110111111111111111101111111111101111111111101110111111111111111111111111111,1e607d60e0f64d00e90d7cab69ddf8e0d2da16b9927d39fefa14dad52c6b1bbe,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00018230825662612915,4.579219967126846e-05,0.0001229364424943924,0.0,0.0,0.00035591330379247665,0.00035103689879179,10,15,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.0006442759186029434
4,25,10,100,1991294122,4,conj,glucose42,MT19937-RandomState,2.7583912014961243e-05,1101101111111111111111111101111111111111111111111111111011111111111111111111111011111111111111110111111111110110111110111111111111111101101111111111111101110101111101111111111111110111111111111111111110111111011111111101111110111111111111111111111111,160bf9fac403b768795642177acdbe71824fac37d045271dda2554e567f68b05,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00017545092850923538,4.459265619516373e-05,5.189608782529831e-05,0.0,0.0,0.0002765730023384094,0.0002719396725296974,10,16,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.0004146359860897064
4,25,10,100,1991294122,5,conj,glucose42,MT19937-RandomState,2.5424174964427948e-05,1111111111111111111011101111011111111101101111111001110111111111111101111011011111111111111111111111111111110110111111110111111011111100110101111111111111111110011111111111011111111111111111111111111111110111111111111111111111011101101111111111111111,048121e451dd8e38a6ffcf4bde876373c28462f610908fc8122a63cad77315ff,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00021161511540412903,5.2453018724918365e-05,0.00010606180876493454,0.0,0.0,0.00037483125925064087,0.00037012994289398193,11,17,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.0005789212882518768
4,25,10,100,1991294122,6,conj,glucose42,MT19937-RandomState,2.8291717171669006e-05,1101111111111111111111101110110011111001111110111111111111001111111111111111011110111111111110111111011111111111100011111111111011111111111111111101111111111111111111111111110011110111111111101101011011111101111111101111111111111111111011111111111111,dbfd8ba12c1da70e61d6292fed1fe28eafb86eaca9fc1c7a209015387b5e8985,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.000191601924598217,4.488509148359299e-05,0.0005403468385338783,6.621051579713821e-05,0.0,0.0008482839912176132,0.0008430443704128265,10,18,0,3,three_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.001979951746761799
4,25,10,100,1991294122,7,conj,glucose42,MT19937-RandomState,3.213435411453247e-05,1111111111111111111110111111110111110111111110111111111101111111111011111111111011011111101011111101111111111101101011111110111011111111111111110111111101111101111110111110111111111110101110111101111111111111111111111111111111101111111111111110111111,ae89d8e681fb1e2f2117a25ea4d763a37a0c0f74f37fb949ef53133176d99348,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00021539069712162018,4.820525646209717e-05,0.0006238240748643875,3.435555845499039e-05,0.0,0.0009283693507313728,0.0009217755869030952,12,20,0,3,three_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.002047710120677948
4,25,10,100,1991294122,8,conj,glucose42,MT19937-RandomState,2.9199756681919098e-05,1110111111111111111111111111100111110111111111110101111111110011111011111111111011111101111111111111111111111111111111111111011111111011001111101110010111111111111111110101011110110111100111111111011111111111111111111111111111111101111111111111111111,6aae5323e03c21a991ab54a2e21fbd01d9cc9298fbea85d7b328d1415476d290,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00026282481849193573,4.94103878736496e-05,2.843514084815979e-05,0.0,0.0,0.0003460431471467018,0.0003406703472137451,10,17,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.0004804609343409538
4,25,10,100,1991294122,9,conj,glucose42,MT19937-RandomState,2.580508589744568e-05,1011111101101111111111101111111111111111111111111111111001101111111111111111111011111110111111110111111111111111101110111011111110111101111111111111111111100111111111111111010101110111111111111111111111111111111011111111111111111111111111111111111111,6aeb3f8f6c372215dad2a9162c12ca3e31a525789126698af5c861bfbf5d95c8,bernoulli,bernoulli|conj|p=0.9|zero=allow_iid|rng=MT19937-RandomState,0.9,allow_iid,0.00019281916320323944,4.391465336084366e-05,0.00020289607346057892,0.0,0.0,0.00044391117990016937,0.000439629890024662,10,15,0,2,two_column_check_failed,0,,,exclude_x,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0.0008816132321953773
