solver,row_size_distribution,min_row_size,J,K,m,n,id_prop,id_mcse,mean_J_basis,sd_J_basis,mean_M_basis,sd_M_basis,identity_original_prop,identity_basis_prop,two_col_violation_original_prop,two_col_violation_basis_prop,sat_called_prop,resolved_before_SAT_prop,mean_algorithm_time,median_algorithm_time,mean_preprocess_time,median_preprocess_time,mean_sat_time_all,median_sat_time_all,not_complete_prop,no_pure_prop,id_and_not_complete_prop,id_and_not_complete_mcse,not_complete_given_id,id_and_no_pure_prop,id_and_no_pure_mcse,no_pure_given_id,n_SAT,SAT_identifiable_prop,SAT_nonidentifiable_prop,mean_sat_time_given_SAT,median_sat_time_given_SAT,mean_algorithm_time_given_SAT,mean_J_basis_given_SAT,mean_M_basis_given_SAT
1,uniform,1.0,50,10,3.0,1000.0,0.992,0.0028170906978654425,16.621,4.236189833364915,930.862,71.22091950666862,0.007,0.117,0.008,0.008,0.875,0.125,0.2278340070489794,0.23188681143801654,0.006207273653242687,0.0058556557632982,0.22161670593428426,0.22572586045134813,0.993,0.0,0.985,0.0038438262187565153,0.9929435483870968,0.0,0.0,0.0,875.0,1.0,0.0,0.2532762353534677,0.2358098081313073,0.259845163645755,17.530285714285714,920.7554285714285
1,uniform,1.0,50,10,4.0,1000.0,0.999,0.0009994998749374613,20.975,4.715571186146126,850.803,86.19898175416843,0.081,0.021,0.001,0.001,0.978,0.022,0.29962701945356096,0.2883270139573142,0.00794524688436645,0.00764633971266445,0.2916726813041605,0.28022496646735817,0.919,0.0,0.918,0.008676174272108645,0.918918918918919,0.0,0.0,0.0,978.0,1.0,0.0,0.2982338254643768,0.2840326620498672,0.3062843936847824,21.212678936605318,847.2627811860941
