10,6,17,"[[0 0 1 1 0 0]
 [0 1 0 0 1 1]
 [0 1 0 1 0 0]
 [0 1 1 0 0 0]
 [0 1 1 0 1 1]
 [1 0 0 0 1 0]
 [1 0 1 1 1 0]
 [1 1 0 0 1 0]
 [1 1 0 1 0 0]
 [1 1 0 1 1 1]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[2.8098554611206055, 9.092068910598755, 17.583210468292236, 23.16966700553894, 13.002857208251953, 31.912537574768066, 57.38458585739136, 74.73882818222046, 74.23053526878357, 108.6458671092987, 164.64776015281677, 191.2797474861145]"
10,6,15,"[[0 0 0 0 0 1]
 [0 0 0 0 1 0]
 [0 0 0 0 1 1]
 [0 0 0 1 0 0]
 [0 0 1 0 1 1]
 [0 0 1 1 1 0]
 [0 1 0 0 0 0]
 [1 0 0 0 1 0]
 [1 1 0 0 0 0]
 [1 1 1 1 1 0]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[1.2575368881225586, 3.5550198554992676, 6.655713796615601, 8.779176473617554, 2.6488747596740723, 4.9389753341674805, 8.1367769241333, 10.224784851074219, 4.276734113693237, 5.085288047790527, 6.180310964584351, 6.864530324935913]"
10,6,2,"[[0 0 0 1 0 0]
 [0 0 0 1 1 0]
 [0 0 1 0 1 1]
 [0 1 1 0 0 0]
 [1 1 0 1 1 0]
 [1 1 0 1 1 1]
 [1 1 1 0 0 0]
 [1 1 1 0 1 0]
 [1 1 1 1 0 1]
 [1 1 1 1 1 0]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[2.2690980434417725, 6.957674264907837, 13.506572246551514, 17.947469472885132, 11.037905216217041, 22.815468549728394, 39.01441144943237, 50.07777547836304, 131.3112654685974, 151.6868281364441, 181.2082896232605, 202.12346935272217]"
10,6,1,"[[0 0 0 1 0 1]
 [0 0 1 0 0 0]
 [0 0 1 0 0 1]
 [0 1 0 0 0 1]
 [1 0 0 0 0 0]
 [1 0 0 1 0 1]
 [1 1 0 0 0 1]
 [1 1 0 1 0 0]
 [1 1 0 1 1 1]
 [1 1 1 0 1 1]]","[False, False, False, False, False, False, False, False, True, True, True, True]","[4.355786085128784, 14.613849639892578, 28.632379055023193, 38.411564350128174, 24.47208547592163, 61.073121309280396, 111.24066281318665, 144.6667664051056, 107.02220606803894, 106.38877654075623, 105.96652865409851, 106.04346513748169]"
10,6,18,"[[0 0 1 0 0 0]
 [0 0 1 1 0 0]
 [0 0 1 1 0 1]
 [0 1 0 0 0 0]
 [0 1 0 1 1 0]
 [0 1 1 1 0 1]
 [1 0 0 0 0 0]
 [1 0 1 0 0 1]
 [1 0 1 0 1 1]
 [1 1 1 0 0 0]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[1.447587013244629, 4.538042306900024, 8.856989860534668, 11.670252084732056, 4.893774032592773, 9.630485534667969, 15.946599006652832, 20.263498783111572, 25.303457975387573, 27.995562314987183, 32.436198711395264, 35.18437457084656]"
10,6,9,"[[0 0 0 0 0 1]
 [0 0 1 0 0 1]
 [0 0 1 1 0 0]
 [0 1 0 0 1 0]
 [0 1 0 1 1 0]
 [0 1 1 0 0 0]
 [0 1 1 1 1 0]
 [1 0 1 0 0 0]
 [1 0 1 1 0 0]
 [1 1 1 0 0 0]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[1.727771520614624, 5.676873445510864, 11.218056201934814, 15.130897760391235, 4.8749165534973145, 12.794891119003296, 23.920554399490356, 31.328917980194092, 9.781627416610718, 17.704814434051514, 29.008071660995483, 36.33854699134827]"
10,6,19,"[[0 0 0 0 1 1]
 [0 0 1 0 0 0]
 [0 0 1 1 0 1]
 [0 1 0 1 1 1]
 [0 1 1 0 1 0]
 [1 0 0 0 0 1]
 [1 0 0 0 1 0]
 [1 0 1 1 0 0]
 [1 1 0 0 1 1]
 [1 1 1 0 1 0]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[1.6996691226959229, 5.297540187835693, 10.258534669876099, 13.485342741012573, 5.280157804489136, 10.814557552337646, 18.190391302108765, 23.139029502868652, 28.63184356689453, 32.130346059799194, 36.883476972579956, 40.21383094787598]"
10,6,8,"[[0 0 0 0 1 1]
 [0 0 0 1 1 0]
 [0 0 1 0 0 1]
 [0 0 1 1 0 1]
 [0 0 1 1 1 1]
 [0 1 0 0 0 0]
 [0 1 1 0 0 0]
 [0 1 1 0 0 1]
 [1 0 1 1 1 0]
 [1 1 1 1 0 0]]","[False, False, False, False, False, False, False, False, True, True, True, True]","[2.104217529296875, 6.766247272491455, 13.314334630966187, 17.52303147315979, 6.688038110733032, 13.83398985862732, 23.742302656173706, 30.39477038383484, 31.718080520629883, 31.040715217590332, 31.043971300125122, 31.16842770576477]"
10,6,12,"[[0 0 0 0 0 1]
 [0 0 1 0 1 0]
 [0 1 0 0 1 0]
 [0 1 0 1 1 1]
 [0 1 1 0 0 0]
 [0 1 1 0 0 1]
 [0 1 1 1 1 1]
 [1 0 0 0 1 0]
 [1 0 1 0 1 1]
 [1 1 1 1 0 1]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[2.8472344875335693, 9.363003253936768, 18.193509340286255, 24.10448932647705, 15.897128582000732, 35.330676794052124, 61.78581953048706, 79.94901418685913, 145.81305956840515, 163.65054035186768, 188.7056884765625, 207.57149195671082]"
10,6,3,"[[0 0 0 1 0 1]
 [0 0 1 0 0 1]
 [0 1 0 0 0 0]
 [0 1 1 0 0 0]
 [0 1 1 1 1 1]
 [1 0 0 0 1 1]
 [1 0 0 1 1 0]
 [1 0 0 1 1 1]
 [1 0 1 0 0 1]
 [1 1 1 1 1 0]]","[True, True, True, True, True, True, True, True, True, True, True, True]","[0.3803105354309082, 0.3688335418701172, 0.36615610122680664, 0.3677225112915039, 5.994799613952637, 5.823984861373901, 5.838228464126587, 5.850091218948364, 76.4695074558258, 76.0150716304779, 75.64361882209778, 76.14722490310669]"
10,6,14,"[[0 0 0 1 1 1]
 [0 1 0 0 0 0]
 [0 1 0 0 0 1]
 [0 1 0 0 1 0]
 [1 0 0 0 1 0]
 [1 0 1 0 0 0]
 [1 0 1 0 1 0]
 [1 0 1 1 0 1]
 [1 1 0 0 0 0]
 [1 1 0 0 0 1]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[2.1095001697540283, 7.190276145935059, 14.26638650894165, 18.964130401611328, 6.454287052154541, 16.696617126464844, 30.811506271362305, 40.34906220436096, 25.579459190368652, 36.467787981033325, 51.947834491729736, 62.55768442153931]"
10,6,6,"[[0 0 0 0 0 1]
 [0 0 0 0 1 1]
 [0 0 0 1 1 0]
 [0 0 1 0 1 0]
 [0 1 0 0 0 1]
 [1 0 0 0 0 0]
 [1 0 0 1 0 1]
 [1 1 0 0 0 1]
 [1 1 0 0 1 1]
 [1 1 0 1 0 1]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[1.5616791248321533, 4.670421838760376, 9.143589496612549, 12.038798332214355, 8.251545429229736, 13.340065956115723, 20.416770935058594, 25.22319197654724, 61.046865463256836, 63.36795091629028, 68.00006818771362, 71.699298620224]"
10,6,13,"[[0 0 1 1 0 0]
 [0 0 1 1 1 1]
 [0 1 0 0 0 1]
 [0 1 0 0 1 1]
 [1 0 1 0 1 0]
 [1 0 1 1 0 0]
 [1 1 0 1 0 0]
 [1 1 0 1 1 1]
 [1 1 1 0 1 1]
 [1 1 1 1 0 1]]","[True, True, True, True, True, True, True, True, True, True, True, True]","[0.27999067306518555, 0.2661123275756836, 0.26746702194213867, 0.26278233528137207, 4.749027967453003, 4.610251426696777, 4.575117826461792, 4.602692365646362, 108.59459495544434, 106.65727829933167, 107.65591430664062, 107.3929922580719]"
10,6,7,"[[0 0 0 1 0 0]
 [0 0 0 1 0 1]
 [0 0 0 1 1 1]
 [0 0 1 0 1 0]
 [0 1 0 1 0 1]
 [0 1 1 0 1 0]
 [1 0 0 0 1 1]
 [1 0 1 0 1 0]
 [1 1 0 1 0 1]
 [1 1 1 1 0 1]]","[True, True, True, True, True, True, True, True, True, True, True, True]","[0.685352087020874, 0.6693944931030273, 0.6730554103851318, 0.6681435108184814, 8.880299091339111, 8.70076870918274, 8.7099027633667, 8.71543550491333, 119.93399930000305, 117.82934093475342, 118.22626757621765, 118.14979791641235]"
10,6,2,"[[0 0 0 1 0 0]
 [0 0 0 1 1 0]
 [0 0 1 0 1 1]
 [0 1 1 0 0 0]
 [1 1 0 1 1 0]
 [1 1 0 1 1 1]
 [1 1 1 0 0 0]
 [1 1 1 0 1 0]
 [1 1 1 1 0 1]
 [1 1 1 1 1 0]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[2.0417256355285645, 6.296205043792725, 12.059658288955688, 16.190553426742554, 10.549998044967651, 21.565364599227905, 37.08955669403076, 48.45494508743286, 130.04454565048218, 146.86185693740845, 179.9347858428955, 207.07339525222778]"
10,6,17,"[[0 0 1 1 0 0]
 [0 1 0 0 1 1]
 [0 1 0 1 0 0]
 [0 1 1 0 0 0]
 [0 1 1 0 1 1]
 [1 0 0 0 1 0]
 [1 0 1 1 1 0]
 [1 1 0 0 1 0]
 [1 1 0 1 0 0]
 [1 1 0 1 1 1]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[3.0054681301116943, 9.736826181411743, 18.81772255897522, 25.01761293411255, 14.178678274154663, 34.4055438041687, 62.217710733413696, 80.74239230155945, 80.99919009208679, 116.7058093547821, 167.86193418502808, 206.3604884147644]"
10,6,1,"[[0 0 0 1 0 1]
 [0 0 1 0 0 0]
 [0 0 1 0 0 1]
 [0 1 0 0 0 1]
 [1 0 0 0 0 0]
 [1 0 0 1 0 1]
 [1 1 0 0 0 1]
 [1 1 0 1 0 0]
 [1 1 0 1 1 1]
 [1 1 1 0 1 1]]","[False, False, False, False, False, False, False, False, True, True, True, True]","[4.7050089836120605, 15.568122625350952, 31.928471326828003, 43.660266160964966, 28.14203715324402, 69.02903270721436, 126.30054140090942, 162.87353610992432, 120.00911211967468, 117.93050360679626, 117.48678374290466, 113.44790601730347]"
10,6,12,"[[0 0 0 0 0 1]
 [0 0 1 0 1 0]
 [0 1 0 0 1 0]
 [0 1 0 1 1 1]
 [0 1 1 0 0 0]
 [0 1 1 0 0 1]
 [0 1 1 1 1 1]
 [1 0 0 0 1 0]
 [1 0 1 0 1 1]
 [1 1 1 1 0 1]]","[False, False, False, False, False, False, False, False, False, False, False, False]","[3.005310297012329, 9.814701795578003, 18.99630904197693, 24.909515380859375, 16.929580450057983, 37.283442735672, 64.71226382255554, 83.31173801422119, 155.28133988380432, 174.77174735069275, 206.53990817070007, 218.48314213752747]"
