schema_version,J,K,N,seed,sim,operator,solver_name,rng_engine,generation_time,q_bitstring,q_sha256,design,design_id,p,zero_row_policy,basis_time,identity_check_time,two_col_check_time,three_col_check_time,sat_time,algorithm_time,preprocess_time,J_basis,M_basis,identifiable,branch,branch_label,sat_called,sat_formulation,sat_cardinality_encoding,cardinality_encoding_requested,maximal_candidate_requested,sat_variables,sat_clauses,identity_original,not_complete_original,has_pure_node_original,no_pure_nodes_original,has_zero_row_original,two_col_violation_original,three_col_violation_original,two_column_pass_original,both_necessary_checks_pass_original,I_3c,identity_basis,two_col_violation_basis,diagnostics_time
4,100,5,100,98055016,0,conj,glucose42,MT19937-RandomState,0.0001528412103652954,01100000001001010000101011010001010000010001100000001001110100010111000111000111001001001010001001100100100010000011000011110001001111011111000100101110000100101010110001000001100010100101100000010110000101010110010111100011000001010001001001000000110001000101001000000001100000001100101000000000011010100001110001010000010011101101001000001100010000000100101000101100001000000110001000000001011000001101011000010010001000000011100101000101111000000000000001000010010100000010000101011000000000000110,fd698fcfc547bc72628a9d0631e947fa6acf00c38239e96fb2f8deebe77dbe51,bernoulli,bernoulli|conj|p=0.3|zero=allow_iid|rng=MT19937-RandomState,0.3,allow_iid,0.00041350536048412323,5.9320591390132904e-05,0.0,0.0,0.0,0.0004775719717144966,0.00047282595187425613,5,32,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.0014791358262300491
4,100,5,100,98055016,1,conj,glucose42,MT19937-RandomState,4.3925829231739044e-05,00110000100100000101100000000000010100001110010111001010000110000001011000011010000000101000000010000000010000011000010000011010011100010000010100111000100010001000000011000100001000101001000001001001000001000100100011101100000100101000100011011001010110000111101011000001101011101101000101000010100101000101010011111000001000001000010001010000001000100100101000000100010011000101000010010010000110100011100010010100101001100111001100000100110001111000000110011100001000000001000001100000100101000000,0922addc427a4e1506ee0ff0a22cb1861f135c4a093d8ecf17367bb7e18681b0,bernoulli,bernoulli|conj|p=0.3|zero=allow_iid|rng=MT19937-RandomState,0.3,allow_iid,0.0004395097494125366,3.627315163612366e-05,0.0,0.0,0.0,0.000479845330119133,0.0004757829010486603,5,32,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.001439543440937996
4,100,5,100,98055016,2,conj,glucose42,MT19937-RandomState,3.4059397876262665e-05,10000010010100100101100110100110100000000011001010000110000100000000100000000011000010000100100010100010101100001000101101000101010000001010010000000001010100100101001001001100100100000001100000101000000010100010001000000000100100000101000001000001000011011000110001100100100111000010010000000000000001001000111011100010100001000100000000000000001001000000000010101110001000000000010110000000000001001001010000001100001000000000010001000100000001100010001000000001010001101010000000010000000110001000,4377cba081d20dccc2d9ac90cea3b6d6ca0b7128e3e85522638477a65c2c6bf5,bernoulli,bernoulli|conj|p=0.3|zero=allow_iid|rng=MT19937-RandomState,0.3,allow_iid,0.00031951628625392914,3.2582320272922516e-05,0.0,0.0,0.0,0.0003552250564098358,0.00035209860652685165,5,32,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.0014307927340269089
4,100,5,100,98055016,3,conj,glucose42,MT19937-RandomState,3.236252814531326e-05,10000101001001010001000010001101001101000000001100000010011110011000000010100001001000011001000100011100000011000010001100000010011001000010000111010100000010000010000011100000011000111000101000110000000100011000001000010010101111000001010010000010000100000100011010000000100000001001001001101001110010000111001001000100000100000000010001010000100000101000000011100010011010000000000000010001001001000001000000000100100011011000011000001100000000101001000000010000010000001000010010010010110010000110,ef5156b7c2036a127ee4fc833abe55bc5e4dc6e988a011a74bcdc4e66ff43b40,bernoulli,bernoulli|conj|p=0.3|zero=allow_iid|rng=MT19937-RandomState,0.3,allow_iid,0.0003316318616271019,3.286637365818024e-05,0.0,0.0,0.0,0.0003676367923617363,0.00036449823528528214,5,32,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.001400308683514595
4,100,5,100,98055016,4,conj,glucose42,MT19937-RandomState,3.4275464713573456e-05,00000100000100010001100111101000000100010010110010000110010000011010101000100001101110001000110011000000111101100000000011111010000101000000011000010010000110010100010000000000000000001001111001000100101010000001100101000000010000100101010000010000111000001100000000100100101110100010010110000100000000001010001100000011000111010111011000000000001001000110001000000001000100000100101001000011000010010000010010010100010000000000100100001000001011000100000101000100010001000000100010010011011000100100,9c30a541692c1325cbececfb6e6e0cc5f06cfa93668fc8f3e3315045135e8497,bernoulli,bernoulli|conj|p=0.3|zero=allow_iid|rng=MT19937-RandomState,0.3,allow_iid,0.00035780295729637146,3.3595599234104156e-05,0.0,0.0,0.0,0.00039460137486457825,0.0003913985565304756,5,32,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.0014223000034689903
4,100,5,100,98055016,5,conj,glucose42,MT19937-RandomState,3.428105264902115e-05,11000100001010001100000010000001000001100100110100000010000001000000100010001000100001011100011100010001100000010001100000100001010000000011100011000000100000100111111100100010101000001010000010100000000011001000010111001111000011100010101100001001000000000100100010110001000011001000000100101000001101010010000000000101111100010100011000101110110010000011010101000001010010000100110010010000100000000000001010110101000100100111000010101101000001110100100101110000100100010110010000011000100000000001,ff097da14ff8717958a7971f9ac8b5346809b60cee61aeb13677728a320fd731,bernoulli,bernoulli|conj|p=0.3|zero=allow_iid|rng=MT19937-RandomState,0.3,allow_iid,0.0003453083336353302,3.467220813035965e-05,0.0,0.0,0.0,0.0003829142078757286,0.00037998054176568985,5,32,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.0014550155028700829
4,100,5,100,98055016,6,conj,glucose42,MT19937-RandomState,3.5478733479976654e-05,00101000001100100000111000101001000010000000010001000000011000011000000000101111000000000011001010000010100001101001001100100001110110011000000000001010100000000010000100001000010000100100110000111100000001101000100000100000000100101010000101000100110100000100000100000000101110001001000010000000100001101010000010111010010000100010100010000100000101101010101100000001001010001010000100000010010101001000000001000000010110101101000011101000110010000100000110010100010100010001000000100010100010001000,1f64d4d03624a29df9a047b174ec360689fba5b3a64ace67e4fea64be7f92bd3,bernoulli,bernoulli|conj|p=0.3|zero=allow_iid|rng=MT19937-RandomState,0.3,allow_iid,0.00033306796103715897,3.4747645258903503e-05,0.0,0.0,0.0,0.0003711571916937828,0.00036781560629606247,5,32,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.001407015137374401
4,100,5,100,98055016,7,conj,glucose42,MT19937-RandomState,3.842078149318695e-05,01100101010011100000100001000011010000101001001101000000101011011000000000110000100000101100010101110100010010001001101011000000000000010010111010010010100010111001000000101000000000000101000111000001000000100100000000000000100000000000100010000100100001001000000001011011100000000011001100000100000000110011100010110101101000110101000001000100110100001001011000011100000000000101001000010001100010110101100011011000010000001000010100110000000110010000010010011000001001000001000001100000001100001010,cdd70090ff32973c6a2f546821b49b737636b9af547458df761d699bfc32ff87,bernoulli,bernoulli|conj|p=0.3|zero=allow_iid|rng=MT19937-RandomState,0.3,allow_iid,0.00035167764872312546,3.578048199415207e-05,0.0,0.0,0.0,0.00039183441549539566,0.0003874581307172775,5,32,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.001452975906431675
4,100,5,100,98055016,8,conj,glucose42,MT19937-RandomState,3.517325967550278e-05,10100010001010001100101000001000001000000000001001100100110000111000000101000101110101000101001000011010000001000001010010000000000011001111010100101000010001011000000011001100001000000111000000000010000110001100000101001100001100111010101100000001001011010000101000000000001001000110100001101010000100011001100100100000100000010001010111000001001010010101000010010001000000011001000000010101000000001001000001000100100100000101100010001000000000000001100000110100010101010101001001011001010000010000,c6fbf2955d5a04be0bcc838fee8345d9ab1374775ca34877af6bfd8c73c14331,bernoulli,bernoulli|conj|p=0.3|zero=allow_iid|rng=MT19937-RandomState,0.3,allow_iid,0.0003580227494239807,3.3984892070293427e-05,0.0,0.0,0.0,0.00039533525705337524,0.00039200764149427414,5,32,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.0014026742428541183
4,100,5,100,98055016,9,conj,glucose42,MT19937-RandomState,3.3332034945487976e-05,10100011100001000000001011010000111001010010000101000000100010000001111011000110001110010001000001101010011000000001001001000101010010010001000000110000001000000111000111011000000100010101011100100100001000001001001010100010010010001010110100010101010100100000010101100010000001000011000000001000110001011100010011101001011110001000000000110000010010000010011100101011110000000000001000000000100000000011000000101100100000000100100010000010000100010001000001100111000001011001000101010101010000100100,0ecae15a31d345a1d0cd2b85af8e9b34b15c09997e53eb06c676acfa4d92c6c0,bernoulli,bernoulli|conj|p=0.3|zero=allow_iid|rng=MT19937-RandomState,0.3,allow_iid,0.0003323890268802643,3.411248326301575e-05,0.0,0.0,0.0,0.0003689955919981003,0.00036650151014328003,5,32,1,4,identity_submatrix_identifiable,0,,,exclude_x,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0.0014096181839704514
